genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
ERN1,3.61984810426663e-07,1.13789576352639,7.96366582938659e-05,16.8768871607268,5.01699124554232,1820
MYO5B,3.32480950349584e-06,1.11419655794085,0.000365729045384543,14.0545847710984,5.69154815867201,4757
TRAF4,8.49802542201708e-06,1.09606208776592,0.000623188530947919,12.7972666070058,5.31012079261972,4068
FLNB,1.80601901915959e-05,1.10329323244623,0.000993310460537775,12.0499485545367,5.52871849770618,4699
VWF,5.58635204731888e-05,1.14753942173482,0.00204832908401692,11.2373933665243,5.33976710626903,1180
CCDC80,5.16922629792535e-05,1.09572518036025,0.00204832908401692,10.8150293486381,6.09278315942776,2248
LYPD3,0.000169675647780954,1.07889886123393,0.00533266321597285,9.36659197899154,5.391006877515,3826
LPXN,0.000449233720268812,1.18550081047409,0.00997372952686944,9.13780144632529,5.05417381315127,775
PTPRC,0.000453351342130429,1.13772407142876,0.00997372952686944,8.75915916640452,5.85294002448377,1090
ITGAX,0.00103696470082319,1.25584560951293,0.0152088156120735,8.62948959421397,5.21479562850042,504
EPCAM,0.000943648189646336,1.15747220438068,0.0148887111460467,8.06267027403115,7.71612030505958,6016
TRAPPC3,0.000217233577106227,0.928983012444281,0.00597392337042124,7.83554195418023,5.07394227299041,3453
LYZ,0.00094746343656661,1.11065658309082,0.0148887111460467,7.73208260343876,5.52325594750907,1321
RAPGEF3,0.00130950215123213,1.1515696207735,0.0180056545794418,7.64424380152112,4.73553990351409,864
ELF3,0.000876670971455006,1.06877477030314,0.0148887111460467,7.52351047187566,5.47349609107428,3675
MLPH,0.00144231124603379,1.09200646446594,0.0186652043604373,7.14336948212233,6.70079203019462,5272
C1QC,0.00188989512562671,1.13511587953016,0.0220928268619033,7.11857723015157,5.33009784272856,953
CD3D,0.0056901243221141,1.37700732215603,0.0417275783621701,7.11778276980638,5.51285116913091,276
FOXA1,0.00300502647251704,1.16551199953802,0.0287437314762499,6.76867469169334,7.46002744707748,6166
CXCL12,0.00190801686534619,1.06898630061863,0.0220928268619033,6.6936617552273,6.19764026121832,2502
MMRN2,0.00524361946027979,1.26940054999455,0.0397791821124674,6.66529641056302,5.18236316424016,394
DUSP5,0.000786333483265624,0.914697325824516,0.0148887111460467,6.53837500831928,4.96374230957447,1756
PDGFRA,0.0029145789948666,1.07975083261184,0.0287437314762499,6.30361764183646,5.93631035254161,1787
SH3YL1,0.00272585758460985,1.0667836555171,0.0287437314762499,6.29932781903285,5.41552625641171,4392
CD93,0.00455692042118507,1.14384775471272,0.0366477302370381,6.16660704411137,5.68954684368944,799
DSP,0.00356972354772069,1.06743503072357,0.0327224658541063,6.01528153543142,5.63537485589346,4589
ZEB1,0.00453998042247895,1.08952800198129,0.0366477302370381,5.8778211610039,5.36825390910973,1415
WARS,0.00285453488319133,0.942396257531272,0.0287437314762499,5.52135488520097,5.07256708490848,3370
LUM,0.00667296725235861,1.05965837854465,0.0473565417909321,5.30856067389865,6.97621631078318,4356
HAVCR2,0.0109970452467188,1.15874669909734,0.0729656592817795,5.22609669287792,5.07802048686826,631
HOXD8,0.00457854970069315,0.935985690629805,0.0366477302370381,5.04156804325995,4.97265628371022,2148
ITGAM,0.0174205182968762,1.24162974149484,0.0934759518368966,5.02873275493906,4.98658886879094,373
ITM2C,0.00466425657562304,0.935486647248867,0.0366477302370381,5.02153031440626,5.15793160339267,2117
PECAM1,0.0109081673885213,1.07731292476911,0.0729656592817795,4.86756208601324,5.35142548804382,1489
TOP2A,0.0116081730675558,1.05331236911616,0.0729656592817795,4.69360821555321,5.57707394199998,2831
MNDA,0.0251476067032956,1.23438520804207,0.128662173830815,4.5462315224165,5.09666102361818,363
ZNF562,0.0133324384295242,1.0518535918169,0.0792739582296031,4.54143598030318,5.20793154701873,3953
ZEB2,0.0167490387490499,1.05483403491135,0.0921197131197747,4.31365350302515,5.8720831579863,2317
SFRP4,0.0231434694874183,1.14069494130072,0.121227697315048,4.29590578112383,5.4281649469482,630
LGALSL,0.0113857118474176,0.915194978007947,0.0729656592817795,4.09585999540959,4.8361486888059,1202
SERHL2,0.0163308949674244,0.947558478079624,0.0921197131197747,3.89891561810578,5.95401442476338,4566
AQP1,0.0160012299326494,0.91099201117396,0.0921197131197747,3.76703367208134,5.14321927383829,1064
MKI67,0.027932982660394,1.05092169772331,0.137689383244078,3.76014225558233,4.95158468140551,2245
RHOH,0.0281637374817432,1.04521486467567,0.137689383244078,3.73112444166736,5.08953795470455,3129
TOMM7,0.0473005172156046,1.20483549046426,0.189202068862418,3.67623507165086,6.66782970940113,6512
PCOLCE,0.0433286487708258,1.15941698937991,0.181693185087253,3.63934178878748,5.10171527632328,481
CD3G,0.0505434440252166,1.21383148807677,0.198563530099065,3.62319235529509,5.57734989251909,346
