genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
MMRN2,5.07485618330335e-100,2.29753766843651,1.11646836032674e-97,525.295712325713,5.65293544700572,842
CAVIN2,2.8192169359681e-81,2.65660010616969,2.06742575304327e-79,492.72741447812,5.43466536382566,573
RAMP2,5.6008650394423e-91,1.92210316428553,6.16095154338653e-89,399.436722472786,6.21352905589532,1145
KDR,9.31963678794889e-77,1.82755765290138,5.12580023337189e-75,319.944904957156,6.02651135368052,1133
NOSTRIN,1.45219560122658e-70,1.95951907719825,6.38966064539697e-69,315.106108409562,5.8102706161096,916
HOXD9,2.16372106197246e-54,2.13096138792853,5.28909592926601e-53,263.318137218601,5.76905565179035,643
CLEC14A,3.19140809016904e-65,1.71646350916807,1.17018296639532e-63,254.90782271073,6.46852924870585,1190
IL3RA,1.1301975267556e-47,2.18356692211746,2.48643455886232e-46,236.041634248277,5.28731439418167,564
MMP2,1.36542427780351e-56,1.42559538650521,4.29133344452533e-55,183.379039032504,5.95271703799801,2297
TOP2A,1.12376295831337e-54,1.38779887560571,3.09034813536176e-53,172.396417852906,6.03947950058967,3102
FBLN1,3.08195689672327e-42,1.54371589642197,6.16391379344653e-41,147.553010659553,5.53094340234132,1211
CD93,2.4369969616149e-41,1.47557216924862,4.46782776296065e-40,137.988459404676,6.55536691122131,1386
EGFL7,1.80472464939904e-30,1.891710174251,2.20577457148772e-29,129.557828545023,5.17707792939501,558
VWF,1.91878645805652e-39,1.41297357908481,3.24717708286488e-38,125.965359203643,6.29497822316519,1632
PDGFRA,3.55071817628625e-37,1.40787843344951,4.88223749239359e-36,118.161123066783,5.79405581968816,1599
CD68,8.12876743835325e-38,1.36894848733511,1.19221922429181e-36,116.912067041486,5.80910629926044,1888
CCDC80,3.56312415264561e-38,1.34753837381542,5.59919509701453e-37,116.194994226095,5.94079242784931,2146
BTNL9,7.49608917794456e-27,1.67056924962011,7.49608917794456e-26,100.49378828337,5.82528440556167,689
IL7R,4.73053732808594e-28,1.5515826581541,5.20359106089454e-27,97.6230111319027,5.86071346560218,890
IGF1,1.42067339798506e-29,1.42987889520517,1.64499025029849e-28,94.9780422554593,5.56586020033254,1228
ZEB2,8.42584680880105e-32,1.28731804064521,1.09040370466837e-30,92.1094325036998,6.04054887589668,2604
GLIPR1,1.97405998676043e-27,1.38499033290187,2.06806284327283e-26,85.1626472498618,5.33832002021917,1338
CD163,1.84344532289232e-23,1.45615073576209,1.68982487931796e-22,76.2263178608498,5.49956583061504,967
CENPF,1.77615009528553e-26,1.25470566304038,1.6989261780992e-25,74.3949670990267,5.64586260572866,2695
SOX17,8.47910877449903e-16,1.70776102741599,5.82938728246808e-15,59.2657222424983,5.25832277973542,463
LUM,1.25164184161764e-19,1.23550647679227,1.10144482062353e-18,53.775000076588,6.89555521781402,4063
MKI67,1.56874919327531e-19,1.21802066398139,1.32740316354065e-18,52.7388796018993,5.23459105158856,2457
AQP1,6.81391375831319e-18,1.27402163145911,5.16917595458242e-17,50.358972863274,5.87556415235942,1488
PDGFRB,2.05597618378616e-18,1.23052920954646,1.67523985345539e-17,50.114262991503,6.10121951181838,2019
CDH1,3.10483221682325e-18,1.22919675047217,2.43951102750398e-17,49.5533116979217,6.08598092106866,4126
CXCL12,6.44133018075628e-17,1.19931801830173,4.7236421325546e-16,44.7120287108241,6.16512743716084,2514
MLPH,1.98523097546164e-16,1.21955642036962,1.40887359548891e-15,44.093826089208,6.4838955418757,4185
LYZ,1.20339794589909e-15,1.25503609306892,8.0226529726606e-15,43.1150420864532,5.97515000337028,1459
CTLA4,7.83780446031744e-10,2.00813024526992,3.59232704431216e-09,42.1042503322049,5.59837371525899,246
FCER1G,1.9811551071788e-15,1.20946230659248,1.2819238928804e-14,40.9464629006326,5.86425818483602,1963
PTPRC,2.04597070021248e-13,1.24848070552101,1.28603872584784e-12,36.4777769857768,5.94575249371636,1344
