c2l,RCTD_full,RCTD_multi,CARD,Seurat,spatialDWLS
0.9451810878842133,0.996867636852962,0.9955287983120366,0.9949431514060972,0.9945736416461919,0.9916471105408454
0.9341805411037619,0.9091291891743694,0.9291388590735772,0.9626565719500318,0.7767994910758957,0.9423990246640812
0.9430802256288182,0.9013749390799761,0.7379219936966952,0.9704362786075683,0.8785347114101428,0.9692928973438728
0.7947327758451682,0.9953600533194006,0.9930923973913722,0.9677630125982135,0.49634929343215767,0.9582650574663233
0.7822841008249322,0.982285683117473,0.9917171493817796,0.9768867761710142,0.303197232686821,0.988943143781504
0.8405712244033937,0.9707115380029987,0.9856850131022454,0.9749680842060684,0.548532678577257,0.9917522446474967
0.9176063517911851,0.9973422358451718,0.9942970580019858,0.9903030767113048,0.7511104677505492,0.9988978916449807
0.8738842159925838,0.9786912726417119,0.9741428394504107,0.9938685735752943,0.7423621299592519,0.9923709748639281
0.9114897584129942,0.9941610599780522,0.9967750682510412,0.9653150801812992,0.7253243941048106,0.9771084202637266
0.862072709932417,0.9810319692294666,0.9921695248993647,0.9868076650203405,0.9972768821359634,0.9915975642381504
0.93186582106824,0.9561632210380969,0.9668485144303341,0.9755617203989593,0.9815336466508997,0.9880976938066852
0.9312671342236473,0.9413427600527543,0.9489851330798624,0.992162375376988,0.7962829523807635,0.975703079555717
0.8828083279520492,0.996652861028697,0.9933979635571953,0.9586841650140994,0.7374993520051538,0.9661857658040692
0.8824247352599756,0.9614117376486805,0.9577030948960246,0.9376934780965055,0.7990372308443503,0.9622175329940007
0.9809544876038977,0.9084088364592314,0.8623921443017339,0.9795462537348459,0.9473523156243436,0.9574534307694981
0.9846931239575611,0.9842675929257015,0.968648363505265,0.9961895054793517,0.9914692212385949,0.9853200846254387
0.7986436663083484,0.9557529892805664,0.9749305047556792,0.9835050488639242,0.5029486418797782,0.9766853509835268
0.8470100540705897,0.9250138475716606,0.790108374402048,0.9887676829380865,0.8303050299083815,0.9758105343377318
0.9938868123527527,0.9871607158895973,0.9662759876578074,0.9980146666705624,0.9920958900538336,0.9983872874608781
0.8695825224102209,0.9880007639873357,0.9936155686798417,0.9880979823621732,0.3463613474963453,0.9949247597699107
0.8585289485732623,0.9988187903612968,0.9984344626262663,0.9861311787978538,0.5566273454945367,0.9829479992922766
0.7839645468131436,0.9923447687081052,0.9836016214065797,0.9438945910704349,0.4763005052186253,0.9731489151706121
0.8347318177537688,0.972973692515945,0.9894197999676311,0.9463873778822312,0.43132966010886925,0.9805489131476142
0.9409721993569274,0.9665605240140988,0.9706380419390235,0.9907243404809353,0.8768377936508759,0.984274820399305
0.9474058775407241,0.9240233185365175,0.8151359512333,0.9986844937999644,0.8728715609439694,0.9941993769064689
0.7334685992042812,0.9455059239766697,0.4928676418731792,0.9606688015506007,0.7232774985982872,0.9604833157237476
0.8682535456473265,0.9945801096726576,0.9902059947171281,0.9213512518603016,0.4383678560558892,0.9571975885511879
0.6236696321423952,0.9870331726885461,0.9880849824732338,0.913914391986281,0.42102763185382774,0.9794925739114422
0.8503439821548131,0.9740095820759913,0.6064832324723117,0.9830958484462575,0.8248628195623473,0.9751269217546782
0.7857784168179499,0.969794786358463,0.9331546279847968,0.9604952346025359,0.7523010980357724,0.9906351814486208
0.9154734957227084,0.9779862215235843,0.9570979299085898,0.9966384831717056,0.8254730134248904,0.9758558282460773
0.8872012639103235,0.9706447329774083,0.9766223999767536,0.9824534797141296,0.9149047904728443,0.9856684922322241
0.851983488146698,0.9978125479461654,0.9891869938370025,0.9841975613293705,0.5849800016013075,0.9658194018370369
0.9526143315699847,0.9777727132965974,0.9674259755797672,0.9921164481637694,0.7081879395780513,0.9951722379264427
0.9433716531013588,0.998760743202172,0.9980154394930308,0.9870971765204569,0.9964512678256231,0.9963635755237704
0.8467666540723656,0.997000640664725,0.9977747628943333,0.9799829101882424,0.4558014533288228,0.9921223724392171
0.8611124642715855,0.9189004680251779,0.871281598359412,0.9802913468263493,0.7603291493277304,0.9912215339048893
0.9485409702157587,0.9877648637554072,0.9939318336241078,0.9964325926047194,0.4911083349302094,0.9947410691436692
0.9688954591750786,0.9678959029584103,0.8882257048989732,0.9908352894175907,0.9647844060131042,0.9917731389511294
0.7838905377806876,0.9830624981087767,0.9790114247284549,0.9917738297384262,0.7377708867829721,0.9835830409090743
0.9011326099732536,0.9835321173102274,0.9902309023751013,0.9778761411363259,0.4173497784270917,0.991602614304315
0.9116253687233807,0.9961888254238306,0.9968571192099611,0.9827335751926168,0.95428387280673,0.9991434676685339
0.9511500599677629,0.9992936957927782,0.9986969670450441,0.9963436608265982,0.9968839788615931,0.9985332087661978
0.6594497217454884,0.9067809977841438,0.9333920342775981,0.8980713227924255,0.6988022428117254,0.9611105168552577
0.9276161271157894,0.9687981243076403,0.9861493317312291,0.9977452530249059,0.7574542609017008,0.9807749863511425
0.8443884926256482,0.9773217138750099,0.9861088412051333,0.9780599327187667,0.5421921367071157,0.9970900079329157
0.6038162653493782,0.9788195975589256,0.9937381115422967,0.9120107827382826,0.3398918466694577,0.9395045862113575
0.9114081022690117,0.9908603544215161,0.992063144222865,0.9364486643696966,0.48334795088815957,0.97069968374093
0.8015152375911846,0.938276493785409,0.9416495627369159,0.9868385903230769,0.6858127218319242,0.9744706339171753
0.9099244318367831,0.9968764429189999,0.9976414365960111,0.9829879850992176,0.9947568090675311,0.9947867818389864
0.9170592319559886,0.9925474060075059,0.99649328007618,0.9895491837915432,0.7454821646309987,0.9927943437557499
0.8566157435829123,0.9865019146143,0.9897406865518663,0.9605409860161152,0.7907426839277528,0.9960222618224868
0.9565707785474823,0.9969601037961804,0.9973753448219558,0.9901356953167011,0.9647606846257406,0.9976070841747611
0.8167090989651693,0.9644791619191956,0.9835445182844454,0.9704785163791431,0.9747649226137618,0.9629131127349503
0.9382698970404547,0.9980284577222793,0.9980170193887146,0.9828840650152795,0.9914708132165091,0.9947087027186925
0.9810048489462833,0.9594965038134273,0.9585417173723679,0.9707998467682947,0.9441180770190274,0.9922070627051204
0.9431466425353954,0.9311815298037444,0.9637010756739657,0.998798293165544,0.8692614415287618,0.9729618865674107
0.989306782010175,0.9615009268054859,0.9288113145684448,0.9956978691446714,0.9823374458377327,0.9950143427672155
0.9749515493760111,0.9403550229509748,0.9586845358064926,0.9969069480177165,0.9339682015153473,0.9681415117252821
0.9404456238457679,0.9453152316752879,0.806308559367732,0.9970293179806505,0.9517229028566428,0.9866504151891549
0.9126870022091905,0.9970543466908658,0.998232052992912,0.9851049618489517,0.8408464210861238,0.9978750588909494
0.8728290020687977,0.900579607911353,0.7612433581516252,0.9806811983519935,0.8486871243809,0.9825902232981932
0.6631186968789566,0.9514407591220213,0.9790514159016824,0.9490864985430778,0.9101676735066636,0.8536183028388253
0.9122764351858313,0.98680481155143,0.9863920613837612,0.9679025536780915,0.37124813618533126,0.9835437841253105
0.7867175018409797,0.9342088720403227,0.9265157559697458,0.9537182595445585,0.6283466838877712,0.9689306070003224
0.9774347992389291,0.9699167116296142,0.9662296513162469,0.9706793440014511,0.9631709415622478,0.9701026903580916
0.970772089267753,0.9428682454594044,0.8544168451018072,0.9638519821713353,0.9313631424440292,0.9701461339000522
0.8549136448328893,0.9952022008982065,0.9577815676727833,0.9710343696694319,0.6423626452291273,0.9899938434521134
0.7593261231709156,0.9749060520597245,0.9877159722797716,0.9518264925594583,0.34837735199904707,0.9789269328824522
0.8919749064674533,0.9933721835266847,0.9947131382241663,0.9804348922208486,0.750224422462471,0.9850264284632292
