cell_id,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,Cluster
161,594.4789184570312,872.8883666992188,228,2,0,230,111.21984375,72.1596875,DCIS_2
162,525.8590576171874,863.8919281005859,408,0,0,408,272.15671875000004,71.88875,DCIS_2
163,486.678955078125,856.3454803466797,254,0,0,254,169.24562500000002,65.8378125,Myoepi_ACTA2+
164,536.3242675781249,846.4778228759766,105,0,0,105,114.9678125,45.698125000000005,Macrophages_1
165,503.4462738037109,863.3481231689453,424,0,0,424,200.855,86.24843750000001,DCIS_2
166,461.33864135742186,843.519839477539,97,1,0,98,247.998125,26.37125,Endothelial
167,504.4298645019531,853.5291290283203,433,0,0,433,192.95265625,63.4896875,DCIS_2
168,532.5564392089843,855.7672790527344,105,1,0,106,140.21015625,24.1134375,Macrophages_1
169,467.3863830566406,857.8398803710937,163,0,0,163,259.24203125,46.646406250000005,Stromal
170,526.5427825927734,845.0747833251953,113,0,0,113,146.486875,9.1215625,DCIS_2
172,459.46380615234375,870.5997375488281,214,0,0,214,410.6509375,23.3909375,Endothelial
173,486.497998046875,840.5111694335938,279,0,0,279,257.9325,56.4453125,Myoepi_ACTA2+
174,498.12884521484375,846.9100341796875,188,0,0,188,94.69265625,26.7325,DCIS_2
175,474.9621948242187,847.7624725341797,151,0,0,151,164.68484375,34.725156250000005,Endothelial
176,541.9669311523437,840.9102294921875,16,0,0,16,66.24421875,19.28171875,DCIS_2
177,484.7950927734375,869.2133514404296,486,0,0,486,298.4828125,143.055,Myoepi_ACTA2+
178,582.5808380126953,853.497689819336,432,0,0,433,251.5203125,64.43796875,DCIS_2
183,560.4285430908203,848.7660888671875,27,0,0,28,75.4109375,35.35734375,Macrophages_1
187,554.2330474853516,838.5705505371094,25,0,0,25,68.95359375,37.20875,Macrophages_1
188,575.6830444335938,845.4161010742188,206,0,0,206,146.89328125,43.66609375,Macrophages_1
189,556.5307556152344,863.3582397460938,59,1,0,60,169.8778125,120.61234375,Invasive_Tumor
191,563.4389770507812,842.82314453125,12,0,0,12,42.446875,11.92125,Macrophages_1
192,545.9118255615234,856.5196929931641,57,0,0,57,96.0925,47.775312500000005,Macrophages_1
193,579.9167022705078,867.1808532714844,181,0,0,181,108.32984375,63.21875,DCIS_2
