GeneNames,BSP,Hotspot,Giotto_kmeans,Giotto_rank,Moran's I,SpatialDE,SPARK
TACSTD2,0.004438984017818,3.373179293410015e-131,1.16623823535253e-76,1.32245292756963e-27,0.0009756097560975,0.0064953792962546,1.73646963301729e-15
TCF4,0.438231613142052,8.540719185617412e-170,1.1299929648309698e-49,1.90314604603111e-49,0.0009756097560975,0.0328983223652093,1.73646963301729e-15
TCIM,0.0052548004171125,3.119359414297554e-13,5.81723131959901e-16,3.92603384125427e-14,0.0009756097560975,0.0025343934329711,4.60612610846284e-10
TENT5C,0.113956771016927,3.1072725963055973e-14,1.03403170554179e-30,0.033261447228438,0.0009756097560975,0.1208096700564539,0.0570529620594861
TFAP2A,0.260552528991958,8.464005549680565e-08,7.49978196475564e-27,0.0078257137504472,0.0019512195121951,0.0717246341573676,0.0003239917633837
THAP2,0.837130804668745,0.5224104850443875,1.0,1.0,0.601951219512195,0.04005124438023,1.0
TIFA,0.840247024188752,0.1000148726542419,0.915608956252435,0.924206223447294,0.254634146341463,0.4206830849606378,1.0
TMEM147,0.138882000678295,0.0167565913438305,5.7026756497192e-08,0.0977655038073731,0.121951219512195,0.6271850969658411,0.617470166295427
TOMM7,0.0193133014255176,0.5372195518385076,0.424822022378173,0.316191354639179,0.274146341463415,0.02013633917994,1.0
TOP2A,0.0532921379850718,1.8006069232913862e-08,1.2275025322031e-09,0.001754315186651,0.0009756097560975,0.5891642877653899,0.0001159628185276
TPD52,0.0474592836027939,7.54363361093855e-08,8.88340320234115e-19,0.829247888126284,0.0009756097560975,8.364243227237486e-06,1.52071403364656e-05
TRAC,0.368343399202977,0.0,6.522943185082591e-23,8.18837548765687e-23,0.0009756097560975,0.0571158073423631,1.82365945634694e-15
TRAF4,0.168993354212494,1.6657372093606775e-09,4.4458878527525903e-20,0.0868340149402678,0.0009756097560975,0.0061903655131321,2.20518892505648e-05
TRAPPC3,0.552663471114497,0.2568069036759171,0.26844681433803,0.147847161850412,0.671219512195122,0.3993819100854144,1.0
TRIB1,0.506814260824233,0.5626310562528514,0.660256096164969,0.494089710144038,0.311219512195122,0.0443563601513481,1.0
TUBA4A,0.406291266606436,0.0292262676310207,0.0222779081794878,0.0124780121343188,0.0126829268292683,0.4075455218152525,0.168875453701058
TUBB2B,0.86855437118589,0.4956308192523151,0.155564851990891,0.171496192255019,0.339512195121951,9.697796676971018e-07,1.0
TYROBP,0.982421139177108,0.5357666061869899,0.541269049891585,0.552259284407151,0.697560975609756,0.000307834943955,1.0
USP53,0.173727938508921,1.4517287992394238e-10,1.10091843329484e-25,0.0019367269468208,0.0009756097560975,0.4870915158509766,7.77432132698315e-05
VOPP1,0.328376780639861,0.4712180680913521,0.23509753354084,0.295146621674909,0.308292682926829,0.2852916179643016,1.0
VWF,0.0310763389030269,0.0,2.5179072141024098e-56,5.07955690056698e-57,0.0009756097560975,0.0069618413560725,1.73646963301729e-15
WARS,0.448506265421402,0.0167565913438305,0.342753053651304,0.668029120590832,0.348292682926829,0.3219820785022312,0.803841651182353
ZEB1,0.45350204791877,1.8607570203820612e-218,5.47223815460902e-57,1.02148445552702e-56,0.0009756097560975,0.3641260242142547,1.73646963301729e-15
ZEB2,0.0936796410307226,0.0,3.6578696950786497e-100,1.6091596621095702e-111,0.0009756097560975,0.004150171164606,1.73646963301729e-15
ZNF562,0.235257704409053,0.0032291183244109,2.85232386368542e-08,0.303363105509161,0.202926829268293,0.0054696374532558,0.510972175148163
