GeneNames,BSP,Hotspot,Giotto_kmeans,Giotto_rank,Moran's I,SpatialDE,SPARK
SEC11C,0.271861349644347,6.775803560084058e-07,1.77865139075783e-07,0.409541209286514,0.0009756097560975,0.0210049363595827,0.209974308213537
SEC24A,0.342291233100806,0.2219006005077495,0.639390786288609,0.95385496261133,0.543414634146342,0.0842033698881757,1.0
SELL,0.815497416235591,9.811160418267103e-100,0.0011430658482222,0.0013259563839378,0.0009756097560975,0.0520207299450182,2.12760269907143e-14
SERHL2,0.0184261020589748,9.589806196287376e-49,1.69497078204701e-92,2.5615290248479197e-18,0.0009756097560975,0.0508616573447961,1.82365945634694e-15
SERPINA3,0.924076850158704,0.4181117238302197,0.561679792702429,0.5723991556855,0.314146341463415,0.3077518409597304,1.0
SERPINB9,0.623887785784103,1.380464897854717e-16,0.791885090909856,0.803197735065711,0.0009756097560975,0.0017402673610407,4.86042247048827e-05
SFRP4,0.794124318931284,3.511185507070577e-36,0.469832022067403,0.481941094801098,0.0009756097560975,0.0328983223652093,2.2867814226051602e-09
SH3YL1,0.124904769682218,4.1167930598872675e-08,1.75586702726512e-27,0.273574292695781,0.0009756097560975,0.0169479567773381,1.91057095098315e-05
SLAMF1,0.90564818497954,9.651829716649273e-08,0.208352514167907,0.225311439739714,0.0507317073170732,2.643102869477196e-05,6.72337468980655e-05
SLAMF7,0.260049053490927,1.2979795997027368e-49,9.15435049925616e-08,1.08835055935601e-07,0.0009756097560975,5.60576009998172e-05,1.82365945634694e-15
SLC25A37,0.791183854688391,0.489993626387192,0.790557270397489,0.801904982412763,0.369756097560976,0.0554024934381059,1.0
SLC5A6,0.29658616262938,2.0538223996326506e-13,4.3779238844535704e-21,5.6378177379283706e-09,0.0009756097560975,0.0488734476982863,1.16968217100418e-06
SMAP2,0.691680565423846,1.7633939817543954e-25,0.0188406606236842,0.0215506186585976,0.0009756097560975,0.4608531442564159,4.0032384630181e-06
SMS,0.125272185420212,0.2116105536697169,1.20942354536802e-09,0.382477712570612,0.0624390243902439,0.0117249401380112,1.0
SNAI1,0.898734812805847,6.1602474244764725e-09,0.0311606334237865,0.0355231221031166,0.0390243902439024,5.684745829052379e-05,1.97546625247282e-06
SOX17,0.915769343972301,9.154350081745284e-25,9.80384730631925e-09,1.14185986273601e-08,0.0058536585365853,0.0332689723743993,2.74728331857454e-10
SQLE,0.243769064819624,0.0041239787813495,0.0001030891658578,0.629835023880787,0.477073170731707,4.091052689635399e-06,1.0
SRPK1,0.371452728160146,0.552760298445161,0.0096029765823505,0.0022043107915351,0.235121951219512,0.3550054002458624,1.0
STC1,0.66592917607695,0.1300322613267755,0.0006416287269661,0.0007459586012695,0.972682926829268,0.0027566066260763,0.36798649528374
SVIL,0.464518940201436,1.1337471165903757e-06,0.561679792702429,0.033261447228438,0.0107317073170732,0.0104573100473508,0.0027882120043394
