,combined_pvalue,adjusted_pvalue
ABCC11,0.735215415688029,1
ACTA2,0.158923124435242,1
ACTG2,0.819455057303945,1
ADAM9,0.626026402612613,1
ADGRE5,0.548671974149401,1
AIF1,0.224114136416072,1
AKR1C1,0.50178198027748,1
ANGPT2,0.0114803298456638,1
ANKRD28,0.743368095923608,1
ANKRD29,0.0320722130961859,1
ANKRD30A,0.0217406641266694,1
APOBEC3B,0.527414749892317,1
APOC1,0.959276848579269,1
AQP1,0.774176195032997,1
AR,0.501070790924179,1
AVPR1A,0.0558427757766503,1
BACE2,0.654557842076011,1
BASP1,0.0363831004545658,1
BTNL9,0.694140442342772,1
C1QA,0.35449706897434,1
C1QC,0.203344788771663,1
C2orf42,0.0881869600567727,1
C6orf132,0.219234623308015,1
CAV1,0.162010443642735,1
CAVIN2,0.741993516469136,1
CCDC6,0.722097324767409,1
CCDC80,0.018034416922126,1
CCL5,0.265590714012044,1
CCL8,0.0174155697546845,1
CCND1,0.292123405398816,1
CCPG1,0.833294043186772,1
CD14,0.360076625239209,1
CD163,0.463746358113711,1
CD247,0.406786591540103,1
CD3D,0.156952487998886,1
CD3E,0.0211019964005231,1
CD3G,0.759193464680855,1
CD4,0.0463655947129833,1
CD68,0.219427038216317,1
CD69,0.0777791760888424,1
CD83,0.420571363948798,1
CD86,0.609202072567015,1
CD8A,0.967317792642349,1
CD8B,0.241976206233755,1
CD9,0.833222161251817,1
CD93,0.944069512510239,1
CDC42EP1,0.452875879767228,1
CDH1,0.243237521665367,1
CEACAM6,0.455192964893864,1
CENPF,0.5462178603539,1
CLDN4,0.63650902891142,1
CLEC14A,0.242511485729163,1
CRISPLD2,0.0632355000285844,1
CTLA4,0.230406831990852,1
CTTN,0.0415175844534126,1
CXCL12,0.20221003204706,1
CXCL16,0.789323624173047,1
CXCR4,0.0930398381683064,1
CYTIP,0.263137162942205,1
DAPK3,0.546398791124242,1
DMKN,0.0566785560284426,1
DNTTIP1,0.337576308816924,1
DPT,0.68287637713215,1
DSC2,0.671868177418196,1
DSP,0.595947912651523,1
DST,0.15114956261788,1
DUSP2,0.471370102298237,1
DUSP5,0.796326360364208,1
EDNRB,0.153632267855007,1
EGFL7,0.580580646108473,1
EGFR,0.226598410997963,1
EIF4EBP1,0.532379835591035,1
ELF3,0.931220768045183,1
ENAH,0.446158496391728,1
EPCAM,0.164304289449912,1
ERBB2,0.16819735249824,1
ERN1,0.0422528040034943,1
ESM1,0.0235103316554484,1
ESR1,0.734963318375318,1
FAM107B,0.281449626315647,1
FAM49A,0.513693224529613,1
FASN,0.00903787149396007,1
FBLIM1,0.446047999736187,1
FBLN1,0.0500603884147264,1
FCER1G,0.169273043568944,1
FCGR3A,0.914935627513974,1
FGL2,0.346234655832836,1
FLNB,0.402118914778861,1
FOXA1,0.902370440574898,1
FSTL3,0.089381579035205,1
GATA3,0.0270196577694747,1
GJB2,0.0394160224610276,1
GLIPR1,0.108019027615757,1
GPR183,0.328803507900609,1
GZMA,0.786571324252688,1
HAVCR2,0.630729069432527,1
HDC,0.977496915002894,1
HMGA1,0.901868464045122,1
HOOK2,0.724878667400279,1
HOXD8,0.202820864057042,1
HOXD9,0.605623004765008,1
HPX,0.251621346443015,1
IGF1,0.0946075825063998,1
IGSF6,0.369268750093708,1
IL2RG,0.00561044417983725,1
IL3RA,0.720041454570878,1
IL7R,0.532112785703448,1
ITGAM,0.409485830217779,1
ITGAX,0.46370412521154,1
ITM2C,0.394011548327396,1
JUP,0.604755125690245,1
KARS,0.43967424116374,1
KDR,0.490874836379058,1
KLF5,0.373892696464798,1
KLRB1,0.00934374691304063,1
KRT15,0.529315047737412,1
KRT7,0.0469519725119865,1
KRT8,0.27472005100257,1
LAG3,0.347676603164676,1
LARS,0.741737450501134,1
LDHB,0.410609098150376,1
LGALSL,0.380066009335265,1
LPL,0.524695108788493,1
LPXN,0.091167218226106,1
LRRC15,0.144257909141415,1
LUM,0.00933708819944445,1
LYPD3,0.313228036645767,1
LYZ,0.534068466431933,1
MAP3K8,0.586467207372473,1
MDM2,0.709890550425392,1
MEDAG,0.0967590364883841,1
MKI67,0.0467453949597149,1
MLPH,0.700468562471499,1
MMP1,0.0217207417547312,1
MMP2,0.128054824718959,1
MMRN2,0.720229125632489,1
MNDA,0.374277625530696,1
MRC1,0.298690144372362,1
MYLK,0.232853596804461,1
MYO5B,0.390432572808596,1
MZB1,0.121965161942146,1
NARS,0.722970384298042,1
NOSTRIN,0.418880272997352,1
NPM3,0.438732317171686,1
OCIAD2,0.468196176132863,1
OXTR,0.580881659553562,1
