,combined_pvalue,adjusted_pvalue
PCLAF,0.7902462967663,1
PCOLCE,0.243008405411966,1
PDE4A,0.493597735132663,1
PDGFRA,0.0813175257535359,1
PDGFRB,0.00366500937745662,1
PDK4,0.159861917633973,1
PECAM1,0.589742874946875,1
PELI1,0.5690728364885,1
PIM1,0.331405959646343,1
POLR2J3,0.076510228278574,1
POSTN,0.0898966647282428,1
PPARG,0.476304865546378,1
PRDM1,0.0959556027463468,1
PTGDS,4.34593953270168e-05,0.0571093450575792
PTN,0.228737567399799,1
PTPRC,0.00681047290756709,1
PTRHD1,0.811200080888439,1
QARS,0.563421267548987,1
RAB30,0.198596846551368,1
RAMP2,0.269255954772573,1
RAPGEF3,0.5845080715275,1
RHOH,0.257191137496138,1
RORC,0.635073707167714,1
RTKN2,0.0372267477177213,1
RUNX1,0.715057387948569,1
S100A14,0.897709452434894,1
S100A4,0.112940321148886,1
SCD,0.971757262660289,1
SDC4,0.162056018996544,1
SEC11C,0.0840631084662399,1
SEC24A,0.668864963676682,1
SELL,0.530584267637454,1
SERHL2,0.117255685459218,1
SERPINA3,0.766383486808675,1
SERPINB9,0.282357136173019,1
SFRP4,0.0863504499331258,1
SH3YL1,0.0576643047043524,1
SLAMF1,0.246659706423142,1
SLAMF7,0.198339961580094,1
SLC25A37,0.742302702287438,1
SLC5A6,0.699821064395355,1
SMAP2,0.585810881849985,1
SMS,0.969587659134085,1
SNAI1,0.501246542430809,1
SOX17,0.522205667835988,1
SQLE,0.0914465324033328,1
SRPK1,0.146714245245215,1
STC1,0.522050429919792,1
SVIL,0.233993250093676,1
TACSTD2,0.105959959397018,1
TCF4,0.769590510347339,1
TCIM,0.304898749907573,1
TENT5C,0.386306166372378,1
TFAP2A,0.553450088423073,1
THAP2,0.636250069859481,1
TIFA,0.398908299220079,1
TMEM147,0.896043864720395,1
TOMM7,0.943060456642017,1
TOP2A,0.0119697271949124,1
TPD52,0.265097498721544,1
TRAC,0.0145123352408537,1
TRAF4,0.652027230338126,1
TRAPPC3,0.0889330079360835,1
TRIB1,0.0537694642088897,1
TUBA4A,0.962465114417108,1
TUBB2B,0.0909291547015996,1
TYROBP,0.00248853990336895,1
USP53,0.617327338088362,1
VOPP1,0.437243998636496,1
VWF,0.0398484472398144,1
WARS,0.709932887485958,1
ZEB1,0.762673557010462,1
ZEB2,0.289898559146491,1
ZNF562,0.667981464860779,1
