state,row,col,state_rank
0,0.3528104691935328,1.9565673768551666,3
6,0.08003144167344467,3.0272062434748754,1
6,0.19574759682114784,3.83233776886026,1
6,0.4481786398402916,7.112289981910226,1
0,0.3735115980299935,8.748080766240056,3
6,-0.1954555759752822,10.933448247084955,1
6,0.19001768350511788,12.959198425504699,1
6,-0.03027144165953958,13.861796037364927,1
6,-0.02064377035871157,15.558898928996035,1
8,0.08211970038767447,20.08957393282225,4
8,0.028808714232175597,22.848849847911946,4
6,0.290854701392595,29.265141591864875,1
6,0.1522075450293987,31.93160354446319,1
6,0.024335003298565683,35.891728082313755,1
6,0.08877264654908514,39.01830438935578,1
6,0.06673486547485337,41.210687949726086,1
6,0.29881581463152124,42.88731846737637,1
6,-0.041031652753160175,44.20294753896596,1
3,0.06261354033018028,60.288060728203526,2
3,-0.17081914786034497,85.1980645621312,2
3,-0.5105979631668157,90.32528629819845,2
7,0.13072371908807212,97.25852920420249,7
6,1.1728872397719012,0.3029764587786012,1
6,0.8515669959187117,1.3208652638831282,1
7,1.4539509247975215,2.041613905925993,7
6,0.709126865080247,3.9141552200855605,1
6,1.0091517034602893,5.547551272951239,1
6,0.9625632299948332,6.7354533760956405,1
7,1.3065558428716915,10.91034344016824,7
6,1.293871753980057,12.923652982551888,1
6,1.0309894851393833,13.969441107319582,1
6,1.0756325039204346,14.79984790195025,1
6,0.8224428504739775,17.680844477711737,1
8,0.6038407063552146,18.973955366706655,4
8,0.9304175701347694,23.96211641423764,4
6,1.031269793820796,30.838489191690027,1
7,1.2460581361455443,32.85156956766992,7
6,1.2404759697568823,33.811968681625515,1
7,0.9225346365184095,36.92069525219674,7
6,0.9395394498849329,38.82873943460095,1
6,0.7902894069865815,40.2519750663034,1
3,0.7159964125642049,47.04819934640902,2
4,0.6587459618749975,48.805536416394695,6
7,1.390155079046358,49.94391044370651,7
3,0.8980695636496693,50.763942878729765,2
3,0.9123851396777627,53.20243365903496,2
3,0.7494409279900147,58.27683734491617,2
3,1.155498071166382,59.2504003965506,2
6,0.6772204304884097,63.77106147375148,1
6,0.9574519439572062,64.98174659605476,1
6,0.8209066877612649,65.91968586489742,1
0,1.0773804995718523,73.11240262118284,3
6,0.8978389724862254,77.79841803934322,1
7,0.7638735631755176,90.8648216611998,7
6,1.994363554332269,-0.08264340567036162,1
6,2.0856663741060837,1.0306576938264849,1
6,2.013303444476634,6.138825741627577,1
6,2.0604943795479564,7.934254461452679,1
6,1.8731355812638073,9.132793015105245,1
6,1.9274517668025724,11.164415271359427,1
6,1.8655079104448098,11.957356952625636,1
6,1.9280893676918918,14.750868373426881,1
6,1.837370743591109,19.765761932913172,1
8,1.6547434795336646,21.118345395030314,4
8,2.0354852284507507,25.904755112737067,4
1,1.9196438127583475,27.65747413546351,5
7,1.673960330606791,32.1225904736366,7
6,2.0925564511051546,33.025910904109246,1
6,1.8185403271233516,34.718806583771475,1
0,2.0103890791592276,36.23588399624053,3
6,2.1458181124355074,38.16732719743155,1
6,2.0257965821514823,42.02774905025804,1
6,2.2278801369086603,42.74513612645312,1
3,1.7530348359292693,48.71953389342294,2
5,2.0804683282355096,51.93858630263171,8
3,1.8630379818119374,56.657216922089944,2
4,1.8258405701636236,59.0810160546369,6
3,1.8842300670471168,60.71783533732393,2
6,1.9376894935745255,63.03298254585094,1
0,2.011233068445949,65.94237370945466,3
0,1.7669700318433286,71.1423570536194,3
4,2.1801652973908374,72.8124104809477,6
6,2.093132487946092,76.05474588990495,1
4,1.6927512627445553,76.72103196143307,6
8,2.29765043875912,82.15910991035388,4
3,2.3791778352061166,94.9770076467445,2
3,2.2357559142319303,97.09917013379308,2
6,2.96401503283753,-0.26410506936560646,1
6,2.7858494756978915,4.099816855134353,1
6,3.210890345386227,6.061240679260742,1
0,2.919364610605364,13.072739578542672,3
6,3.2444890140764855,14.062526792602798,1
6,3.0416549956153722,15.961307223441931,1
6,3.1953278072967426,20.2482598440632,1
8,3.0712732794348803,22.96882040284686,4
6,3.1413146336383897,34.852166159921836,1
7,3.002100004144164,36.98825476132621,7
6,3.357174098781167,37.809896410911094,1
6,3.025382418540724,38.90720071533383,1
6,3.0803978726889403,40.96455067676212,1
6,3.376630139411251,42.924089175870826,1
4,2.7304481877715108,48.0398794145611,6
3,2.745903000302853,49.389152278261264,2
3,3.193879341631602,55.114189967969224,2
3,2.765375318977168,59.21446012945762,2
6,3.3887242371298587,63.899258112526354,1
6,2.9172762038480506,66.88259674229897,1
0,2.8505090377118485,72.9243643906214,3
4,3.384588405296077,75.17057781945377,6
0,3.296102958286885,75.57037630435381,3
4,3.373511792085314,76.79336704494173,6
8,3.181208931655077,81.02046716936684,4
3,2.8277548629890594,88.95518152658741,2
4,3.3820129906198066,98.39354593642861,6
6,3.946399325809724,1.0895366431485312,1
6,4.160491279159279,1.8675617112939038,1
6,4.18945039355475,6.684478586292131,1
6,3.968997981381833,9.931887993012428,1
6,4.122815874069216,10.739355983464318,1
6,4.184441334313306,16.093350130083685,1
6,4.075285106231126,17.032221264448335,1
6,3.780119841883161,19.064006386418548,1
8,4.059647634841212,29.415835332959006,4
6,4.2652771793374065,29.81850680371594,1
7,3.861086428053727,38.961519158440815,7
6,3.970073091934466,39.75749685110222,1
6,3.9129692896556727,41.983880296769975,1
7,4.3698527456958685,43.31865472319001,7
3,4.134458951402487,44.11374447982409,2
7,4.081492367248222,55.97710259088216,7
5,3.846016785110937,57.05032604976398,8
6,4.107849838258363,61.75782887241128,1
6,3.865133467868525,63.92125325766112,1
6,4.00636611165487,66.01705051491408,1
0,3.872830784324224,69.01988439734171,3
6,4.1352866589893,69.69387675112027,1
3,4.115318163322988,71.06552463584696,2
6,3.958340248884401,72.05583929850285,1
4,4.079201342532329,73.92458975874544,6
4,3.7813876982538988,76.0008349998165,6
4,3.701748481458879,76.7033016893264,6
5,4.0878783402529075,86.70404087693512,8
3,4.033334699074506,94.02693745246765,2
3,4.127006287378421,96.86645536181676,2
6,5.476628954972789,6.9976888959551395,1
6,5.1888958973980825,9.16789813446352,1
6,4.817435554911168,9.965214013938969,1
6,5.223403257619171,11.437866389034161,1
6,4.736818517897696,13.96986927239582,1
0,4.907683079037058,14.903791195601192,3
6,4.9863516789350735,17.953061129135417,1
8,5.342668544329873,20.179946162514312,4
6,4.851049035590312,36.68429396281178,1
7,4.834712292268197,38.0487913247816,7
7,4.980309495114914,39.31406078238225,7
7,4.867304342727579,41.87481137700631,7
3,5.225327184421301,43.094465577237145,2
1,4.784013698327315,45.19326115579416,5
3,4.77050626951778,46.04204628782042,2
3,4.9124359910511135,48.862980603933714,2
5,4.900393509861539,51.8580957978584,8
8,5.385906410763397,62.148760030753195,4
8,5.1898841613851525,64.11842981815634,4
6,5.017510248277039,64.84270631698575,1
0,4.754912896233966,67.76470536912778,3
3,5.16887259528031,82.7438386571702,2
3,4.799956930522087,84.33233037223695,2
3,4.691045780644478,91.9864109759219,2
3,5.237605958470461,96.47204571713068,2
0,6.06338852238497,5.111109120614109,3
0,6.184171764756163,9.08790446456676,3
6,6.063745530588604,10.061254497661036,1
0,6.1713661223805385,11.199829970039474,3
6,5.8697948813399705,18.806787362991187,1
8,5.793151431643107,20.432002621674147,4
8,6.136318903656325,20.979939659477633,4
8,5.839318067165232,26.859319981561438,4
6,5.8620900444499595,31.060512200457683,1
6,5.908893499296531,37.21846777520616,1
6,6.003495831805012,37.798489024843406,1
0,5.929201217749303,45.11337387448821,3
4,5.725009741316396,49.856711168482704,6
3,5.871276319433422,53.8987452933651,2
4,5.555319369555114,58.90210351624899,6
4,6.125046290205438,61.15270829329718,6
0,5.67958846887865,69.77818545364113,3
6,5.77912333211431,71.03852322200692,1
3,6.010433015852195,93.93131642718348,2
5,5.852087400721738,98.8305579644083,8
6,7.3086029190813475,0.7572952794491039,1
6,6.74142861805531,4.759422335096799,1
6,7.053410173869836,5.6732407964694405,1
6,6.9921434363545005,10.179233438749854,1
6,6.76638130045176,10.951669367473755,1
6,7.104655332106351,12.03173038601325,1
6,6.96569073375555,14.23563787289632,1
6,7.154358110242733,14.75597656861369,1
8,7.1647008307927464,16.811690864936857,4
1,7.432647189856138,19.050943107338757,5
6,7.267305589887278,19.635184089583927,1
6,6.9261636324115115,38.88425829740063,1
6,6.952124164484815,39.81502138537991,1
6,7.219931919177423,42.06590448843391,1
1,7.13105274614452,42.914836826727225,5
3,7.128026305219518,47.40162985587539,2
4,6.676608791137833,57.18757827441388,6
3,6.995134775120213,60.82935230314494,2
6,6.852393818158863,66.92253731250862,1
0,7.0559849198086475,68.93048309741691,3
4,6.980369922071408,74.6613148698221,6
4,7.182035781618518,77.69796007120438,6
0,7.06344364303826,82.04070794008092,3
6,7.157265592421795,82.5831135729277,1
1,6.906716180652811,85.99861251175882,5
5,6.81111074881635,90.3819781123818,8
6,7.9179900613594905,2.9183089136651783,1
6,7.996595917227712,4.22091088429441,1
0,8.075830347111017,5.9867769548093595,3
0,8.451861790138171,6.915500256634913,3
6,7.991548569667872,7.949668728210721,1
6,7.808810999901445,11.882619470964,1
6,7.930803644860123,12.874788345622035,1
6,7.907280805070781,16.733961117535102,1
6,8.096296294754692,20.30136014578989,1
8,7.691840597111075,22.92138472084131,4
8,8.012652398840066,28.05875486215315,4
7,8.031301307593075,35.824693629712044,7
7,8.046436207240054,40.22339811188307,7
5,7.880536786206927,45.945288844418435,8
7,7.952415654052799,51.98179346642844,7
3,7.715187818203494,55.63420467294081,2
3,7.901336023327561,59.079195242227925,2
6,7.891427704796657,67.36230114096405,1
6,8.083210009252285,70.82618448280002,1
4,7.7687635136356175,78.90835416925951,6
1,8.156239620342,84.77233520835699,5
3,8.298896908898273,87.02583243484807,2
3,7.586002994997293,92.01280483958136,2
3,8.08525174615562,93.1410162202989,2
3,8.13538160700605,98.11029470936019,2
6,8.872512594889555,4.83749679076288,1
6,8.920545637134241,6.044989609812875,1
6,8.973423884482608,10.934339778655506,1
6,8.940441824119654,14.781793404524658,1
1,8.938197406190575,19.97462882540748,5
6,8.664799238734005,33.760332042993426,1
6,9.230466312956624,36.46303412680119,1
6,9.215923718407364,37.02796531955353,1
3,8.83732714815916,41.34777144160215,2
