,x,y,group,foldchange
Loc272,0.298652542056516,0.209322826238349,E,1
Loc273,0.192209535045549,0.289584968937561,C,1
Loc274,0.257170021301135,0.299830043222755,E,1
Loc275,0.181231822818518,0.893524003913626,G,1
Loc276,0.477313709678128,0.762660629115999,I,1
Loc277,0.770737042883411,0.10402936860919,E,1
Loc278,0.0277871224097908,0.758669548435137,A,1
Loc279,0.527310776989907,0.414733785670251,E,1
Loc280,0.880319068906829,0.22103567654267,E,1
Loc281,0.373063371982425,0.00671869982033968,A,1
Loc282,0.047959131654352,0.0302505425643176,A,1
Loc283,0.138628246728331,0.250101836863905,A,1
Loc284,0.321492120390758,0.220494979294017,E,1
Loc285,0.154831611318514,0.308080991730094,C,1
Loc286,0.132228172151372,0.90889258380048,G,1
Loc287,0.221305927727371,0.93850277364254,A,1
Loc288,0.226380796171725,0.491904604947194,I,1
Loc289,0.13141653384082,0.168020266341045,A,1
Loc290,0.981563460314646,0.188894553110003,E,1
Loc291,0.327013726811856,0.191555221565068,E,1
Loc292,0.506939497077838,0.503481938038021,C,1
Loc293,0.68144251476042,0.0811121538281441,A,1
Loc294,0.0991691031958908,0.794696550583467,A,1
Loc295,0.118902558228001,0.571347230114043,C,1
Loc296,0.0504396595060825,0.968929607188329,A,1
Loc297,0.929253919748589,0.87576876883395,D,1
Loc298,0.673712232848629,0.705853160005063,D,1
Loc299,0.0948578554671258,0.115354677662253,A,1
Loc300,0.492596120806411,0.160992347402498,E,1
Loc301,0.461551840649918,0.335154334548861,E,1
Loc302,0.375216530868784,0.988609185442328,A,1
Loc303,0.991099219536409,0.914078942500055,A,1
Loc304,0.176350713707507,0.535097180167213,C,1
Loc305,0.813435208518058,0.246893692528829,F,1
Loc306,0.0684466371312737,0.922346818028018,A,1
Loc307,0.40044974675402,0.75348961702548,I,1
Loc308,0.141144325723872,0.903507313458249,G,1
Loc309,0.193309862399474,0.651548156049103,B,1
Loc310,0.841351716779172,0.02077916264534,A,1
Loc311,0.719913988374174,0.0958790276199579,E,1
Loc312,0.267212083097547,0.949586964212358,A,1
Loc313,0.495001644827425,0.888176588574424,A,1
Loc314,0.0831138978246599,0.45623399131,C,1
Loc315,0.353884240612388,0.786743860924616,B,1
Loc316,0.969208805356175,0.201026756782085,E,1
Loc317,0.624714189674705,0.312703200615942,F,1
Loc318,0.664618249749765,0.529761809390038,B,1
Loc319,0.312489656498656,0.182999437209219,E,1
Loc320,0.405689612729475,0.532405641162768,C,1
Loc321,0.996077371528372,0.348113585729152,A,1
Loc322,0.855082356370986,0.51024816185236,B,1
Loc323,0.953548396006227,0.792195686371997,A,1
Loc324,0.812305092345923,0.441210551187396,B,1
Loc325,0.782182115828618,0.286292243981734,F,1
Loc326,0.267878128914163,0.933560322737321,A,1
Loc327,0.762151529546827,0.0304510646965355,A,1
Loc328,0.986311589134857,0.848985600750893,A,1
Loc329,0.293605549028143,0.443182719638571,C,1
Loc330,0.399351106956601,0.632075233384967,B,1
Loc331,0.812131523853168,0.779914357000962,D,1
Loc332,0.0771516691893339,0.280473912833259,A,1
Loc333,0.363696809858084,0.123204056639224,A,1
Loc334,0.442592467181385,0.893433186924085,A,1
Loc335,0.156714132521302,0.405973301967606,C,1
Loc336,0.582205270184204,0.755108230514452,D,1
Loc337,0.970162178855389,0.110817262437195,E,1
Loc338,0.98949983343482,0.338309313636273,A,1
Loc339,0.176452036481351,0.54649319103919,C,1
Loc340,0.542130424408242,0.312132046790794,F,1
Loc341,0.384303892031312,0.447294557001442,C,1
Loc342,0.676164050819352,0.404281071387231,E,1
Loc343,0.26929377974011,0.486564260907471,I,1
Loc344,0.469250942347571,0.439168035285547,C,1
Loc345,0.171800082316622,0.26686362712644,C,1
Loc346,0.36918946239166,0.651877836557105,I,1
Loc347,0.725405272562057,0.239049473078921,F,1
Loc348,0.486149104312062,0.813315622741356,B,1
Loc349,0.0638024667277932,0.808244503336027,A,1
Loc350,0.784546229988337,0.589044747874141,B,1
Loc351,0.418321635806933,0.541866859653965,C,1
Loc352,0.981018084799871,0.0465476112440228,A,1
Loc353,0.282883955864236,0.425855690613389,C,1
Loc354,0.847882149508223,0.640639821300283,B,1
Loc355,0.0822392308618873,0.000656347954645753,A,1
Loc356,0.886458750581369,0.866388360504061,D,1
Loc357,0.471930730855092,0.101045170566067,A,1
Loc358,0.109100963454694,0.0957397413440049,A,1
Loc359,0.333277984522283,0.777240371098742,B,1
Loc360,0.837416569236666,0.0295114114414901,A,1
Loc361,0.276849841699004,0.342071880353615,E,1
Loc362,0.587035141419619,0.786315873963758,D,1
Loc363,0.836732269730419,0.113462525652722,E,1
Loc364,0.0711540239863098,0.350252757081762,C,1
Loc365,0.702778743347153,0.330213881796226,E,1
Loc366,0.69882453721948,0.696676669642329,D,1
Loc367,0.46396238100715,0.353614302352071,E,1
Loc368,0.436931110452861,0.40617906791158,E,1
Loc369,0.562176787760109,0.308029898675159,F,1
Loc370,0.928483226336539,0.959202934522182,A,1
Loc371,0.230466414242983,0.690268852747977,B,1
Loc372,0.221813754411414,0.885739511344582,G,1
Loc373,0.420215893303975,0.935855139512569,A,1
Loc374,0.333520805696025,0.744079901603982,I,1
Loc375,0.864807550329715,0.838446156820282,D,1
Loc376,0.177194535732269,0.799356783507392,A,1
Loc377,0.49331872863695,0.893640292342752,A,1
Loc378,0.429713366786018,0.831137002911419,B,1
Loc379,0.564263842999935,0.370750101283193,E,1
Loc380,0.656162315513939,0.871979765826836,D,1
Loc381,0.97855406277813,0.8007615969982,A,1
Loc382,0.232161148451269,0.177284543635324,B,1
Loc383,0.240811596158892,0.163277692859992,A,1
Loc384,0.796836083987728,0.944489105371758,A,1
Loc385,0.831671715015545,0.444637601496652,B,1
Loc386,0.113507706439123,0.0783925901632756,A,1
Loc387,0.963312016334385,0.985571624245495,A,1
Loc388,0.147322899661958,0.0158382183872163,A,1
Loc389,0.143626942764968,0.494882507016882,C,1
Loc390,0.925229935208336,0.426626244327053,E,1
Loc391,0.507035602582619,0.380065433681011,E,1
Loc392,0.15485101705417,0.736944383243099,A,1
Loc393,0.348302052123472,0.279538352275267,E,1
Loc394,0.659821025794372,0.656283871969208,B,1
Loc395,0.311772374436259,0.779726102715358,B,1
Loc396,0.351573409279808,0.722052505705506,I,1
Loc397,0.147845706902444,0.982406044378877,A,1
Loc398,0.658877609064803,0.543322717072442,B,1
Loc399,0.185069964500144,0.659887838643044,B,1
Loc400,0.954378136899322,0.275039361324161,E,1
Loc401,0.897848492022604,0.396944124717265,B,1
Loc402,0.943697054404765,0.55918457871303,B,1
Loc403,0.72369075124152,0.980950295459479,A,1
Loc404,0.370357065927237,0.964966776082292,A,1
Loc405,0.781017540255561,0.218039868399501,F,1
Loc406,0.011149508645758,0.393170869676396,A,1
Loc407,0.940308712190017,0.871084483806044,D,1
Loc408,0.993749226210639,0.6915888634976,A,1
Loc409,0.3574057451915,0.336751536931843,E,1
Loc410,0.747635063482448,0.690481673926115,D,1
Loc411,0.792909023817629,0.153450242243707,F,1
Loc412,0.705859006382525,0.890398807590827,D,1
Loc413,0.475825038738549,0.888446028809994,A,1
Loc414,0.494654526002705,0.138003347441554,E,1
Loc415,0.308052448788658,0.0359492159914225,A,1
Loc416,0.695012246258557,0.355017149820924,E,1
Loc417,0.822793305618688,0.378946078242734,E,1
Loc418,0.434717640746385,0.614776698173955,B,1
Loc419,0.514732652809471,0.506189440609887,C,1
Loc420,0.663010967662558,0.337955133058131,E,1
Loc421,0.143166586523876,0.329129653051496,C,1
Loc422,0.344487393740565,0.573297038441524,C,1
Loc423,0.405763582326472,0.050710043637082,A,1
Loc424,0.0853110058233142,0.40096298744902,C,1
Loc425,0.932571928249672,0.260631043696776,E,1
Loc426,0.838384066708386,0.168699683854356,F,1
Loc427,0.879433296155185,0.0597310056909919,E,1
Loc428,0.935712467646226,0.0525821361225098,A,1
Loc429,0.0724606334697455,0.972770247841254,A,1
Loc430,0.378759440500289,0.794607590185478,B,1
Loc431,0.537864922778681,0.0316677016671747,A,1
Loc432,0.105050138663501,0.543284805025905,C,1
Loc433,0.801687705563381,0.0175970334094018,A,1
Loc434,0.739641745807603,0.776669898070395,D,1
Loc435,0.052149013383314,0.757301493315026,A,1
Loc436,0.482169573195279,0.0105481466744095,A,1
Loc437,0.92051784065552,0.81791408197023,D,1
Loc438,0.0415284289047122,0.856345876585692,A,1
Loc439,0.293991799000651,0.42230969760567,C,1
Loc440,0.500850487267599,0.63429570524022,B,1
Loc441,0.609748935094103,0.418075025547296,E,1
Loc442,0.264249049592763,0.324664350133389,E,1
Loc443,0.423098609549925,0.765787225915119,I,1
Loc444,0.366563616320491,0.704655513167381,I,1
Loc445,0.942505322396755,0.919051357079297,D,1
Loc446,0.123723565135151,0.610136551316828,A,1
Loc447,0.0700326792430133,0.0558548604603857,A,1
Loc448,0.964317037956789,0.736152135068551,A,1
Loc449,0.442510108230636,0.903967918362468,A,1
Loc450,0.370272380299866,0.701814879896119,I,1
Loc451,0.170243580127135,0.57769950828515,C,1
Loc452,0.0541904293932021,0.565839251037687,A,1
Loc453,0.657828069292009,0.367175505962223,E,1
Loc454,0.578161916695535,0.55692170956172,B,1
Loc455,0.987101763952523,0.897090169833973,A,1
Loc456,0.603792401496321,0.272230607224628,F,1
Loc457,0.0649499187711626,0.826333165401593,A,1
Loc458,0.16210908186622,0.675995662575588,A,1
Loc459,0.475397920468822,0.899366909172386,A,1
Loc460,0.00193283474072814,0.296659813495353,A,1
Loc461,0.441459143068641,0.385464416816831,E,1
Loc462,0.260929737240076,0.905349676962942,G,1
Loc463,0.938413745490834,0.781176410615444,D,1
Loc464,0.715833283727989,0.542550917714834,B,1
Loc465,0.163085478357971,0.616280185990036,A,1
Loc466,0.476188018452376,0.925736116012558,A,1
Loc467,0.690256722969934,0.302508435444906,F,1
Loc468,0.460895179538056,0.363235213793814,E,1
Loc469,0.95514673832804,0.960560950217769,A,1
Loc470,0.712540122447535,0.419576285406947,E,1
Loc471,0.397147933254018,0.564239503117278,C,1
Loc472,0.117720612091944,0.800476333126426,G,1
Loc473,0.24011627305299,0.478194958763197,I,1
Loc474,0.863630566513166,0.871663532685488,D,1
Loc475,0.435976401669905,0.701587424613535,I,1
Loc476,0.497868051985279,0.128366638207808,E,1
Loc477,0.691927672130987,0.651633564848453,B,1
Loc478,0.760313281789422,0.799508373253047,D,1
Loc479,0.155401222640648,0.240165151190013,A,1
Loc480,0.849457093048841,0.863995332969353,D,1
Loc481,0.946817819029093,0.47879485716112,B,1
Loc482,0.588419190375134,0.32974161580205,E,1
Loc483,0.502250815276057,0.995425615925342,A,1
Loc484,0.189779917709529,0.759542214451358,A,1
Loc485,0.00183685822412372,0.471064956625924,A,1
Loc486,0.877578062238172,0.257584369974211,E,1
Loc487,0.134111337829381,0.383511227555573,I,1
Loc488,0.0227412241511047,0.297953611938283,A,1
Loc489,0.939136706059799,0.768626284319907,D,1
Loc490,0.292948722839355,0.429740472929552,C,1
Loc491,0.164326574420556,0.655966898193583,B,1
Loc492,0.399102555820718,0.242656880989671,E,1
Loc493,0.459575412096456,0.295184599701315,F,1
Loc494,0.434030848555267,0.929919361835346,A,1
Loc495,0.517009826377034,0.139465735759586,E,1
Loc496,0.846245752647519,0.482361179543659,B,1
Loc497,0.0551642864011228,0.8017257086467,A,1
Loc498,0.554177061188966,0.335298122605309,E,1
Loc499,0.688275237567723,0.547300927806646,C,1
Loc500,0.658057553693652,0.0506137637421489,A,1
Loc501,0.663342725252733,0.685184835223481,D,1
Loc502,0.472234202548862,0.526016568532214,C,1
Loc503,0.969528166111559,0.3854014640674,E,1
Loc504,0.402197062736377,0.21807816834189,E,1
Loc505,0.849552103783935,0.0492560362908989,A,1
Loc506,0.756644907407463,0.338603851385415,E,1
Loc507,0.532601219369099,0.52754284045659,C,1
Loc508,0.874149660812691,0.360099533572793,E,1
Loc509,0.467115115607157,0.991589037002996,A,1
Loc510,0.00812845537438989,0.04635811294429,A,1
Loc511,0.72776700463146,0.0719018939416856,E,1
Loc512,0.716589478775859,0.676367230480537,D,1
Loc513,0.187426371034235,0.162359612528235,A,1
Loc514,0.646067276829854,0.580373792676255,B,1
Loc515,0.541979279834777,0.0907658538781106,A,1
Loc516,0.335320759797469,0.65609916113317,I,1
Loc517,0.637908723205328,0.357506583211944,E,1
Loc518,0.829201063839719,0.234025480225682,F,1
Loc519,0.708975198445842,0.916430335957557,D,1
Loc520,0.348550350870937,0.0305550002958626,A,1
Loc521,0.128327874932438,0.439074041554704,C,1
Loc522,0.38807848887518,0.973690321203321,A,1
Loc523,0.92817754833959,0.399140807567164,E,1
Loc524,0.804390771314502,0.919769865693524,A,1
Loc525,0.758696807082742,0.0987638756632805,E,1
Loc526,0.957249888917431,0.320667010033503,A,1
Loc527,0.993913878686726,0.526019062381238,A,1
Loc528,0.606440994655713,0.0733354249969125,A,1
Loc529,0.0293771654833108,0.849741751793772,A,1
Loc530,0.336445357883349,0.423058009007946,E,1
Loc531,0.277658086735755,0.988096073037013,A,1
Loc532,0.117197550134733,0.478874128777534,C,1
Loc533,0.0432182590011507,0.905694005545229,A,1
Loc534,0.370309785706922,0.0185059309005737,A,1
Loc535,0.33687830879353,0.192143822088838,E,1
Loc536,0.173652553465217,0.384307020576671,I,1
Loc537,0.62177327950485,0.307436424074695,F,1
Loc538,0.397843627491966,0.528291253373027,C,1
Loc539,0.955675768665969,0.72822568169795,A,1
Loc540,0.653349443105981,0.953556534368545,A,1
Loc541,0.328743716701865,0.495994127122685,I,1
Loc542,0.197146713500842,0.132017247145995,A,1
Loc543,0.115342324832454,0.608468755614012,A,1
Loc544,0.995965478708968,0.991868579527363,A,1
Loc545,0.379276725230739,0.0947096680756658,E,1
Loc546,0.561988092726097,0.895283457124606,D,1
Loc547,0.732718017650768,0.334860897623003,E,1
Loc548,0.870805552927777,0.472178465919569,B,1
Loc549,0.572170259663835,0.177117969840765,F,1
Loc550,0.0110360709950328,0.351655028294772,C,1
Loc551,0.906315261265263,0.176559115527198,E,1
Loc552,0.770653631538153,0.653045778162777,B,1
Loc553,0.382504623383284,0.236101077171043,E,1
