gene	reference_mean_count	simulated_mean_count	reference_variance	simulated_variance	reference_zero_fraction	simulated_zero_fraction	reference_log1p_mean_count	simulated_log1p_mean_count	reference_log1p_variance	simulated_log1p_variance
MEDAG	0.06594488188976377	0.05847546119039332	0.14040540907275806	0.12053486160167615	0.9562007874015748	0.9592760180995475	0.0638616188625634	0.0568296286980751	0.13138382118153782	0.11380612631540055
MKI67	0.5984251968503937	0.5704838148277063	1.2222131760856334	1.3544488257302887	0.6604330708661418	0.6644622345979811	0.46901889258319607	0.4513837341986053	0.7985036254480211	0.8563066557998594
MLPH	4.846456692913386	4.465715280194918	24.00890915223485	25.26632066681727	0.20866141732283464	0.25026105116602854	1.7658357842182635	1.6984949969056642	3.2192321274742817	3.268287535525866
MMP1	0.05610236220472441	0.048033414549251655	0.31098194520367384	0.2135694250669231	0.9758858267716536	0.9777236338322312	0.05458511449227127	0.04691546950244428	0.2707764329122641	0.19356595515120537
MMP2	0.7588582677165354	0.6592412112774104	4.420404013383113	3.023466972785718	0.718996062992126	0.735816219979116	0.5646648870210008	0.5063603962255362	1.690170353888093	1.3921439619921863
MMRN2	0.1422244094488189	0.18412808910546466	0.3751339958982233	0.5374638721668555	0.9232283464566929	0.9025408980160111	0.13297759757606453	0.1690067139765175	0.3185511779327838	0.43013422264480383
MNDA	0.07923228346456693	0.06996171249564914	0.13108990761309935	0.10408694143049252	0.9409448818897638	0.9429168116950922	0.07624993971951569	0.06762286511925161	0.12318168788529626	0.09901869604991904
MRC1	0.13484251968503938	0.13609467455621302	0.4269094778957653	0.41984226401410896	0.9261811023622047	0.9262095370692656	0.12649389213063184	0.12759665710470808	0.3555109012308575	0.35054578376293766
MYLK	0.22440944881889763	0.2610511660285416	0.6517327874636055	0.9506307888156662	0.8804133858267716	0.8635572572224156	0.20245864516069753	0.2319456319157877	0.501824911085673	0.6681528017107449
MYO5B	1.9758858267716535	1.8197006613296205	4.061948993358843	4.03433319727324	0.2829724409448819	0.33344935607379045	1.0905417515748403	1.0366307308512017	1.6217515856910596	1.6162810838896573
MZB1	0.1658464566929134	0.2325095718760877	0.4111815578997972	1.732132174786481	0.8853346456692913	0.8858336233901845	0.15344739546041297	0.20905239313261417	0.3444273378033348	1.0050823207675703
NARS	3.4571850393700787	3.283675600417682	8.041494386226093	8.109263365480357	0.12598425196850394	0.13400626522798467	1.4945174096765759	1.4548114261930472	2.2018244689530393	2.2092918480113424
NOSTRIN	0.1845472440944882	0.223807866341803	0.6665656245517316	1.146619617667904	0.9183070866141733	0.907761921336582	0.16936062908469945	0.20196719982577807	0.5107649966592438	0.7638943339725179
NPM3	0.1186023622047244	0.11625478593804385	0.11935836076251179	0.1278450214124977	0.8887795275590551	0.893491124260355	0.1120800151541707	0.10997914071386536	0.11275562896524918	0.1203087512718646
OCIAD2	0.5078740157480315	0.5012182387747999	0.6360778019438855	0.6400577075780948	0.6387795275590551	0.6407935955447268	0.4107007221621094	0.4062769376685536	0.49230179325021406	0.4947314287646586
OXTR	0.08710629921259842	0.07030978071702054	0.11205425161958152	0.08210216723369144	0.9237204724409449	0.9366515837104072	0.08351939472174466	0.0679481212613287	0.10620898206600402	0.0789056003969826
PCLAF	1.156988188976378	1.1030281935259312	3.1230530614064667	2.9503842808900846	0.5127952755905512	0.5255830142707971	0.7687128917204367	0.7433783029673278	1.4165939232530262	1.3738128604823125
PCOLCE	0.0654527559055118	0.05325443786982249	0.09467985399535546	0.08525489937531935	0.9458661417322834	0.9564914723285765	0.0633998317382177	0.05188483536901168	0.09046194973929769	0.08181488970045483
PDE4A	0.14124015748031496	0.14096762965541246	0.1735421343196207	0.18729391016349506	0.8804133858267716	0.8837452140619562	0.13211552855715913	0.13187670032448545	0.16002664049575496	0.17167669252922643
PDGFRA	0.42470472440944884	0.37069265576052907	2.052427288446404	1.6818288027907506	0.8248031496062992	0.8444135050469892	0.3539645813087231	0.3153162002197813	1.1159371063902357	0.9864989509022142
PDGFRB	0.6781496062992126	0.5708318830490776	3.8067502917379055	3.427519398258884	0.7854330708661418	0.7956839540549948	0.51769176157919	0.45160534084771164	1.5700212407636873	1.4878394719772545
PDK4	0.8390748031496063	0.8652975983292726	4.020865317887702	3.8241191401648433	0.6441929133858267	0.6296554124608423	0.6092626207871114	0.6234206105155607	1.6136022929301483	1.5736281565006809
