genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
LUM,2.78142048028129e-209,3.13438042886031,3.05956252830942e-207,1505.1837777904,8.97417934267662,1352
POSTN,2.78142048028129e-209,2.40806896041949,3.05956252830942e-207,1156.39642898802,8.80398339537411,1351
MMP2,1.94790372667002e-127,1.98108106674445,1.42846273289135e-125,578.003288707473,6.82362495458041,1352
PDGFRA,1.91472355674084e-110,1.89235754676709,1.05309795620746e-108,478.075345706006,6.15127606065205,1352
CCDC80,5.67078287883629e-105,1.85865891801306,2.49514446668797e-103,446.145252002981,6.72644149119523,1353
PDGFRB,2.34658191035578e-96,1.81355346715933,8.60413367130452e-95,399.335785031834,6.58373806120219,1352
CXCL12,1.38645524984332e-89,1.77671384399622,4.35743078522187e-88,363.521556442288,7.09693045682742,1348
FBLN1,2.05066285318828e-67,1.71225405111754,5.63932284626777e-66,262.925236136189,5.70390071398738,1160
MLPH,3.66055632779239e-63,1.62121055076458,8.94802657904807e-62,233.073733195554,7.48571413550605,1351
GATA3,4.74032142436611e-56,1.57400998700732,1.04287071336054e-54,200.511023485776,8.12327354531727,1352
ZEB2,2.57452846370693e-54,1.56004591904998,5.14905692741386e-53,192.500194787321,6.61174717984737,1352
ANKRD30A,2.06256190377727e-53,1.556068012038,3.78136349025833e-52,188.771373782706,8.10558093081828,1351
TACSTD2,5.39899301196538e-51,1.54261820770066,9.13675740486448e-50,178.55131211278,7.19088191796258,1347
LDHB,2.51862261154747e-49,1.52565151323328,3.95783553243174e-48,170.724916273267,5.95690326217582,1352
KRT7,7.97111730035325e-47,1.5134554982795,1.16909720405181e-45,160.646754992536,8.72578922772784,1351
RUNX1,8.73613557824594e-43,1.48342431051771,1.20121864200882e-41,143.660285639225,6.80730430329883,1349
FASN,2.21378622076003e-39,1.46304100733821,2.86489981510122e-38,130.219595205295,7.8517876295838,1351
GLIPR1,4.2610724515887e-34,1.48014065039467,5.20797744083063e-33,113.731598327708,5.25521687256392,1097
IGF1,9.77479907920505e-32,1.46709863069124,1.13181884075006e-30,104.755119446949,5.74268624681609,1075
CD68,1.73607394809326e-29,1.38420618872398,1.90968134290259e-28,91.6667591210596,5.94511859927828,1352
ACTA2,4.4006726608032e-29,1.38058741644358,4.61022850179383e-28,90.1429845057611,7.27087413305692,1351
FOXA1,5.30386891695631e-27,1.36437895416738,5.30386891695631e-26,82.5467836090333,8.27796704004692,1352
EGFR,9.23307187230725e-24,1.42506622872251,8.46364921628164e-23,75.5844445771549,5.27518789773343,974
FCER1G,9.25718802133658e-25,1.3442656754265,8.85470158562629e-24,74.3906233495942,6.01508621274357,1352
DPT,5.00557893031413e-21,1.539674447411,3.93295487381825e-20,71.9701326260803,5.35785718557454,665
ITGAX,1.15101693815076e-18,1.70178565095988,7.91324144978647e-18,70.2937638026708,5.37366377875041,458
EPCAM,2.04360179958038e-23,1.33528030561877,1.79836958363073e-22,69.7613768003251,8.53331577980279,1352
PTPRC,3.16827365916619e-22,1.40871548915489,2.6808469423714e-21,69.7366081020988,6.01462800890363,963
IL7R,1.13459881165422e-20,1.49799709469996,8.60730132979064e-20,68.7961498393964,5.88828671004641,717
GJB2,9.55546981358986e-20,1.52254504851739,7.0073445299659e-19,66.6792332848296,5.57853342752869,654
TCF4,4.26914661516365e-21,1.37570480138075,3.47856390865186e-20,64.5245075867725,5.4708962325097,1028
LRRC15,3.01041983599349e-17,1.58190383758088,1.94791871740755e-16,60.1785754458208,5.17141763813694,529
SCD,4.90164366113715e-19,1.29404216291872,3.47858582403281e-18,54.5562303225176,8.49618010615619,1357
ELF3,2.08371105599733e-18,1.2884169309042,1.38914070399822e-17,52.4545212462875,5.94685234000513,1353
FCGR3A,5.32841528903554e-16,1.4265504158673,3.25625378774394e-15,50.1693638507674,5.39364892101582,709
CD3E,9.61255419367253e-15,1.48475181797236,5.42246646822553e-14,47.9214137867951,6.05485382151218,586
CD9,4.52548547897952e-16,1.2650457943438,2.84459087250141e-15,44.6961383239593,7.08291627140461,1352
ABCC11,1.20933191668054e-15,1.26203821404291,7.19062220728971e-15,43.3493825063361,6.91929161758175,1351
TPD52,3.2757542825256e-15,1.25695827594381,1.89648932146219e-14,41.9223593037482,6.67865510646192,1349
PTGDS,5.9561520096494e-13,1.41178580141891,3.19598400517773e-12,39.7406148653681,5.62426498654268,626
SLAMF7,1.83347610242945e-10,1.72095196259103,8.23193352111182e-10,38.5831187351732,5.39791145377262,308
LYPD3,5.8511538491444e-14,1.24336641702842,3.21813461702942e-13,37.8848182220985,5.88503131211599,1352
FGL2,9.38652794288367e-12,1.37758692923688,4.8024096451963e-11,34.9793369210169,5.66513896479069,648
PRDM1,1.36654859419687e-11,1.32169131854453,6.83274297098434e-11,33.0636252862502,5.4321048133993,776
CD4,5.21556628232222e-12,1.25090695810267,2.73196329074021e-11,32.4977790109452,5.68175353227338,1118
CDH1,2.1011385110957e-11,1.2166527866247,1.02722327209123e-10,29.912572702874,6.88779717109862,1352
SERHL2,3.16344521444212e-11,1.21304030843721,1.51295205908101e-10,29.3274017920997,6.69096998556072,1352
AIF1,7.79130134240639e-11,1.22617422674471,3.64699211772214e-10,28.5397300821752,5.54005890316008,1186
BASP1,1.65959170033694e-10,1.20406742846681,7.60646195987764e-10,27.1147307435384,6.29618549269905,1350
CRISPLD2,3.5611318270134e-10,1.21725744723915,1.56689800388589e-09,26.4823761041835,5.35083252043661,1186
TRAC,2.07133140674436e-09,1.28129777571061,8.76332518237996e-09,25.619644154985,5.62557612558325,788
AR,7.00078142030226e-10,1.19637839091078,3.0199449264049e-09,25.2194520859032,6.1132041061825,1353
PDK4,2.11991990069234e-09,1.18900160114924,8.79966751230782e-09,23.7466062531265,6.13390808301145,1352
MYLK,1.32449223321517e-08,1.2683531109823,5.3960794686544e-08,23.0074835113155,5.37612525179056,777
PCOLCE,1.40882506924786e-07,1.44154156731314,5.16569192057549e-07,22.7408077404035,5.1980859111006,407
LPXN,3.28354775681618e-08,1.29761738253413,1.28996519017778e-07,22.3602264713382,5.11820130196581,664
MMP1,2.46377320297477e-06,1.69796976957503,7.52819589797845e-06,21.9272701300361,5.71175869713942,225
CLDN4,1.94824795774947e-08,1.17822041258509,7.79299183099789e-08,20.9178309544554,4.970543392213,1352
ADGRE5,1.69244821492386e-07,1.30959001611952,6.10391159480736e-07,20.419022138697,5.24028339675391,588
CD69,6.45053200887027e-07,1.38745456481939,2.11808513724098e-06,19.7766844651378,5.40039010992618,435
CAV1,6.25053879516287e-08,1.19142989992006,2.41248865778216e-07,19.7634547598377,5.98311087294222,1125
IL2RG,4.5198315159056e-07,1.34288425045672,1.50661050530187e-06,19.619029856137,5.5772407680892,510
DSP,6.90645963034842e-08,1.16972940959797,2.61969158392526e-07,19.2867600475653,6.27827775507359,1352
