genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
TFAP2A,0.13759685684807,1.03775489534414,0.191428311811394,2.05831128264117,5.14137407051363,2074
HDC,0.146152362287266,1.03919171244018,0.200724935459776,1.9984754267243,5.06157132672563,1666
SEC11C,0.146894157313745,1.0364633288409,0.200724935459776,1.98798120135423,5.27638007783905,2275
SEC24A,0.150460102537091,1.03745174788094,0.204328534309629,1.96499308693081,5.3221673963905,2665
C6orf132,0.168416153900645,1.05894021711498,0.22592410889111,1.88630848181792,4.80056042042353,817
POLR2J3,0.102416610381792,0.813781038540341,0.148234567657857,1.85436803530759,6.74543329523358,4245
KLRB1,0.18994513149086,1.10753247476185,0.253260175321147,1.83963362462562,5.71243538789825,379
HMGA1,0.194145436349283,1.03360920706247,0.257301180703869,1.69423818430478,5.3929739652921,2677
MRC1,0.223775432683275,1.08634065095845,0.293039257085241,1.62637390997924,5.40151925006104,446
SH3YL1,0.234311555018746,1.03086028229652,0.305020959196,1.49588508476685,5.42259319183395,2638
CENPF,0.216609483462744,0.967604736880301,0.285353810549723,1.48010545103503,5.29876047581495,1641
CCL5,0.26549814142534,1.07430408808548,0.343585830079852,1.42468561469835,5.95282060163898,474
MNDA,0.286210924917983,1.09636991499477,0.368224581765826,1.37158753269922,5.24529870412338,335
APOBEC3B,0.299233464843814,1.11047842928063,0.381298884747975,1.33982686229984,4.81198001341858,282
SELL,0.315495380271198,1.14110573640906,0.389938110447548,1.31639240317526,5.24576701283724,202
FSTL3,0.313262047694335,1.07831114632062,0.389938110447548,1.25161216549919,4.91291992061076,385
SERPINA3,0.310710025331791,1.06590915350762,0.389938110447548,1.24593608910416,5.08987110216649,491
THAP2,0.315070871315017,1.04408557592902,0.389938110447548,1.20587465153222,4.83926301918256,784
USP53,0.312486632584008,1.02536476644629,0.389938110447548,1.19269772010394,5.31124097668105,2359
GATA3,0.331905655183362,1.06686712445786,0.407928738214188,1.17665257549429,7.02798777783406,4047
MDM2,0.349705947499423,1.04844116686477,0.427418380277072,1.10155795128746,6.35687036515825,3867
ESM1,0.299839577551817,0.866529314586026,0.381298884747975,1.04374122202854,5.41055712484006,242
CCPG1,0.354944868535514,0.976851829951228,0.431424702087366,1.01181609356331,5.16515394648137,1966
RAMP2,0.400706259649769,1.05269926452077,0.476515552015941,0.962721520971325,5.83429221189987,503
DAPK3,0.365230459065814,0.946905966073963,0.441487368101533,0.953748999773668,4.83363120076758,544
LGALSL,0.427913772023748,1.03465886917162,0.502758050706213,0.87825318261523,4.8838503475689,783
CXCL16,0.431914870833974,1.02508181471837,0.502758050706213,0.860583623267651,4.94787907111241,1199
OXTR,0.388270094471002,0.908458425377336,0.466772791167325,0.859450783274884,4.80646580145191,295
AQP1,0.414334803565186,0.966939114767893,0.490073423571725,0.851951612286702,5.46042684953086,860
SMAP2,0.431316696722095,0.975045165152944,0.502758050706213,0.819927826890148,5.01072131751599,1207
QARS,0.447216861121226,0.979982070230051,0.517830049719314,0.788602992715883,5.3636498167312,2811
RTKN2,0.475324581727874,1.02997741187456,0.547494282618494,0.766053299623459,4.94733101659567,817
ERBB2,0.396517259693712,0.769094167215204,0.47409672354683,0.7114395680514,8.3577393416279,4393
TOMM7,0.502218500814513,0.925974723463588,0.575458698849962,0.637737305434392,6.66068251589634,4223
TUBA4A,0.530490072890029,0.984433726559076,0.60158668059694,0.624085732006005,5.22509059570539,2199
RORC,0.517895783785886,0.942168619599948,0.590347525559041,0.619929282800244,4.65886046330782,347
NPM3,0.557438624847913,1.03623372609259,0.625696415645616,0.605577965246816,4.80459550824356,499
MAP3K8,0.565802601288069,1.02051479094738,0.631860773012057,0.581193401641127,4.96202228491301,1028
SMS,0.572605592397545,1.01783400685117,0.636228435997272,0.567501615018304,5.68674906456947,3298
SNAI1,0.554169739460012,0.931925395656432,0.625217141954885,0.550100883459671,5.17491156794581,275
SOX17,0.59792495977831,0.908341499935194,0.661022568599137,0.467150966557102,5.31409426414543,190
VWF,0.640711152145353,0.982254013154,0.701275887920287,0.437276447200265,5.72485186161707,936
CTLA4,0.628094644457516,0.905638910919302,0.690904108903268,0.421180431335197,5.49479562226491,177
HOOK2,0.662865952466978,1.01627334596851,0.721933215558094,0.417873807503191,4.81953595604495,963
MKI67,0.715466069308444,0.988997060809951,0.775381947033782,0.331137087219371,4.99788662048866,1375
EIF4EBP1,0.727879236663403,0.989170441909834,0.784967804244847,0.314180442620304,4.91157305310258,1284
PELI1,0.732403657468961,0.989759961276071,0.78599416899108,0.308234483964094,5.02555844405196,1315
CD3G,0.771476318083759,1.02870167472436,0.823906747468092,0.266895933107197,5.67592013062237,305
SRPK1,0.786818631098562,1.0069446147399,0.836232361554028,0.241422536721112,5.18971287783025,2247
MZB1,0.790720474398828,0.98075186613426,0.836338963306453,0.230291087355107,4.96034781987801,463
DNTTIP1,0.843272040678198,1.00632479492747,0.887654779661262,0.171543827997433,4.89478531601277,1272
SDC4,0.888171580764018,0.995341994929251,0.930465465562305,0.118037938700951,4.86282150489578,1211
PTRHD1,0.893986330595694,1.00371271791785,0.932118448962335,0.112480859055902,5.01187300776193,1623
HOXD8,0.900240807635303,0.996276232337895,0.934212158866823,0.104701645539453,5.07119182486421,1479
ADAM9,0.912808783200533,0.996297220142163,0.942807193916043,0.0908910578401405,5.67756655819314,3299
KRT15,0.926733001177957,1.00640601298134,0.952716169435283,0.0765772116379558,4.94314962460659,330
WARS,0.950791985679456,1.00161779637898,0.972903427206885,0.0505416065212734,5.12379109353274,2118
LAG3,0.958575412141238,1.00417391342239,0.974898448311893,0.0424836282762446,4.97802997849653,290
STC1,0.961604378562185,1.00179506918352,0.974898448311893,0.0392224426374188,4.83029007730905,681
ACTG2,0.987546640921901,0.999314729546806,0.99660670184779,0.0125229645065821,5.64284902668038,3291
CD8B,1,0.99465689564593,1,1.10429098714829e-16,5.30075223867526,291
DUSP2,1,0.997468515496101,1,0,5.06994352454646,333
