Gene,C,Z,Pval,FDR
CD4,0.012625194684480654,5.733289,4.92508603079042e-09,1.634233092035003e-08
NOSTRIN,0.012814835236404276,5.6635995,7.4115079854596215e-09,2.422567535545757e-08
POSTN,0.02095710015830108,5.4628587,2.3426379570602414e-08,7.54467224406166e-08
PDGFRA,0.01500748259702829,5.387258,3.5770341829315647e-08,1.1353195450174098e-07
SOX17,0.012390222988932413,5.3652077,4.042806727406522e-08,1.2648209618600405e-07
CTTN,0.017187595784474746,5.196571,1.0149911472308805e-07,3.1307473414586315e-07
AQP1,0.011262862535604615,5.0337944,2.4043269786069075e-07,7.313161226596011e-07
FBLIM1,0.011652857299164444,4.9967895,2.9146325995673595e-07,8.743897798702079e-07
MMRN2,0.011208227978792333,4.9524903,3.663484930204871e-07,1.0841935131281984e-06
DPT,0.010451047085405766,4.7897396,8.34989393436026e-07,2.438169028833196e-06
CDH1,0.016472820318276765,4.7632365,9.525615733029921e-07,2.744881375702043e-06
SNAI1,0.01068213113020659,4.6980014,1.3135982563552126e-06,3.736078157685605e-06
SFRP4,0.006260959967253697,4.6939425,1.339946637130916e-06,3.7621578657906495e-06
SEC11C,0.01186456713472035,4.340679,7.102149649796627e-06,1.968823763677799e-05
DUSP2,0.00903009365431947,4.2703357,9.758949196729697e-06,2.6715123426047548e-05
IL3RA,0.009888313117054261,4.231918,1.1585351817472114e-05,3.1323358617609795e-05
AIF1,0.009282225586536165,4.0523214,2.535596329125187e-05,6.771897513151414e-05
SVIL,0.011650645064224058,3.9171379,4.4803254998004196e-05,0.00011821581740437252
GPR183,0.007152892344302703,3.870368,5.4335592223756845e-05,0.00014166065115479463
FCGR3A,0.008587728062394773,3.8007205,7.213799748380678e-05,0.00018586142881121982
CD163,0.008378140844096622,3.7972097,7.316698472429108e-05,0.0001863205773792994
EDNRB,0.007765091051532585,3.787248,7.616255467577984e-05,0.0001917195341838596
RAB30,0.009846114822811669,3.7639987,8.360886062293044e-05,0.0002080720508684292
APOC1,0.007507357257761771,3.5823905,0.00017023214119562448,0.0004188858305824917
AVPR1A,0.007625562146223392,3.4909723,0.00024063309131555657,0.0005855405222011877
TPD52,0.010949507581478024,3.4455695,0.0002849286874543191,0.0006857075005768779
DSP,0.011263695043022858,3.4405408,0.00029027646037274645,0.0006909841828438203
PIM1,0.007096326884763974,3.1964061,0.0006957554896191008,0.0016383919594256246
ITGAX,0.006482254690787253,3.135747,0.0008570851895002919,0.001983146599136246
FCER1G,0.007364165730009934,3.1346593,0.0008602690726846729,0.001983146599136246
ENAH,0.009787720134283298,3.1173604,0.0009123918720150959,0.0020813939580344378
FBLN1,0.007500883565583597,3.0782897,0.001040961913394493,0.002350212979725711
AR,0.010360833539294276,3.0206077,0.0012613398269321822,0.0028187083887566116
MRC1,0.006221217227419914,3.0158932,0.0012811173649359252,0.0028339868981915924
GJB2,0.007355173396347316,2.8848221,0.001958174317391778,0.004288401755087994
MEDAG,0.0069581841676649115,2.8382854,0.0022678300409194833,0.004917374049122444
RUNX1,0.008167121365890201,2.8226037,0.002381770674131709,0.005113801741518081
SH3YL1,0.009058298717152595,2.7981694,0.0025696577502707448,0.005463641236012555
C1QA,0.0055878632187034,2.7844658,0.00268079883365696,0.005645143697796868
TMEM147,0.008987955198765179,2.7752829,0.0027576857772707657,0.005702497426353674
EGFR,0.007073177538743529,2.7749968,0.0027601129095593123,0.005702497426353674
ELF3,0.009059150861106648,2.7546017,0.002938181041626577,0.0059749691564108505
HOXD8,0.008097232622054536,2.7536697,0.0029465601319286386,0.0059749691564108505
SERHL2,0.009192195231573153,2.6892002,0.0035811729040004215,0.007161661625069348
DUSP5,0.0072102689556685605,2.687711,0.0035971816381626864,0.007161661625069348
KLF5,0.008691113618948731,2.6671236,0.0038251770323158452,0.007546970901596127
TIFA,0.007781018077533148,2.6496878,0.004028309477083585,0.00787678370965451
CD86,0.0053708967491502835,2.5611389,0.005216482224628303,0.01009012856157133
FAM49A,0.006187701292255556,2.5587544,0.005252395689585076,0.01009012856157133
HAVCR2,0.004913705839182464,2.5219972,0.005834531632179839,0.011110977629977259
PDE4A,0.00602474370419865,2.4881415,0.0064206308332678125,0.012121708211083198
LYPD3,0.00828040570226737,2.4745615,0.006669993429977896,0.012484859497138113
CXCL16,0.007142383430198626,2.3808756,0.00863577203221772,0.016027407415726107
CD68,0.005622490511479786,2.3669524,0.008967619214181844,0.01650343367988087
TOP2A,0.006886925351300217,2.2367067,0.012652756809103851,0.02309128117661453
PPARG,0.005901519740538327,2.2055206,0.013708790890621873,0.024811778554100744
MAP3K8,0.005167545724701316,2.1137273,0.01726928137081998,0.030999775575488327
PCOLCE,0.004744254843325713,2.0431654,0.02051803155825953,0.03653210496958404
ANKRD29,0.0054837493677692625,2.027756,0.02129257978040474,0.03760544332184386
APOBEC3B,0.005027005677383898,2.0200958,0.02168672441125612,0.03799514116852072
PDK4,0.004853850244804026,2.0026534,0.02260725406714877,0.03929356064052048
CAVIN2,0.00517540293905316,1.9615186,0.024909276072407123,0.04295379102249732
TCIM,0.005675089106951114,1.868465,0.03084864584184739,0.05278010499503578
S100A14,0.005485827416155416,1.8346809,0.03327649086230767,0.05649264727787116
IGSF6,0.004203770451773205,1.796845,0.03618011830762979,0.060949583918237876
CCPG1,0.004841377381601238,1.730606,0.04176103399365609,0.06981424766878384
C1QC,0.003726546404328367,1.6092606,0.05377968970483062,0.08922539428301444
TFAP2A,0.005256016335578944,1.597592,0.05506690443231788,0.09031885842256367
CD14,0.0035386269639425504,1.595828,0.05526359373800699,0.09031885842256367
ZNF562,0.004978649169801502,1.5441834,0.0612719577752071,0.09939673150200262
CD83,0.003048508640270324,1.5150417,0.06488092096553609,0.1044773653783265
TUBB2B,0.004045133393388095,1.4857568,0.06867173627528454,0.10901831021073287
AKR1C1,0.0037806394575306754,1.4855698,0.06869646944785907,0.10901831021073287
LYZ,0.002998308174740764,1.4731135,0.07036021195439439,0.11085529797131202
CEACAM6,0.004194957335794631,1.4557621,0.07272919148475908,0.11376923525115885
BASP1,0.003945517566042958,1.3842567,0.08313993053677221,0.1291322325358377
CRISPLD2,0.0030254223871211687,1.3188194,0.09361474785744345,0.1435646255368322
LAG3,0.003093618364654509,1.318052,0.09374311165190413,0.1435646255368322
RAPGEF3,0.0034008619532387646,1.2594192,0.10393947852207525,0.1580746235856561
DNTTIP1,0.0035934811265791863,1.2381872,0.10782332941657508,0.16285040787744787
SLC5A6,0.0037114195096740674,1.1743767,0.12012208162333449,0.18018312243500173
FLNB,0.0035679136891713,1.16473,0.12206416028889328,0.1818506877773308
MDM2,0.003815829589375297,1.1582396,0.12338313547069973,0.18209572215134626
DST,0.003617808288580929,1.1557505,0.12389161004817623,0.18209572215134626
STC1,0.0031854688620103766,1.0985156,0.13598969826084023,0.19854495946082676
SLC25A37,0.00313321055873141,1.0526199,0.14625760865901605,0.21212196222731466
LRRC15,0.0027666395729266887,1.0018874,0.15819897954418755,0.22793142447484918
HDC,0.002967660357567359,0.98345083,0.16269280194279434,0.2312781934424917
TRAF4,0.0032752606159641585,0.98185295,0.16308614924776893,0.2312781934424917
EGFL7,0.0026067939699432486,0.9794046,0.16369004558715167,0.2312781934424917
TOMM7,0.0029456964708838023,0.9209061,0.17854971986312468,0.2506563375001558
NARS,0.0029230632361624495,0.8857679,0.18787131153944797,0.26206253010916625
PCLAF,0.0027250282800329426,0.84597456,0.19878346690666343,0.2755289826111348
USP53,0.0026291237641835807,0.82380265,0.20502585081911684,0.2823940964112364
THAP2,0.002308048710991386,0.813724,0.20790154631938385,0.2845652415246567
PTN,0.001838486528314238,0.80689204,0.20986434336883747,0.2854676471911516
SEC24A,0.002509721147408104,0.7992713,0.21206656253522344,0.2866075380360236
ITGAM,0.0020220140303188953,0.79495525,0.2133197657528395,0.2866075380360236
CCDC6,0.0025577361362825197,0.7735511,0.2195981476556217,0.2932438679059826
ESM1,0.0014926672712027914,0.74570745,0.22792207820545912,0.30251475834542757
BACE2,0.0021099228472449398,0.73284566,0.23182628326452964,0.30584310864416864
SQLE,0.002053572492034149,0.6542697,0.25646903321950476,0.3363276543417458
SERPINA3,0.0012087748525358602,0.560251,0.2876541232105584,0.37497769632804934
NPM3,0.001360803599132249,0.4830981,0.3145130451975835,0.4075642420016023
SMAP2,0.0011954910863003747,0.45814484,0.32342419166362324,0.41664645867254996
POLR2J3,0.0014042308183467766,0.42335126,0.3360195007352524,0.43034076409953376
RTKN2,0.0016013015200672138,0.39500844,0.3464183278417404,0.4410791499845416
HOXD9,0.0009947089307256367,0.38502,0.3501113034106793,0.4432044823522472
CTLA4,0.00048686691862504005,0.33544463,0.3686448534304463,0.46398403966245827
RORC,0.0009870149647994732,0.3199159,0.3745160457003056,0.46868008004781103
CLDN4,0.0007509901044413724,0.2397737,0.40525284615213475,0.5042634847006677
FGL2,0.000507077409557427,0.21332373,0.4155372338984148,0.5141392893997335
KARS,0.0006597569068174207,0.19993973,0.42076385971296704,0.5176813779614595
C6orf132,0.00045287211913089026,0.14527427,0.44224716572282624,0.5410733480072567
HPX,0.00029129257585154615,0.10032235,0.460044206792617,0.5573811737104466
LARS,0.0003148600893774542,0.09875441,0.46066663215338277,0.5573811737104466
ADAM9,0.00023687485112965597,0.075717,0.46982212453086547,0.5626132242876664
ANKRD28,0.0002171709194373022,0.07494595,0.47012885865133763,0.5626132242876664
HMGA1,0.00021202053821935032,0.06673952,0.47339453524618075,0.5634424087984434
SDC4,-7.993379024017323e-05,-0.02650023,0.5105708251856852,0.6044054633279192
KRT15,-0.00017823917874796913,-0.062259827,0.5248220400284987,0.6179356277754905
MNDA,-0.00023464637502303707,-0.12728944,0.5506443426753947,0.6448722515824141
EIF4EBP1,-0.00047441812419454435,-0.15851732,0.5629754115068633,0.6558064634042716
VOPP1,-0.0005462889272070233,-0.17692731,0.5702172578903522,0.6607279337459636
FAM107B,-0.0005543535682319678,-0.2015078,0.5798492371462969,0.6613408074330885
QARS,-0.0006495528450097617,-0.2055895,0.5814442111362298,0.6613408074330885
HOOK2,-0.0006270280413950973,-0.20652862,0.5818109940453754,0.6613408074330885
SMS,-0.0006619073973691781,-0.20912702,0.5828254604319,0.6613408074330885
CENPF,-0.0010155293109240595,-0.23611008,0.5933263724026359,0.6697859564751405
TYROBP,-0.0006997055824666662,-0.29196635,0.6148438233997509,0.6905169093566432
LPL,-0.0005651279996530226,-0.32192904,0.6262467727710874,0.6997349144738171
LGALSL,-0.0009693342289811449,-0.3432825,0.6343070242021872,0.7051433416257817
PELI1,-0.0009920300262410062,-0.3710281,0.6446916971383354,0.713068089259068
ACTG2,-0.0012026855793237793,-0.40459222,0.6571113594120515,0.7231527020665289
CCL8,-0.0010441589023914082,-0.45285904,0.6746748779953977,0.732121524068301
MKI67,-0.0016257341862950434,-0.45442408,0.6752381891653906,0.732121524068301
OXTR,-0.0013207043101944246,-0.45456856,0.6752901728849169,0.732121524068301
ESR1,-0.0013548738464865882,-0.47585988,0.6829128969839285,0.736738544036849
OCIAD2,-0.0015856846540579987,-0.5276171,0.7011174379390626,0.7526701907286996
MMP1,-0.0013077140745367734,-0.55886817,0.7118741529490639,0.7604899487602195
TRAPPC3,-0.0017523762057282909,-0.5722001,0.7164067967217636,0.7616169343789623
PTRHD1,-0.0017880583037831455,-0.6019077,0.7263822009456012,0.7684913140438969
WARS,-0.00212418825371598,-0.67473394,0.7500775903872794,0.7897451552635298
TUBA4A,-0.0022734815556036724,-0.7683273,0.7788536189596094,0.816119342354806
CDC42EP1,-0.00261166818749542,-0.878963,0.8102893294040858,0.8450160149499752
TRIB1,-0.0027710447973946853,-0.8984856,0.8155366408240132,0.8464574613291891
DMKN,-0.003194540004614463,-0.98675513,0.8381186525080532,0.8657923816003003
C2orf42,-0.0036301762573800384,-1.202993,0.8855104921403043,0.9104544496653832
RHOH,-0.004896325553199058,-1.5493525,0.93935150037184,0.9541001450989197
FSTL3,-0.004612042893943137,-1.5765775,0.9425536184393442,0.9541001450989197
JUP,-0.004846019872301476,-1.5943859,0.9445751815161448,0.9541001450989197
DSC2,-0.004842860890489979,-1.6016809,0.945386901764683,0.9541001450989197
SRPK1,-0.005115150046675005,-1.6503243,0.9505616921714599,0.9549220669061914
DAPK3,-0.009918550156225996,-3.5143356,0.999779572296198,0.999779572296198
