Gene,C,Z,Pval,FDR
APOC1,0.0298825844789574,12.354824,2.2937934205981121e-35,8.10227030824172e-35
GJB2,0.030942117823161183,11.946425,3.3889118594020817e-33,1.1780503130302475e-32
TUBA4A,0.03578280506822539,11.520431,5.204477932508142e-31,1.78090729253013e-30
S100A4,0.015535806081141426,11.331822,4.564269582563667e-30,1.5378077516637586e-29
CCL5,0.009787294887219139,11.175298,2.693471005165365e-29,8.93742651713962e-29
CXCR4,0.017463645752045447,11.14901,3.6203854288079804e-29,1.1833797147894742e-28
GATA3,0.037022578433963726,11.093936,6.712400158209364e-29,2.1617876980115454e-28
FASN,0.03502912233299805,11.061399,9.653072852387473e-29,3.0638013835838503e-28
HAVCR2,0.02558527013964086,11.006059,1.7864718418412401e-28,5.558403862373749e-28
PCLAF,0.03625258767806737,11.005277,1.8020396083494802e-28,5.558403862373749e-28
ESM1,0.018193787590402095,10.648734,8.837613181231136e-27,2.6881073426244707e-26
CD3E,0.01091208572875509,10.624075,1.1514195853430913e-26,3.454258756029274e-26
KLRB1,0.01517069697926099,10.616629,1.2470328778129309e-26,3.6905432465004306e-26
FLNB,0.028673366926832065,10.114485,2.382587545767037e-24,6.957155633639748e-24
TRAC,0.013783716165555925,10.082052,3.3163054675419824e-24,9.556196018311766e-24
PDK4,0.023887942060482267,10.018632,6.31190874734502e-24,1.7952052151539735e-23
SOX17,0.02139056983917223,9.97942,9.378023390761568e-24,2.633060413559979e-23
LDHB,0.02394000391070493,9.848107,3.492342010617422e-23,9.681302535762221e-23
RTKN2,0.03984964312014147,9.821483,4.5497611956959366e-23,1.2454971273217627e-22
CD9,0.031914286173048256,9.614615,3.4684035366139915e-22,9.377535487882273e-22
CD8B,0.00895612489106169,9.592349,4.305098836981888e-22,1.1497763967061384e-21
ERBB2,0.026380057422342867,9.290506,7.677801775604754e-21,2.0258296251294474e-20
DSP,0.02950960526379392,9.249389,1.1289011342902839e-20,2.943206528685383e-20
CD86,0.02025831220738263,9.238721,1.24730710721245e-20,3.213650076229724e-20
LPXN,0.01896397427391962,9.23616,1.2775082495492687e-20,3.253189612224301e-20
IGSF6,0.023784370965574956,9.121303,3.711336371436331e-20,9.34232948671904e-20
TCIM,0.025176889707942716,9.094382,4.75628289873801e-20,1.1836658577541184e-19
STC1,0.02377231937162227,8.869837,3.662658704527862e-19,9.012609621253952e-19
MYLK,0.0188038183710303,8.80411,6.594774351249904e-19,1.60472842547081e-18
CDH1,0.031620222235430005,8.7567625,1.0046921176019487e-18,2.3955312028440108e-18
SFRP4,0.013995030735296204,8.7565775,1.006341875167347e-18,2.3955312028440108e-18
CD69,0.011325900402063292,8.539331,6.750031942798849e-18,1.589523651046181e-17
SCD,0.02650084963101725,8.517859,8.126463167850214e-18,1.8932930146374435e-17
ZEB1,0.0208802657740925,8.5095215,8.73263154796809e-18,2.0131013779000122e-17
JUP,0.023926329505877458,8.474528,1.1801696392043202e-17,2.6922619894348557e-17
ACTA2,0.019213345211631604,8.196293,1.2395693991360968e-16,2.7986154475340745e-16
CD3D,0.012198392906196566,8.158158,1.7008574907236566e-16,3.8008958211069473e-16
ITM2C,0.014600505735713963,8.092783,2.915835861941164e-16,6.450182361263787e-16
RAPGEF3,0.020018643184133836,8.090458,2.9720417623028056e-16,6.508771459443145e-16
MRC1,0.018969906202880953,8.082445,3.1740448024910716e-16,6.8823347697578685e-16
KRT8,0.023787189545908072,7.848722,2.1014908707538836e-15,4.5120245166186324e-15
LRRC15,0.018535790184915982,7.2523284,2.0483356065518986e-13,4.3551990081054934e-13
SNAI1,0.016896488164904154,6.773035,6.305419220315883e-12,1.3277757781242101e-11
CD8A,0.006536364891233694,6.699079,1.0486856938162566e-11,2.187258732816764e-11
TACSTD2,0.02349755102143928,6.5773025,2.395298398888422e-11,4.9487768807223064e-11
MEDAG,0.014659949351059326,6.513295,3.675991753018447e-11,7.523758821598505e-11
CXCL16,0.017775162313257632,6.331314,1.2154097161168734e-10,2.4645808132369937e-10
CCND1,0.019173133330968463,6.295501,1.5320406329226747e-10,3.0781366844960163e-10
SERHL2,0.022012411706285026,6.192846,2.9543760694592264e-10,5.881894174650642e-10
LYPD3,0.019876588297940926,6.0466657,7.393708468343157e-10,1.4587586978082444e-09
TPD52,0.018628595512294278,5.734769,4.882270609443758e-09,9.546582709537348e-09
IL2RG,0.006794388360395113,5.2955856,5.931779110831924e-08,1.1496102878514967e-07
CTTN,0.017092853153080134,5.243612,7.873165560536665e-08,1.5124765418925699e-07
SERPINB9,0.009967282624696034,4.891763,4.996831616409912e-07,9.515705426032789e-07
FBLIM1,0.009620927161870556,4.8550634,6.017410482223537e-07,1.1360455996611678e-06
MNDA,0.009678289747116818,4.8321357,6.753807300761423e-07,1.2641741870655997e-06
MMP1,0.009609875172559668,4.8244467,7.019623439178869e-07,1.302794519644214e-06
ELF3,0.01552610580681519,4.6464615,1.6883857011588124e-06,3.107197214737646e-06
SELL,0.007980882427152058,4.6359878,1.7761849508777428e-06,3.241537535351881e-06
ADGRE5,0.00802164327001121,4.6037626,2.074626859976853e-06,3.754903159792817e-06
SMAP2,0.011254757960016808,4.5740037,2.3924569519419063e-06,4.29465633176457e-06
PTN,0.011052870122888692,4.566941,2.474468703079584e-06,4.4057613493856e-06
MYO5B,0.014287553156060465,4.5561438,2.605064208569941e-06,4.600879529651751e-06
ANKRD29,0.009725964406993925,4.5466175,2.725746954230942e-06,4.77550866381261e-06
ITGAM,0.011557832093860613,4.453492,4.224239630553154e-06,7.3421307864376256e-06
EDNRB,0.009597408701628781,4.338087,7.1864104981530335e-06,1.2392314166106412e-05
TRAF4,0.01404864985351897,4.270235,9.763352813034404e-06,1.6704486453551053e-05
SLAMF7,0.007001230168633341,4.2037764,1.3124915245203117e-05,2.2281832858135525e-05
CD3G,0.005097236298574104,4.183185,1.4372657943692222e-05,2.4212400689758437e-05
TYROBP,0.009562451757414618,4.174275,1.4946829696946371e-05,2.498744811932256e-05
KLF5,0.01459032292893929,4.1514206,1.6520895383249618e-05,2.7409667340391414e-05
CDC42EP1,0.011140540949236836,4.0987873,2.0766023357225297e-05,3.4193677558137895e-05
PRDM1,0.007770476233478841,4.0842214,2.2112428621836175e-05,3.6138969165538227e-05
GZMA,0.003245065448196584,3.619365,0.00014766342953636402,0.00023954289680343496
AR,0.01226150298915362,3.6154685,0.0001499024639655031,0.00024138705594444986
PIM1,0.008252059326319205,3.5457208,0.00019577039508292078,0.0003129468359354719
OCIAD2,0.010172192909129605,3.477078,0.0002534551998221347,0.00040222238232643113
DST,0.010156413545041263,3.4393528,0.000291553449669308,0.00045935399624157157
S100A14,0.010442411482697759,3.3954725,0.00034255124582222626,0.0005358480202504825
NARS,0.011088098649293445,3.391707,0.00034729344040608,0.000539413215949869
TMEM147,0.009913668038928167,3.2111366,0.00066105540665031,0.0010195150285663233
FAM107B,0.00832751698717979,3.164852,0.0007758095242475271,0.0011881278727986604
CCPG1,0.00848337841769459,3.0818598,0.0010285584113574476,0.001564265917272785
OXTR,0.009097319156639617,2.9889665,0.0013996142653535076,0.002113900166292539
SERPINA3,0.005922248252781088,2.9514108,0.0015816296401754608,0.0023724444602631913
BACE2,0.008172819418110532,2.9296067,0.001696956481817603,0.002528118840258878
PCOLCE,0.007039745386882971,2.8724244,0.0020366778648923216,0.0030137327865636383
FAM49A,0.006250011498030407,2.8093934,0.002481747636047814,0.0036476693442581967
QARS,0.007742308952062589,2.5206351,0.005857162536251418,0.00855145730292707
PELI1,0.006873419493622811,2.4946835,0.006303476072484123,0.009142127548834589
SLC25A37,0.006933201777656265,2.472757,0.006703761772382109,0.009658709395734748
ZNF562,0.0075887983758187935,2.418685,0.0077883621513948394,0.011148047785329868
PDE4A,0.005620025269585922,2.3749099,0.008776617701574615,0.012481034263927538
RORC,0.0074531426664923,2.289535,0.0110241420458146,0.015569470257661549
SVIL,0.006835556403358186,2.2872512,0.011090581553402746,0.015569470257661549
SRPK1,0.006793564368586231,2.2347307,0.01271751625380661,0.017739720124736607
MAP3K8,0.005264385170320613,2.1299481,0.01658794759170451,0.02299215520622334
RHOH,0.006332771640635092,2.0956326,0.018057399584763607,0.0248715126356178
CCDC6,0.005739855927634229,1.7856327,0.03707937195444631,0.050752390362648385
TOMM7,0.005157693893742272,1.6963618,0.04490869356372919,0.06108698068606641
SLC5A6,0.0049423086691398966,1.6759517,0.04687382498576524,0.06336646711038635
SEC11C,0.004479138116019509,1.620571,0.052554836092478255,0.07061048530216403
SQLE,0.004935372413018196,1.5674285,0.05850728686419447,0.07812863306864994
CD247,0.0026354383075303457,1.5641958,0.05888580224707064,0.07815751934611194
TRIB1,0.00446531909954426,1.5287702,0.06316071015008898,0.08283240299539717
LAG3,0.003722603486827002,1.5287402,0.06316443516087364,0.08283240299539717
DUSP2,0.003101349766054724,1.458047,0.07241378981993364,0.09439654744384207
TIFA,0.003886181406208234,1.3828698,0.083352389826996,0.10801286019001256
USP53,0.004441857017330328,1.3550696,0.08769768564947245,0.1129752538660851
TFAP2A,0.004281323832487974,1.3430606,0.0896261739983017,0.11478439827852673
LGALSL,0.0036078012512245072,1.3377595,0.09048742487895234,0.1152136398168056
CEACAM6,0.0037959829329768592,1.3130708,0.09457955044275396,0.11972787021365963
AVPR1A,0.001831769243903292,1.2892462,0.0986562537934072,0.1241708021882539
TRAPPC3,0.0036604869551438656,1.2505269,0.10555356663000759,0.13209274909698093
FSTL3,0.0030016006284926526,1.1360604,0.12796565236950413,0.1592299878915989
TENT5C,0.0035146706628645477,1.1295567,0.12933154183786255,0.16002038227396553
MDM2,0.003673634868621677,1.1064674,0.13426214067798603,0.16518768993527497
ACTG2,0.0031699666948809086,1.1018229,0.13526934651906292,0.16549713345069708
ENAH,0.0031770064526284547,1.0287255,0.15180434068707716,0.18469528116927722
ERN1,0.0023071751557857552,1.0066884,0.157042279619986,0.1900124819711433
VOPP1,0.002905677151618858,0.9864907,0.16194618184723936,0.19486930672827155
HDC,0.0028495779430871707,0.9758658,0.1645654906367492,0.19693902977840477
KARS,0.0029637058345195113,0.93628997,0.17456195645125383,0.20776667642839453
DSC2,0.002642316409278629,0.89708805,0.18483596717166323,0.21880582059780673
ESR1,0.0023466249029833416,0.86014235,0.19485528934166346,0.22942638906357152
THAP2,0.002419118677431219,0.8472351,0.19843205100541705,0.23121931045763328
C6orf132,0.002599020783562361,0.84702843,0.19848963637458927,0.23121931045763328
EIF4EBP1,0.0024374883861763255,0.82517004,0.2046375300271303,0.23711967765048433
AKR1C1,0.0014079903309980356,0.5958983,0.2756215943087902,0.31769015344013185
SH3YL1,0.0018808707218489669,0.5713996,0.2838643902226231,0.3254780181086621
LARS,0.0017449069375716688,0.5615038,0.2872270608781567,0.3276183663141475
DNTTIP1,0.0014386276135844825,0.5011941,0.30811725624967135,0.34962528040765817
DUSP5,0.0013422144459594827,0.4830617,0.3145259633681611,0.3550576596784911
LPL,0.0007818038587758507,0.44827333,0.32697797264293477,0.3672214154297575
SDC4,0.0013413921572479456,0.4309567,0.33324993049929585,0.3723557896905398
PTRHD1,0.0011376068719428018,0.37277603,0.35465757161014533,0.39426400092701436
DMKN,0.0009763490693253177,0.30518514,0.3801125750402818,0.4204275451203117
CLDN4,0.0008392610645294388,0.26384616,0.3959492323520272,0.43574312505072343
SEC24A,0.000276337616293806,0.09215024,0.4632893357872291,0.5072791055436958
HMGA1,0.0002568845291288544,0.08176435,0.4674170537022832,0.5072791055436958
TUBB2B,0.0002361036525965121,0.08054658,0.4679012754329979,0.5072791055436958
DAPK3,0.00021448241363613836,0.07236879,0.4711542095418219,0.5082895166978276
MZB1,2.0624777819141314e-05,0.009531745,0.4961974415907093,0.5326825475900262
SMS,-0.0003864918856290336,-0.12578748,0.550049924377567,0.5876143094570105
POLR2J3,-0.000625591096365259,-0.19422741,0.5770010901939241,0.6134137803517932
APOBEC3B,-0.0006339994821863783,-0.27598694,0.6087209512748634,0.6440091223632612
WARS,-0.0009540856113883035,-0.3308035,0.6296035466186642,0.6628998880263821
HPX,-0.000986429587988653,-0.3605986,0.6408002297166968,0.671460527789266
RAB30,-0.0009538444846805119,-0.3817193,0.6486652053055295,0.6764651426757665
ANGPT2,-0.0008320348813169192,-0.43338928,0.6676340050762198,0.6903288262642263
C2orf42,-0.0012346027594654244,-0.43512326,0.6682635213151414,0.6903288262642263
ANKRD28,-0.0017444248777554175,-0.59607524,0.7244375168701772,0.7448442074862386
ADAM9,-0.003308794767007293,-1.0644276,0.8564324851187652,0.8764425899112598
SLAMF1,-0.0015536692043194825,-1.2094321,0.886751563553299,0.9032492670612673
KRT15,-0.00396175108899818,-1.3624045,0.9134648623988653,0.9261518743766274
CCL8,-0.0027929646319876525,-1.4952787,0.9325791412925879,0.9411743407515057
NPM3,-0.005532336913339254,-2.0041776,0.9774744788236919,0.9819583067082043
HOOK2,-0.007318845493892481,-2.3272374,0.9900236823953993,0.9900236823953993
