cell_id,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,Cluster
2694,27.884104347229,4807.875170898437,36,0,0,36,70.624375,22.89421875,DCIS_2
2695,11.35509181022644,4810.144189453124,332,1,0,333,323.18328125,27.680781250000003,DCIS_2
2696,23.254708385467527,4814.1397705078125,32,0,0,32,45.7884375,6.5928125,Invasive_Tumor
2697,26.931213569641116,4824.26298828125,405,0,0,405,323.99609375,92.299375,DCIS_2
2698,5.489926362037658,4826.199145507812,97,0,0,97,261.003125,25.87453125,DCIS_2
2699,10.465093231201172,4839.379125976562,304,0,0,304,275.22734375,39.15046875,DCIS_2
2700,14.610539054870603,4849.78955078125,302,0,0,302,247.275625,74.4175,DCIS_2
2701,24.596853923797607,4851.698315429688,302,0,0,302,220.0915625,93.4734375,DCIS_2
2702,26.84743404388428,4870.044702148437,430,1,0,431,403.51625,196.2490625,Myoepi_ACTA2+
2703,6.058286690711975,4870.2177734375,395,0,0,395,391.053125,129.68875,Myoepi_ACTA2+
2704,15.326405239105224,4881.039501953125,155,0,0,155,122.46375,53.1940625,Myoepi_ACTA2+
2705,25.81131172180176,4885.2608642578125,111,0,0,111,140.6165625,24.88109375,Macrophages_1
2706,31.55972919464111,4892.989306640625,86,1,0,87,181.9796875,16.888437500000002,Endothelial
2707,9.780162048339845,4891.96416015625,95,0,0,95,116.18703125,17.610937500000002,Endothelial
2708,21.876282596588133,4898.129150390625,69,0,0,69,119.754375,15.94015625,Stromal
2709,13.889454078674316,4901.68603515625,57,0,0,57,91.71234375,6.683125,Stromal
2710,3.580362033843994,4899.565600585937,67,0,0,67,127.7921875,11.6503125,Stromal
2711,26.490754985809325,4909.243481445313,71,0,0,71,119.3028125,15.30796875,Macrophages_1
2712,13.300627946853638,4911.946215820312,77,0,0,77,160.936875,25.3778125,Stromal_&_T_Cell_Hybrid
2713,19.342397785186765,4916.524096679687,20,0,0,20,22.53296875,7.08953125,Stromal
2714,3.668923830986023,4915.632177734375,54,0,0,54,103.99484375,20.63640625,CD4+_T_Cells
2715,22.33533039093017,4919.395336914063,73,0,0,73,71.66296875,23.48125,CD4+_T_Cells
2716,10.839645719528198,4923.5984375,95,1,0,96,69.31484375000001,24.023125,CD4+_T_Cells
2717,21.11324625015259,4925.64208984375,105,0,0,105,83.99062500000001,35.4025,Endothelial
2718,3.118750035762787,4926.932446289063,45,0,0,45,57.57421875,20.18484375,CD4+_T_Cells
2719,13.985712337493895,4931.60869140625,40,0,0,40,49.5815625,7.947500000000001,Endothelial
2720,23.51306858062744,4932.741748046875,94,0,0,94,94.69265625,26.4615625,Endothelial
2721,5.611282324790954,4932.716845703125,59,0,0,59,59.10953125,12.64375,Perivascular-Like
