genes,observed,p.value
CD247,0.00342433814350615,0.453658536585366
LARS,-0.00340516378884881,0.453658536585366
MMRN2,-0.00414208036154387,0.463414634146342
IL3RA,0.00340822263851553,0.470243902439024
CAV1,0.0037420674120615,0.477073170731707
FCGR3A,0.00353129490154669,0.482926829268293
GJB2,0.00320365713844424,0.484878048780488
CLDN4,0.0030236779195836,0.52390243902439
MAP3K8,0.00305847054378897,0.525853658536585
RAPGEF3,-0.00339710274438662,0.537560975609756
PECAM1,0.00297729709603799,0.545365853658537
PIM1,-0.00302322276537051,0.561951219512195
TCF4,-0.00298884179115395,0.573658536585366
ACTG2,-0.00260267259736542,0.575609756097561
NARS,-0.00267700604028957,0.581463414634146
FAM49A,-0.0026823164617337,0.605853658536585
DAPK3,0.00229879197275023,0.608780487804878
EGFL7,0.00240936821306134,0.609756097560976
AQP1,-0.00244447880454074,0.626341463414634
SDC4,-0.00236471988054704,0.628292682926829
ABCC11,0.00243720273899514,0.634146341463415
OCIAD2,0.00225723272224512,0.650731707317073
ADAM9,-0.00213308755749044,0.654634146341464
DMKN,0.00219209784794904,0.671219512195122
FBLIM1,0.00194049535877936,0.677073170731707
CTLA4,-0.00157451715045573,0.701463414634146
LGALSL,0.00174594342381636,0.713170731707317
BACE2,0.00157093614783769,0.741463414634146
TRIB1,0.00140843707142504,0.779512195121951
CD8A,-0.00121045113812988,0.785365853658537
WARS,-0.0010440652103519,0.811707317073171
TUBB2B,0.00113902496528341,0.818536585365854
TRAPPC3,0.00101192787069394,0.845853658536585
PELI1,0.000827020077368093,0.860487804878049
KRT15,0.000838437971345696,0.862439024390244
C2orf42,0.000757599707978229,0.866341463414634
TENT5C,-0.000686018905801907,0.88
RHOH,-0.000756101453769049,0.885853658536585
MRC1,-0.000601659090462625,0.894634146341464
PDE4A,0.000565219380425528,0.907317073170732
CD83,-0.000495705861848852,0.910243902439024
SMAP2,-0.000426076840140389,0.930731707317073
SERPINA3,-0.000382360592545291,0.935609756097561
OXTR,-0.000383074033002309,0.938536585365854
ESR1,-0.000364785804307512,0.939512195121951
CYTIP,0.000374725548094851,0.941463414634146
CEACAM6,0.000151775984235562,0.974634146341463
CLEC14A,0.000165875707131017,0.976585365853659
HPX,0.000123660602849116,0.981463414634146
CD93,4.84482943309152e-05,0.987317073170732
CD8B,-6.84326731090776e-05,0.988292682926829
ADGRE5,-6.61825338523638e-05,0.993170731707317
IL7R,-1.81925918054759e-05,0.997073170731707
