genes,observed,p.value
LUM,0.215770403559843,0.000975609756097561
POSTN,0.162199794212669,0.000975609756097561
EPCAM,0.120688425927077,0.000975609756097561
CXCL12,0.115616732559366,0.000975609756097561
PDGFRA,0.111659637658487,0.000975609756097561
KRT7,0.107186964705657,0.000975609756097561
CCDC80,0.104544171294574,0.000975609756097561
MMP2,0.103393098808611,0.000975609756097561
TOP2A,0.101951363247718,0.000975609756097561
CD3E,0.0991633547974967,0.000975609756097561
FOXA1,0.0986627359823047,0.000975609756097561
CENPF,0.0892279950686125,0.000975609756097561
ANKRD30A,0.0871772570240816,0.000975609756097561
CLEC14A,0.0869095185926867,0.000975609756097561
PDGFRB,0.0864720365980988,0.000975609756097561
CCL5,0.0846971499526213,0.000975609756097561
GATA3,0.0829715199829743,0.000975609756097561
PTPRC,0.0826782508398305,0.000975609756097561
FASN,0.0824127940338189,0.000975609756097561
MKI67,0.0815446949467472,0.000975609756097561
MLPH,0.080559136224418,0.000975609756097561
ABCC11,0.0794739027748407,0.000975609756097561
VWF,0.0759829314754545,0.000975609756097561
CRISPLD2,0.0738656999646038,0.000975609756097561
CAV1,0.0733245830890994,0.000975609756097561
TACSTD2,0.0732596731309898,0.000975609756097561
PECAM1,0.0732174532333876,0.000975609756097561
ERBB2,0.0728891343800007,0.000975609756097561
CD9,0.0706883742244692,0.000975609756097561
ACTA2,0.0664871084924443,0.000975609756097561
CD93,0.0664150161418955,0.000975609756097561
RAMP2,0.0653734492371305,0.000975609756097561
SCD,0.0637587000363902,0.000975609756097561
RUNX1,0.0633397205539581,0.000975609756097561
IL2RG,0.0608960973400334,0.000975609756097561
KRT8,0.0599476332628571,0.000975609756097561
FBLN1,0.0583932922221197,0.000975609756097561
CDH1,0.0582493192026855,0.000975609756097561
PTN,0.0573009777605566,0.000975609756097561
CCND1,0.0567510269695878,0.000975609756097561
KDR,0.0540957435625404,0.000975609756097561
DPT,0.0532667135891006,0.000975609756097561
MMRN2,0.053133209421662,0.000975609756097561
CD3G,0.0528619368737723,0.000975609756097561
NOSTRIN,0.052598172559566,0.000975609756097561
FCER1G,0.0521074360711457,0.000975609756097561
ZEB1,0.0520047668667186,0.000975609756097561
TCIM,0.051468094714084,0.000975609756097561
LDHB,0.0514367875584988,0.000975609756097561
PCLAF,0.0504775254342683,0.000975609756097561
SERHL2,0.050063882387022,0.000975609756097561
S100A4,0.0498890092094338,0.000975609756097561
CXCR4,0.0495787936114729,0.000975609756097561
IL7R,0.0494848629420079,0.000975609756097561
AQP1,0.0484593624356688,0.000975609756097561
ITM2C,0.0459564537927493,0.000975609756097561
HOXD9,0.0457704225225714,0.000975609756097561
CD8A,0.0457226995168928,0.000975609756097561
MYO5B,0.0455424784712879,0.000975609756097561
ELF3,0.0447754740714017,0.000975609756097561
DSP,0.0445765752623267,0.000975609756097561
EGFR,0.0443045244914565,0.000975609756097561
PRDM1,0.0441426736822707,0.000975609756097561
LPXN,0.0440125430732828,0.000975609756097561
RTKN2,0.043036263206053,0.000975609756097561
CD8B,0.042370755327318,0.000975609756097561
CAVIN2,0.0420020182181663,0.000975609756097561
IGF1,0.0419551199941123,0.000975609756097561
TRAC,0.0404911826229001,0.000975609756097561
MYLK,0.0403732363981499,0.000975609756097561
LYZ,0.0392596505627599,0.000975609756097561
AR,0.0373193901221473,0.000975609756097561
ZEB2,0.0367861325467367,0.000975609756097561
LYPD3,0.0365593048667157,0.000975609756097561
CTTN,0.0360233588394612,0.000975609756097561
CD247,0.035109967446611,0.000975609756097561
PTGDS,0.0341167064750163,0.000975609756097561
CCPG1,0.0334733785172775,0.000975609756097561
MZB1,0.0332649858185869,0.000975609756097561
CD68,0.032775025109377,0.000975609756097561
TCF4,0.0326598293755905,0.000975609756097561
GJB2,0.0310665777159798,0.000975609756097561
CD4,0.0310374775882706,0.000975609756097561
ADGRE5,0.0306732857921177,0.000975609756097561
ITGAX,0.0301470012656534,0.000975609756097561
MEDAG,0.0298008633373576,0.000975609756097561
SOX17,0.0294767933801382,0.000975609756097561
HOXD8,0.0291513208808302,0.000975609756097561
PIM1,0.0289670032999952,0.000975609756097561
TPD52,0.0287061259077651,0.000975609756097561
C1QC,0.0286505690896333,0.000975609756097561
IL3RA,0.0286028517412302,0.000975609756097561
CD14,0.0279173708314834,0.000975609756097561
TENT5C,0.0272767035817561,0.000975609756097561
GLIPR1,0.0271092712281943,0.000975609756097561
FBLIM1,0.0255013817518142,0.000975609756097561
PDK4,0.0250528397073302,0.000975609756097561
GPR183,0.0247510792039021,0.000975609756097561
SH3YL1,0.024527464659789,0.000975609756097561
MRC1,0.0242765144614222,0.000975609756097561
KLF5,0.0226001296304365,0.000975609756097561
CD3D,0.0223437737979516,0.000975609756097561
SVIL,0.021859543621079,0.000975609756097561
HMGA1,0.0218327319840329,0.000975609756097561
EDNRB,0.0217369412622221,0.000975609756097561
GZMA,0.0217224521582099,0.000975609756097561
SERPINB9,0.0215269583953742,0.000975609756097561
LRRC15,0.0213402252349902,0.000975609756097561
PCOLCE,0.0211887288543857,0.000975609756097561
BASP1,0.0211549949416608,0.000975609756097561
NARS,0.021120773821009,0.000975609756097561
HAVCR2,0.0210973420786815,0.000975609756097561
BACE2,0.0203824563439014,0.000975609756097561
APOC1,0.0202913307124302,0.000975609756097561
FGL2,0.0200703000380775,0.000975609756097561
BTNL9,0.0196765398312064,0.000975609756097561
CLDN4,0.0194533578511132,0.000975609756097561
S100A14,0.019350620512382,0.000975609756097561
RAPGEF3,0.0193249926770235,0.000975609756097561
AKR1C1,0.018259273865315,0.000975609756097561
TUBA4A,0.0182341282561177,0.000975609756097561
AIF1,0.0169754010974078,0.000975609756097561
USP53,0.0163588386012717,0.000975609756097561
SMAP2,0.0152328933163897,0.000975609756097561
FLNB,0.0138607146351502,0.000975609756097561
CYTIP,0.013756101453152,0.000975609756097561
MDM2,0.0136422530841139,0.000975609756097561
CD69,0.0240197396830082,0.00195121951219512
TYROBP,0.0210058313477714,0.00195121951219512
SEC11C,0.0203529532053391,0.00195121951219512
SFRP4,0.020018600841295,0.00195121951219512
CD83,0.0199430851546345,0.00195121951219512
STC1,0.0181701934174186,0.00195121951219512
SRPK1,0.0152520709792389,0.00195121951219512
EGFL7,0.0254237284679717,0.00292682926829268
ERN1,0.0178264415830055,0.00292682926829268
KLRB1,0.0164869079598059,0.00292682926829268
CD163,0.0141074969864244,0.00292682926829268
PPARG,0.0142063225590193,0.00390243902439024
MMP1,0.0134698694800448,0.00390243902439024
CD86,0.0118525023206575,0.00390243902439024
RAB30,0.0191144074542601,0.00487804878048781
TRAF4,0.0160554628581078,0.00487804878048781
FCGR3A,0.0144181363709412,0.00487804878048781
LGALSL,0.0120250592740434,0.00487804878048781
DSC2,0.0106797900930589,0.00487804878048781
CXCL16,0.0130968484628293,0.00585365853658537
LPL,0.0113577778777498,0.00682926829268293
ESM1,0.0144465484813533,0.00878048780487805
C1QA,0.0128927792822006,0.00878048780487805
TMEM147,0.0120195043481513,0.0107317073170732
SLAMF7,0.01465933018366,0.0117073170731707
SDC4,0.010813710832764,0.0126829268292683
ESR1,-0.0106864715961167,0.0146341463414634
TRAPPC3,-0.0100314064790756,0.0146341463414634
OXTR,0.0100189987334947,0.0146341463414634
AVPR1A,0.0151122277537326,0.015609756097561
ZNF562,0.0116536681045121,0.0165853658536585
POLR2J3,0.0109630526744639,0.0175609756097561
MNDA,0.0107307777405946,0.0175609756097561
ENAH,0.0104875949626098,0.0253658536585366
VOPP1,0.0102372540796414,0.0302439024390244
LARS,0.00907552898525455,0.0380487804878049
DUSP5,0.00871315055414578,0.04
ANKRD29,0.00785664308216746,0.0419512195121951
HOOK2,0.00899686208105086,0.0439024390243902
DAPK3,-0.0075559966096078,0.0585365853658537
JUP,0.00776088670046613,0.0624390243902439
ANKRD28,0.00798095164394655,0.064390243902439
IGSF6,0.00761496949390097,0.0653658536585366
ITGAM,0.0070021556534918,0.0790243902439024
TOMM7,0.00734849622328009,0.0946341463414634
TRIB1,-0.00695085756559419,0.0965853658536585
SQLE,-0.0068880605265787,0.0995121951219512
WARS,-0.00647677515562806,0.0995121951219512
MAP3K8,0.00672553639328839,0.11609756097561
HPX,-0.00655488689373291,0.119024390243902
RHOH,0.00684442747934132,0.120975609756098
CCDC6,0.00664274336391553,0.125853658536585
TFAP2A,0.00674609782402711,0.145365853658537
CCL8,-0.00522003490359845,0.146341463414634
OCIAD2,0.00658359728662811,0.157073170731707
THAP2,-0.00575682564298657,0.16
CDC42EP1,0.00551939245760966,0.164878048780488
CTLA4,0.00546613934336281,0.166829268292683
NPM3,0.00591512086199227,0.169756097560976
APOBEC3B,0.00516714378726108,0.194146341463415
FAM107B,0.00566162976008435,0.215609756097561
SMS,0.00501770985417794,0.235121951219512
SELL,0.00493303834750722,0.245853658536585
SNAI1,0.00488741713712598,0.255609756097561
PTRHD1,0.00471374057226172,0.265365853658537
TUBB2B,-0.00450087909079523,0.268292682926829
FAM49A,0.00444678489237729,0.287804878048781
ANGPT2,-0.00371873064208381,0.340487804878049
EIF4EBP1,-0.00378515117534121,0.350243902439024
SLC5A6,0.00393910069035772,0.382439024390244
LAG3,0.00364206326274135,0.395121951219512
DST,0.00350774088042383,0.4
KRT15,0.00349662691619339,0.452682926829268
DUSP2,0.00302680284032289,0.453658536585366
ADAM9,-0.00312533828281126,0.464390243902439
QARS,-0.00250516754956479,0.535609756097561
C2orf42,0.00280889379918581,0.539512195121951
RORC,0.00251282463444672,0.554146341463415
TIFA,-0.00227755078482946,0.562926829268293
PDE4A,-0.00194416990145416,0.615609756097561
KARS,-0.0019246510877209,0.625365853658537
SLAMF1,0.00173357661721162,0.63219512195122
FSTL3,-0.00174846038289244,0.695609756097561
SLC25A37,-0.0017224984514711,0.703414634146341
PELI1,0.00152793106415073,0.724878048780488
HDC,-0.00142277000347114,0.737560975609756
CEACAM6,-0.00107135763551857,0.79609756097561
C6orf132,-0.00101696902913575,0.828292682926829
DNTTIP1,0.000569270544090236,0.886829268292683
DMKN,-0.000533940065443725,0.894634146341464
SERPINA3,-0.00041068717093875,0.918048780487805
ACTG2,3.84551032591858e-05,0.990243902439024
SEC24A,3.59760211117634e-05,0.995121951219512
