genes,observed,p.value
ITGAX,0.0144852156057822,0.000975609756097561
CD68,0.0130913756476405,0.000975609756097561
KRT7,0.0112628442200757,0.000975609756097561
LUM,0.0107274876882664,0.000975609756097561
RUNX1,0.0105188116458531,0.000975609756097561
FOXA1,0.0104732462694266,0.000975609756097561
CD4,0.0103318250889676,0.000975609756097561
CD163,0.0102796558721276,0.000975609756097561
CXCL12,0.0101670940486775,0.000975609756097561
WARS,-0.00998764286460572,0.000975609756097561
LYPD3,0.00992332462164254,0.000975609756097561
CD83,0.00975262023174138,0.000975609756097561
EPCAM,0.00941440028046256,0.000975609756097561
LYZ,0.00859046206080607,0.000975609756097561
FASN,0.00839064901253701,0.000975609756097561
HOXD8,-0.00778298571023446,0.000975609756097561
CD14,0.0100708456673193,0.00195121951219512
POSTN,0.0087892748024793,0.00195121951219512
FCGR3A,0.00798634556776123,0.00195121951219512
CENPF,0.00784390118603475,0.00195121951219512
MMP2,0.00755195425261442,0.00195121951219512
CD86,0.00726865662019721,0.00195121951219512
LGALSL,-0.00729631320197001,0.00292682926829268
GATA3,0.00714285599313459,0.00292682926829268
ZEB2,0.00713365793287636,0.00292682926829268
ELF3,0.00700741635988719,0.00292682926829268
IGF1,0.00683188402565954,0.00292682926829268
TYROBP,0.00833420732593037,0.00390243902439024
TRAF4,0.00711829289108336,0.00390243902439024
HMGA1,0.00662089990436278,0.00390243902439024
TMEM147,-0.00597294330853508,0.00390243902439024
SCD,0.00754158559155732,0.00487804878048781
FBLN1,0.00752808950905494,0.00585365853658537
RORC,-0.00571702721621051,0.00682926829268293
SMS,-0.00633476214585502,0.00780487804878049
PIM1,0.00583976525037707,0.00780487804878049
RTKN2,0.00653792391096974,0.00975609756097561
FSTL3,0.00575106913404038,0.0117073170731707
MYLK,0.00606094931753073,0.0126829268292683
PTN,0.00600118387002263,0.0126829268292683
CCDC80,0.00574068176425988,0.0136585365853659
DPT,0.00570714250696076,0.0146341463414634
BASP1,0.00587654198436985,0.015609756097561
TIFA,-0.00612432302269339,0.0165853658536585
PDGFRB,0.00599391058962519,0.0185365853658537
MKI67,0.00568928384260556,0.024390243902439
TACSTD2,0.00541692766227687,0.0263414634146342
GPR183,0.0060351003701222,0.0273170731707317
CXCR4,0.00556682006879008,0.0282926829268293
PECAM1,0.00532215675628273,0.0292682926829268
KLRB1,-0.00478328831477402,0.031219512195122
GLIPR1,0.00476358608326939,0.031219512195122
ERBB2,0.00526254404337496,0.0341463414634146
PPARG,-0.00495631240703637,0.0351219512195122
SEC24A,-0.0049382945035167,0.0351219512195122
TCF4,0.00497920216474269,0.0360975609756098
LRRC15,0.00516412111279495,0.0370731707317073
ZEB1,0.00464861803008973,0.0370731707317073
MLPH,0.00481785312748246,0.0429268292682927
APOC1,0.0049024717226384,0.0458536585365854
VWF,0.00478239558449743,0.0458536585365854
TOP2A,0.00488792676885235,0.0478048780487805
TPD52,0.00468568989425238,0.0497560975609756
OCIAD2,-0.00439791042082499,0.0526829268292683
CAV1,0.00468631503967601,0.0536585365853659
ACTA2,0.0046325848291446,0.0536585365853659
FCER1G,0.00493439072802915,0.0595121951219512
KLF5,0.00451720933009497,0.0614634146341463
LPXN,0.00479447549658683,0.0634146341463415
KARS,0.00433560375602358,0.0634146341463415
HAVCR2,0.00478556974650419,0.0663414634146342
C1QC,0.00436920719578291,0.0702439024390244
SMAP2,-0.0041717622034797,0.0702439024390244
CCL8,-0.00351204829391754,0.0721951219512195
SVIL,0.00442427730979328,0.0731707317073171
CD9,0.0042281315287916,0.0751219512195122
CRISPLD2,0.00386823916031534,0.0780487804878049
ERN1,0.00414428268314954,0.08
NARS,-0.00400403467807224,0.0848780487804878
DUSP2,0.00380457624163547,0.0868292682926829
TFAP2A,0.00423564126273007,0.0907317073170732
C2orf42,-0.00389972923303191,0.0917073170731707
