genes,observed,p.value
DUSP5,-0.00365345105438059,0.0917073170731707
KDR,-0.00348324090245869,0.0946341463414634
AKR1C1,-0.0038498959341091,0.0995121951219512
SNAI1,0.00346807090339812,0.117073170731707
AQP1,-0.00344156306796223,0.119024390243902
PDGFRA,0.00368200248136021,0.120975609756098
ABCC11,0.00337907933582959,0.134634146341463
CD69,-0.00327920066792473,0.139512195121951
STC1,-0.00329246242964169,0.145365853658537
SEC11C,-0.00341615692685611,0.146341463414634
MDM2,-0.0033858110950437,0.148292682926829
RAB30,0.00316284287944636,0.166829268292683
TRAPPC3,-0.0032367880385857,0.170731707317073
AR,-0.00316875986842597,0.174634146341463
LDHB,0.00319964662644153,0.184390243902439
DAPK3,-0.00319550549723954,0.186341463414634
SRPK1,-0.00315319723739332,0.186341463414634
TOMM7,-0.00262776624100247,0.200975609756098
HOXD9,-0.00236939054570859,0.202926829268293
PCLAF,-0.00294751848018425,0.204878048780488
TENT5C,0.00310709231443972,0.212682926829268
ITGAM,0.00301295225417444,0.223414634146341
DNTTIP1,-0.00265619390469672,0.238048780487805
MRC1,-0.00251356827618894,0.266341463414634
TCIM,-0.00252005032507862,0.28
SERHL2,0.0026813641583678,0.280975609756098
TUBB2B,0.00227640487392443,0.290731707317073
ESR1,0.00227990913789188,0.301463414634146
LAG3,-0.00209345877613262,0.306341463414634
CCND1,0.00251869091094399,0.309268292682927
MMRN2,0.0022015201447748,0.310243902439024
SLC5A6,-0.00238016074967981,0.32
EDNRB,-0.0021387227741004,0.324878048780488
ESM1,-0.00213713985084357,0.326829268292683
MYO5B,-0.00236816346654954,0.329756097560976
AVPR1A,0.00217939290091226,0.348292682926829
CDC42EP1,0.00216009577505731,0.352195121951219
CCL5,-0.00208949338389385,0.355121951219512
CLEC14A,0.00190970421012724,0.357073170731707
RAPGEF3,0.00207336017403429,0.36390243902439
C1QA,0.00182522937494749,0.36780487804878
SDC4,-0.00223643204986435,0.370731707317073
NOSTRIN,0.00195423207592366,0.371707317073171
HPX,-0.00189971015193323,0.379512195121951
CXCL16,0.00206559980556129,0.390243902439024
SFRP4,0.00189311756144457,0.390243902439024
KRT15,-0.00184775960053636,0.400975609756098
SELL,-0.00181010910610541,0.401951219512195
PELI1,-0.00197263465128912,0.433170731707317
CCDC6,0.00174694897742309,0.441951219512195
SH3YL1,0.00176044440155849,0.453658536585366
SERPINA3,-0.00169543177174156,0.458536585365854
GZMA,-0.00173237650547146,0.461463414634146
FAM49A,0.00161768346248363,0.467317073170732
AIF1,0.00179862928920858,0.471219512195122
ANKRD28,-0.00159085148206777,0.473170731707317
IGSF6,0.00163899340119471,0.487804878048781
NPM3,-0.00158668531437423,0.487804878048781
DMKN,0.00155215991519619,0.487804878048781
C6orf132,-0.00152742688936304,0.489756097560976
SLAMF7,0.00144629102761705,0.489756097560976
PTPRC,-0.001415033673878,0.489756097560976
IL3RA,-0.00135995783311054,0.507317073170732
SERPINB9,0.00153452371049593,0.51219512195122
CD3E,-0.00166403731462931,0.513170731707317
S100A14,-0.00149923332355814,0.518048780487805
PTGDS,-0.00146128729096414,0.520975609756098
GJB2,-0.00154400521579767,0.52390243902439
ADAM9,0.00139950863661123,0.531707317073171
CEACAM6,0.00141184364979545,0.538536585365854
HOOK2,0.0014131319410301,0.541463414634146
DSC2,-0.00139129403125473,0.550243902439024
CD93,0.0013015130949018,0.550243902439024
SLAMF1,0.00149221333979356,0.553170731707317
MEDAG,-0.00125217534297889,0.562926829268293
POLR2J3,-0.00139520515552236,0.567804878048781
MMP1,0.00121426823162147,0.578536585365854
SLC25A37,0.00134370375602324,0.583414634146341
ADGRE5,-0.00119581081984359,0.583414634146341
PDK4,0.00133629634497211,0.593170731707317
MAP3K8,-0.00112663756452793,0.605853658536585
KRT8,0.0012337047891784,0.607804878048781
USP53,-0.00127811513858257,0.610731707317073
IL2RG,-0.00132976021098781,0.613658536585366
PRDM1,0.00115894656350809,0.629268292682927
SOX17,-0.000944901661275721,0.63219512195122
FLNB,0.00111128241266003,0.634146341463415
CD3D,-0.00107157180188715,0.640975609756098
QARS,0.00103903587217961,0.642926829268293
CDH1,0.00108659322296723,0.657560975609756
SQLE,0.00105475254371871,0.657560975609756
BACE2,-0.00106797163286788,0.663414634146342
PCOLCE,0.000994104890937517,0.677073170731707
CD8A,0.000918327204491083,0.678048780487805
OXTR,-0.000844292928542555,0.678048780487805
ANGPT2,0.000774950660398634,0.679024390243903
VOPP1,-0.00085099009911345,0.700487804878049
BTNL9,-0.000763238143328007,0.706341463414634
FGL2,-0.000892160083420817,0.707317073170732
CTLA4,-0.000743681155473439,0.72390243902439
PDE4A,0.000795706447162475,0.733658536585366
EGFL7,-0.00075051767146783,0.737560975609756
MZB1,-0.000756833018044778,0.75609756097561
S100A4,0.000742721304715615,0.757073170731707
ACTG2,0.000716109232034415,0.762926829268293
TRIB1,0.000691352590046954,0.771707317073171
DSP,0.000610114819378406,0.782439024390244
CD247,-0.000630415808647859,0.783414634146341
APOBEC3B,0.000590859470771407,0.791219512195122
CAVIN2,0.000540075845745494,0.795121951219512
CTTN,-0.000644854709578169,0.798048780487805
EIF4EBP1,0.000522347617040139,0.798048780487805
IL7R,0.000534006734000232,0.800975609756098
JUP,-0.00055924756293536,0.801951219512195
ANKRD30A,0.000578794114113959,0.808780487804878
ITM2C,0.000577042508208262,0.813658536585366
CYTIP,0.000605652606937952,0.817560975609756
CD3G,0.000443731836469511,0.839024390243903
FAM107B,-0.000510391651376717,0.84
ANKRD29,0.00041174988068228,0.84
ZNF562,0.000426415063298588,0.847804878048781
MNDA,0.000451193001120843,0.855609756097561
CD8B,0.000343766122726274,0.856585365853659
LARS,0.000415025736938443,0.860487804878049
TRAC,-0.000394107069689039,0.862439024390244
EGFR,0.000372007109649453,0.873170731707317
LPL,-0.000318454857407687,0.891707317073171
HDC,-0.000304268688557131,0.892682926829268
CLDN4,0.000318704516466007,0.914146341463415
DST,-0.000210825497877864,0.922926829268293
FBLIM1,-0.000211633387618554,0.928780487804878
THAP2,0.000188692984987591,0.936585365853659
PTRHD1,-0.000143468722890928,0.949268292682927
RAMP2,-0.000124832200190968,0.952195121951219
RHOH,0.000106101788591798,0.964878048780488
CCPG1,-5.19442328653276e-05,0.985365853658537
TUBA4A,4.6300269149016e-05,0.985365853658537
ENAH,1.48875220296484e-05,0.99609756097561
