dataset	topology	difficulty	domain_fold_change	layout_seed	method	method_display	method_seed	status	wall_time_seconds	peak_rss_mb	error_type	error_message	truth_boundary_fraction	domain_cell_type_nmi	adjusted_rand_index	normalized_mutual_information	boundary_precision	boundary_recall	boundary_f1	produced_cluster_count
irregular_mrf_seed1_hard	irregular_mrf	hard	2.0	1	graphst	GraphST	100101	success	89.08804487506859	1191.359375			0.2813333333333333	0.009185926282668391	0.8680672815393622	0.8091974626527476	0.953257790368272	0.8791469194312796	0.9147036627272261	4.0
irregular_mrf_seed1_hard	irregular_mrf	hard	2.0	1	stagate	STAGATE	100101	success	226.3429753750097	1239.25			0.2813333333333333	0.009185926282668391	0.888831716256489	0.8342688127538453	1.0	0.8992890995260664	0.9469744229569557	4.0
irregular_mrf_seed1_hard	irregular_mrf	hard	2.0	1	banksy	BANKSY	100101	success	16.901				0.2813333333333333	0.009185926282668391	0.06819927497960479	0.09883738835627649	0.4759036144578313	0.1966824644549763	0.2783343237965871	4.0
irregular_mrf_seed1_hard	irregular_mrf	hard	2.0	1	spagcn	SpaGCN	100101	success	5.263550166040659	898.765625			0.2813333333333333	0.009185926282668391	0.005936623274584038	0.010221038567304027	0.5141414141414141	1.0	0.6791194129419613	4.0
irregular_mrf_seed1_hard	irregular_mrf	hard	2.0	1	spclue	spCLUE	100101	success	17.562072208849713	1214.171875			0.2813333333333333	0.009185926282668391	0.840575323248807	0.7767241050838359	1.0	0.8329383886255924	0.9088558500323206	4.0
irregular_mrf_seed1_hard	irregular_mrf	hard	2.0	1	stlearn	stLearn	100101	success	7.609200250124559	2618.796875			0.2813333333333333	0.009185926282668391	0.00734458603986319	0.004388887384615998	0.5128294036061026	1.0	0.6779738711895484	4.0
irregular_mrf_seed1_hard	irregular_mrf	hard	2.0	1	expression_pca_kmeans	Expression-only control	100101	success	0.546329541830346	363.40625			0.2813333333333333	0.009185926282668391	-0.004824666555523474	0.005865986948173156	0.5157466982729427	1.0	0.6805183199285076	4.0
irregular_mrf_seed1_moderate	irregular_mrf	moderate	3.0	1	graphst	GraphST	100101	success	90.42886558407918	1190.953125			0.2813333333333333	0.009185926282668391	0.9067687007589924	0.8582516321837143	1.0	0.8815165876777251	0.9370277078085643	4.0
irregular_mrf_seed1_moderate	irregular_mrf	moderate	3.0	1	stagate	STAGATE	100101	success	226.54238579119556	1272.171875			0.2813333333333333	0.009185926282668391	0.889587065431231	0.8356547858997991	1.0	0.8862559241706162	0.9396984924623115	4.0
irregular_mrf_seed1_moderate	irregular_mrf	moderate	3.0	1	banksy	BANKSY	100101	success	17.229				0.2813333333333333	0.009185926282668391	0.10917648841437515	0.14439985021524132	0.6111111111111112	0.2772511848341232	0.3814463544754001	4.0
irregular_mrf_seed1_moderate	irregular_mrf	moderate	3.0	1	spagcn	SpaGCN	100101	success	4.987735582981259	891.546875			0.2813333333333333	0.009185926282668391	0.976910752219898	0.9584826036383108	1.0	0.9585308056872038	0.9788263762855415	4.0
irregular_mrf_seed1_moderate	irregular_mrf	moderate	3.0	1	spclue	spCLUE	100101	success	17.633044708054513	1209.4375			0.2813333333333333	0.009185926282668391	0.8434090660179117	0.779554006879966	1.0	0.8376777251184834	0.9116698903932947	4.0
irregular_mrf_seed1_moderate	irregular_mrf	moderate	3.0	1	stlearn	stLearn	100101	success	7.579399083042517	2623.703125			0.2813333333333333	0.009185926282668391	0.38095273091261034	0.41860049539070665	0.5459437086092715	0.9976303317535545	0.7056998743132663	4.0
irregular_mrf_seed1_moderate	irregular_mrf	moderate	3.0	1	expression_pca_kmeans	Expression-only control	100101	success	0.5586045421659946	359.859375			0.2813333333333333	0.009185926282668391	0.3590159904564858	0.414491289499842	0.5505112474437628	1.0	0.7101028752308098	4.0
irregular_mrf_seed1_easy	irregular_mrf	easy	4.0	1	graphst	GraphST	100101	success	89.22606462519616	1196.90625			0.2813333333333333	0.009185926282668391	0.9063997586340274	0.8563142467950342	1.0	0.8827014218009479	0.9376966645689113	4.0
irregular_mrf_seed1_easy	irregular_mrf	easy	4.0	1	stagate	STAGATE	100101	success	223.6914406248834	1246.3125			0.2813333333333333	0.009185926282668391	0.8907060772173316	0.835331246771732	1.0	0.8981042654028436	0.9463171036204744	4.0
irregular_mrf_seed1_easy	irregular_mrf	easy	4.0	1	banksy	BANKSY	100101	success	17.149				0.2813333333333333	0.009185926282668391	0.13101658717936052	0.17913454989297545	0.4227941176470588	0.1504739336492891	0.2219537400079025	4.0
irregular_mrf_seed1_easy	irregular_mrf	easy	4.0	1	spagcn	SpaGCN	100101	success	4.788674416951835	843.609375			0.2813333333333333	0.009185926282668391	0.9826448685909827	0.9685330504658475	0.996309963099631	0.985781990521327	0.9910180169051862	4.0
irregular_mrf_seed1_easy	irregular_mrf	easy	4.0	1	spclue	spCLUE	100101	success	17.567621916998178	1219.109375			0.2813333333333333	0.009185926282668391	0.8416794047675812	0.7766240448840487	1.0	0.8388625592417062	0.9123711340206186	4.0
irregular_mrf_seed1_easy	irregular_mrf	easy	4.0	1	stlearn	stLearn	100101	success	7.735280791064724	2598.75			0.2813333333333333	0.009185926282668391	1.0	1.0	1.0	1.0	1.0	4.0
irregular_mrf_seed1_easy	irregular_mrf	easy	4.0	1	expression_pca_kmeans	Expression-only control	100101	success	0.5503768341150135	379.359375			0.2813333333333333	0.009185926282668391	1.0	1.0	1.0	1.0	1.0	4.0
irregular_mrf_seed2_hard	irregular_mrf	hard	2.0	2	graphst	GraphST	100102	success	88.36735104187392	1198.625			0.26866666666666666	0.009683478708213858	0.8502404939599284	0.7870986265305772	0.9144460028050491	0.8771712158808933	0.8954208563883361	4.0
irregular_mrf_seed2_hard	irregular_mrf	hard	2.0	2	stagate	STAGATE	100102	success	225.01904966612346	1265.5			0.26866666666666666	0.009683478708213858	0.8934869287049796	0.8411440328985131	1.0	0.8424317617866005	0.9144781144781146	4.0
irregular_mrf_seed2_hard	irregular_mrf	hard	2.0	2	banksy	BANKSY	100102	success	16.917				0.26866666666666666	0.009683478708213858	0.20278047132837276	0.19777500298594206	0.7128712871287128	0.3188585607940447	0.4406291300051198	4.0
irregular_mrf_seed2_hard	irregular_mrf	hard	2.0	2	spagcn	SpaGCN	100102	success	5.203248125035316	882.1875			0.26866666666666666	0.009683478708213858	0.0013976777358427187	0.004074584394591827	0.4917867918203151	1.0	0.6593258426966292	4.0
irregular_mrf_seed2_hard	irregular_mrf	hard	2.0	2	spclue	spCLUE	100102	success	27.181780125014484	1231.15625			0.26866666666666666	0.009683478708213858	0.85731765890481	0.79286966793852	1.0	0.8238213399503722	0.9034013605442177	4.0
irregular_mrf_seed2_hard	irregular_mrf	hard	2.0	2	stlearn	stLearn	100102	success	7.678659582976252	2616.359375			0.26866666666666666	0.009683478708213858	6.927724549755561e-05	0.00886003474654246	0.4947330185252452	0.9975186104218362	0.6614238290593334	4.0
