seed	condition	median_library_size	zero_fraction	mean_variance_spearman	latent_recovery_pearson	latent_spatial_slope	observed_spatial_slope	median_library_ratio
0	Clean	5987.0	0.0013553615960099751	0.5477354406700196	0.7960675895607203	1.0000000000000002	0.9854671036135987	1.0
0	Capture 0.4	2391.0	0.029188279301745636	0.6992416180751876	0.6360221664904486	1.0000000000000002	0.9674624352912349	0.3993652914648405
0	Ambient 100	6086.0	0.0011658354114713217	0.5500920944015673	0.7945365729480722	1.0000000000000002	0.9659909471686398	1.0165358276265242
0	Dropout high	3191.0	0.5024600997506234	0.9320351645668243	0.31531261030087376	1.0000000000000002	1.4388895294822854	0.5329881409721062
0	Combined	3186.5	0.27956982543640896	0.8537706849687325	0.40204606505488916	1.0000000000000002	1.290730740103694	0.5322365124436279
1	Clean	6100.0	0.001122257053291536	0.637596107221381	0.8008201684590072	0.9999999999999999	0.9683178678508375	1.0
1	Capture 0.4	2438.0	0.02762758620689655	0.7699358628342847	0.6454186704542775	0.9999999999999999	1.0179980135060638	0.39967213114754097
1	Ambient 100	6198.0	0.0009567398119122257	0.6397610051068144	0.7994355745737085	0.9999999999999999	0.9436274893644926	1.0160655737704918
1	Dropout high	3284.0	0.4985416927899686	0.9519794351729456	0.32387365470800256	0.9999999999999999	1.402744265282394	0.5383606557377049
1	Combined	3264.0	0.2763498432601881	0.8926565954402271	0.40693539940059775	0.9999999999999999	1.105093464366062	0.5350819672131147
2	Clean	6116.5	0.0013500627352572145	0.6145797405680352	0.8058022200289585	1.0	1.0023948375862843	1.0
2	Capture 0.4	2440.5	0.02953826850690088	0.7428219806367219	0.6518375636361766	1.0	1.0265843309480278	0.39900269762118856
2	Ambient 100	6215.5	0.0011480552070263488	0.6165599150242942	0.8044016740206199	1.0	0.9831149870784234	1.0161857271315295
2	Dropout high	3284.0	0.4999435382685069	0.9432108940288902	0.32861616426075313	1.0	1.3692394650459554	0.5369083626256846
2	Combined	3259.0	0.2783939774153074	0.8778562527961136	0.41398781653942734	1.0	1.231107484484108	0.5328210577944903
3	Clean	6105.0	0.0015883470550981634	0.5333481525958238	0.8064447267430543	1.0000000000000004	0.9907780124336582	1.0
3	Capture 0.4	2443.0	0.029555414819506017	0.680401688858942	0.6517367675425523	1.0000000000000004	1.0620817312105517	0.40016380016380015
3	Ambient 100	6203.0	0.001370487650411653	0.5349792921146874	0.8050189085177833	1.0000000000000004	0.9799314561120658	1.016052416052416
3	Dropout high	3297.0	0.4993096896770108	0.9223924770815545	0.32538809208656383	1.0000000000000004	1.3473743929409552	0.5400491400491401
3	Combined	3271.0	0.2778505383153895	0.8416907055709468	0.41236761818185136	1.0000000000000004	1.2395277055688954	0.5357903357903357
4	Clean	5985.0	0.0013924050632911392	0.5463535805391972	0.7993094609478975	1.0000000000000002	0.9789338469855922	1.0
4	Capture 0.4	2400.0	0.029041591320072332	0.6958310227229679	0.6411498278306185	1.0000000000000002	1.0340979956197711	0.40100250626566414
4	Ambient 100	6086.0	0.00119831223628692	0.5479005573976129	0.7976782205453485	1.0000000000000002	0.9705416680545538	1.01687552213868
4	Dropout high	3229.0	0.500702833031947	0.9322995081995555	0.31947754600524186	1.0000000000000002	1.4350099654998092	0.539515455304929
4	Combined	3207.0	0.2781675708257987	0.8548180901007864	0.4025399413981454	1.0000000000000002	1.1434175752563338	0.5358395989974938
5	Clean	6049.0	0.0012402439024390244	0.553530099113461	0.800277693747902	1.0000000000000004	1.0371444203263993	1.0
5	Capture 0.4	2425.0	0.029058536585365852	0.6906864868520244	0.6447851139838138	1.0000000000000004	1.0214819213300133	0.4008927095387667
5	Ambient 100	6149.0	0.0010341463414634147	0.5551770953023937	0.7990620074489452	1.0000000000000004	1.020338921797098	1.0165316581253099
5	Dropout high	3259.0	0.49975	0.9236468111001561	0.3229208987760455	1.0000000000000004	1.3111581638158338	0.5387667383038519
5	Combined	3239.0	0.2780487804878049	0.846784555980719	0.40760951970912074	1.0000000000000004	1.3371746654129686	0.5354604066787899
6	Clean	5994.0	0.0016142254370102472	0.6145893738589628	0.8030714065109837	1.0000000000000002	0.9854017756952808	1.0
6	Capture 0.4	2393.0	0.03078119349005425	0.7385640196690765	0.646878247967742	1.0000000000000002	1.0429295610900882	0.39923256589923256
6	Ambient 100	6094.0	0.001357444243520193	0.6164534469677467	0.8015636860823794	1.0000000000000002	0.9695990835444931	1.0166833500166834
6	Dropout high	3210.0	0.5032489451476794	0.9350140797807575	0.32453016777512533	1.0000000000000002	1.502954567626977	0.5355355355355356
6	Combined	3188.0	0.28165280289330924	0.8695274600084487	0.41097359589762006	1.0000000000000002	1.2120335905068833	0.5318651985318652
7	Clean	6017.0	0.0011821515892420538	0.5391223056343477	0.7916472554271337	0.9999999999999997	0.9785606376080845	1.0
7	Capture 0.4	2405.0	0.02800611246943765	0.6918653757904119	0.6316944958137984	0.9999999999999997	0.9904265497598618	0.399700847598471
7	Ambient 100	6117.0	0.0010073349633251834	0.54071893264829	0.790102407830786	0.9999999999999997	0.959509183201188	1.0166195778627223
7	Dropout high	3216.5	0.5008129584352078	0.9320994242496348	0.3135512339368234	0.9999999999999997	1.2976978570703457	0.5345687219544624
7	Combined	3210.5	0.2774559902200489	0.8490500843495894	0.39871923636037226	0.9999999999999997	1.3226006297333346	0.5335715472826991
8	Clean	6066.0	0.0015103060587133043	0.6104275869616627	0.8081079771757794	1.0	1.000575968042396	1.0
8	Capture 0.4	2425.0	0.03077576514678326	0.7341276121299299	0.6544921627878137	1.0	0.9473761154357927	0.3997692054071876
8	Ambient 100	6164.0	0.001292941911305434	0.6126689298284552	0.8066943765799461	1.0	0.987928521655196	1.016155621496868
8	Dropout high	3264.0	0.5005046845721424	0.9417968140435679	0.3279664451487691	1.0	1.424822318807482	0.5380811078140455
8	Combined	3242.0	0.2795028107432854	0.8734585575382892	0.41807836127879605	1.0	1.136156051623336	0.5344543356412793
9	Clean	5967.0	0.001767097966728281	0.5947292844727036	0.8050990187332512	1.0000000000000007	0.9930713222827093	1.0
9	Capture 0.4	2385.0	0.03150215650030807	0.7214745588907093	0.6490778958186478	1.0000000000000007	0.9598222271281438	0.3996983408748115
9	Ambient 100	6068.0	0.0015243376463339494	0.5968864625216769	0.803494400523677	1.0000000000000007	0.9769371853937728	1.0169264286911346
9	Dropout high	3189.0	0.5043339494762785	0.9440129466149207	0.326715903134146	1.0000000000000007	1.348898377945606	0.534439416792358
9	Combined	3178.0	0.28186937769562537	0.8679880452596546	0.4142069145477884	1.0000000000000007	1.1398914571089023	0.5325959443606503
10	Clean	6058.0	0.0017300995024875621	0.567943064078608	0.8056835946810421	0.9999999999999998	1.0053178066997008	1.0
10	Capture 0.4	2425.0	0.03035820895522388	0.7035401962850295	0.6490606598580412	0.9999999999999998	0.9828212466611407	0.4002971277649389
10	Ambient 100	6158.0	0.001480099502487562	0.569667375389688	0.8040593524672837	0.9999999999999998	0.9915388883515055	1.0165070980521624
10	Dropout high	3263.0	0.4998507462686567	0.9364461240568808	0.32336333788444105	0.9999999999999998	1.5247428497853472	0.5386266094420601
10	Combined	3241.0	0.2793320895522388	0.862540281170817	0.4111087319171983	0.9999999999999998	1.330558987954461	0.5349950478705844
11	Clean	6041.5	0.0012967980295566501	0.5512300387563326	0.7982654186411582	1.0000000000000002	1.0029772508588157	1.0
11	Capture 0.4	2416.5	0.029022167487684727	0.6957286591419519	0.640485264909166	1.0000000000000002	1.0027295581776507	0.39998344781925016
11	Ambient 100	6141.5	0.0011169950738916256	0.5523563899911095	0.7967261333021547	1.0000000000000002	0.9869123369176112	1.0165521807498137
11	Dropout high	3233.0	0.5011995073891625	0.9261231596274243	0.3216362594609255	1.0000000000000002	1.3267188215090844	0.5351320036414797
11	Combined	3219.0	0.27867857142857144	0.847504258098294	0.40516760213608566	1.0000000000000002	1.2251079080608132	0.5328146983365059
12	Clean	6109.5	0.0011013941698352345	0.5663777846626145	0.7964818933341313	0.9999999999999999	0.997592546590628	1.0
12	Capture 0.4	2447.0	0.027523447401774398	0.7045246442704874	0.6393047354033965	0.9999999999999999	0.9614590280288491	0.4005237744496276
12	Ambient 100	6209.0	0.000917617237008872	0.5687699776818312	0.795062947680544	0.9999999999999999	0.9837471618684641	1.016286111793109
12	Dropout high	3291.5	0.4979087452471483	0.9373579614045914	0.31775496724461494	0.9999999999999999	1.4352054455786734	0.5387511252966691
12	Combined	3275.0	0.27460709759188845	0.8671782944605627	0.4007234706161617	0.9999999999999999	1.26134065401554	0.5360504132907766
13	Clean	6026.0	0.0015624227441285539	0.5652763105050366	0.8047552121119723	1.0000000000000002	1.0557211533183337	1.0
13	Capture 0.4	2411.5	0.030316440049443758	0.7080967892680287	0.6491146761227908	1.0000000000000002	1.1127793277158764	0.4001825423166279
13	Ambient 100	6126.0	0.0013028430160692212	0.5676675085342762	0.8032425471611413	1.0000000000000002	1.0373502673949866	1.016594756057086
13	Dropout high	3237.0	0.5009035846724351	0.9399460756062369	0.3259105800471991	1.0000000000000002	1.4833414030748628	0.5371722535678726
13	Combined	3218.0	0.27909517923362176	0.8708851521580688	0.41178822889752786	1.0000000000000002	1.3004864127288815	0.5340192499170262
14	Clean	6008.0	0.0016026812918951859	0.5350641855137058	0.8018979073370363	0.9999999999999998	0.975414073208319	1.0
14	Capture 0.4	2405.0	0.029863497867154174	0.6832627126018639	0.6431220068951435	0.9999999999999998	0.8987822578560304	0.40029960053262315
14	Ambient 100	6109.0	0.0013820840950639853	0.5375185061780346	0.800281479707494	0.9999999999999998	0.961296266898029	1.0168109187749668
14	Dropout high	3221.0	0.501345521023766	0.9324865361226226	0.31995009095126603	0.9999999999999998	1.220164935775288	0.5361185086551264
14	Combined	3207.0	0.27961974405850093	0.8525201206717191	0.40712992540367654	0.9999999999999998	1.266409321336435	0.5337882822902796
15	Clean	6044.0	0.0011601679664067187	0.5977057055823288	0.8004435447394057	0.9999999999999993	1.010320598754692	1.0
15	Capture 0.4	2421.0	0.028875824835032992	0.7337247110867903	0.644098838730014	0.9999999999999993	1.016673161116866	0.4005625413633355
15	Ambient 100	6145.0	0.000976604679064187	0.5993120610831563	0.7991254118253484	0.9999999999999993	0.9884918346578131	1.0167107875579087
15	Dropout high	3253.0	0.49982723455308936	0.9402445183344088	0.3209656129432291	0.9999999999999993	1.4562802122596818	0.5382197220383852
15	Combined	3236.0	0.27757048590281946	0.8710763555520984	0.40835597909348276	0.9999999999999993	1.2405846011873432	0.5354070152217075
16	Clean	5969.0	0.0015168608215818517	0.5516445684940413	0.8009646527178751	0.9999999999999999	0.9980234382296251	1.0
16	Capture 0.4	2390.0	0.03032618025751073	0.68599233863723	0.6447183821542353	0.9999999999999999	0.9627169922479751	0.40040207739989947
16	Ambient 100	6071.0	0.0013034947884733293	0.55330444201085	0.799540685494483	0.9999999999999999	0.9832739887553913	1.0170882894957278
16	Dropout high	3204.0	0.5030705088902514	0.9250281977182218	0.3245904300827462	0.9999999999999999	1.2828099669447943	0.5367733288658066
16	Combined	3191.0	0.28025751072961375	0.8438625762517274	0.4089073683249693	0.9999999999999999	1.2972099904227006	0.5345954096163511
17	Clean	6098.0	0.0015223515003061848	0.5869609988017194	0.8068596717102168	1.0	0.998058026973968	1.0
17	Capture 0.4	2433.0	0.030669932639314147	0.7152345790853588	0.6525731629929754	1.0	1.0322366780652839	0.3989832732043293
17	Ambient 100	6197.0	0.0013178199632578077	0.5879184306641174	0.8053032607285415	1.0	0.9795745925990409	1.0162348310921614
17	Dropout high	3267.0	0.5004409063074097	0.9365885570480363	0.3276609227204449	1.0	1.317255552043444	0.535749426041325
17	Combined	3241.0	0.2802718922229026	0.8665965383693476	0.41461022097736044	1.0	1.198963540331549	0.531485733027222
18	Clean	6026.0	0.001221183800623053	0.6518073720198957	0.8039206541871401	1.0	1.0032749858690253	1.0
18	Capture 0.4	2416.0	0.029403115264797507	0.7691423158925017	0.6497541936245989	1.0	0.987671640936076	0.4009293063391968
18	Ambient 100	6126.0	0.0010180685358255452	0.6537087080359283	0.8026519989025213	1.0	0.9877549359073848	1.016594756057086
18	Dropout high	3255.0	0.5015576323987538	0.9518263694315116	0.3286874302477703	1.0	1.343103360099502	0.5401593096581481
18	Combined	3231.0	0.27877757009345794	0.8890548149417279	0.41329412710361546	1.0	1.1221028210573392	0.5361765682044474
19	Clean	6065.0	0.0012691358024691359	0.5534146076057698	0.8040838570902595	0.999999999999999	1.0366499421358062	1.0
19	Capture 0.4	2425.0	0.02970246913580247	0.7007068417025226	0.6479263392499268	0.999999999999999	1.072075973684768	0.3998351195383347
19	Ambient 100	6166.0	0.0010901234567901234	0.5547992643488967	0.8028490162248634	0.999999999999999	1.0212082872965327	1.0166529266281945
19	Dropout high	3254.5	0.5012691358024691	0.9340163667278206	0.32603002572911266	0.999999999999999	1.400069808473017	0.5366034624896949
19	Combined	3239.0	0.2783481481481481	0.8573196350650228	0.412510201685373	0.999999999999999	1.2252731257557805	0.5340478153338829
