CellID,DAPI,MPO,Ecadherin,PDL1,CD163,PD1,CD47,GAL3,PARP1,LAG3,CD4,PI3KCA,TIM3,CD68,ER,PR,MSH2,CD8,MSH6,bCatenin1,HLAABC,MLH1,Ki67,CD20,ARID1A,IFNG,CD31,PMS,CD44,PanCytokeratin,CD3e
1,21.58571434020996,0.02857142873108387,0.10000000149011612,0.9285714030265808,0.014285714365541935,1.2142857313156128,1.1285713911056519,32.97142791748047,5.657142639160156,1.899999976158142,3.2142856121063232,3.057142972946167,27.742856979370117,2.9571428298950195,0.014285714365541935,0.3142857253551483,2.3714284896850586,9.328571319580078,128.9857177734375,0.08571428805589676,15.128571510314941,24.314285278320312,0.8999999761581421,5.0,7.657142639160156,0.8999999761581421,0.4000000059604645,1.8142857551574707,2.828571319580078,1.6857142448425293,20.14285659790039
2,20.071428298950195,0.0,0.0,0.1785714328289032,0.4285714328289032,0.3928571343421936,0.6071428656578064,14.0,0.0714285746216774,1.4285714626312256,2.9642856121063232,1.0714285373687744,6.714285850524902,4.214285850524902,0.0,0.1071428582072258,0.5,0.0,45.21428680419922,0.0357142873108387,4.107142925262451,5.6785712242126465,0.8571428656578064,1.9285714626312256,0.6785714030265808,0.6785714030265808,0.1428571492433548,0.1428571492433548,2.8214285373687744,1.9285714626312256,1.5
3,17.858823776245117,0.0,0.0,0.0470588244497776,0.0,0.23529411852359772,0.05882352963089943,7.4823527336120605,0.5647059082984924,1.3647059202194214,0.42352941632270813,0.05882352963089943,7.835294246673584,1.5529412031173706,0.0,0.0470588244497776,0.5529412031173706,0.0,35.070587158203125,0.0235294122248888,0.5176470875740051,6.764705657958984,0.3294117748737335,1.8352941274642944,1.141176462173462,0.4588235318660736,0.08235294371843338,0.20000000298023224,0.7411764860153198,1.6352940797805786,0.7176470756530762
4,19.988506317138672,0.06896551698446274,0.02298850566148758,0.5977011322975159,0.01149425283074379,0.8275862336158752,0.37931033968925476,8.873562812805176,9.298851013183594,1.8160918951034546,2.7356321811676025,1.2183908224105835,12.931034088134766,3.5747127532958984,0.0,0.04597701132297516,2.367816209793091,0.0,111.81609344482422,0.02298850566148758,1.5977011919021606,20.816091537475586,1.1494252681732178,3.689655065536499,10.402298927307129,1.0229885578155518,0.3103448152542114,1.6781609058380127,2.655172348022461,1.8045977354049683,1.862069010734558
5,16.78082275390625,0.06849315017461777,0.054794520139694214,0.3561643958091736,0.0,1.082191824913025,0.06849315017461777,10.082191467285156,2.4246575832366943,1.534246563911438,0.6438356041908264,2.0547945499420166,9.876712799072266,2.65753436088562,0.9589040875434875,0.232876718044281,2.095890522003174,0.0,65.75342559814453,0.08219178020954132,0.31506848335266113,14.35616397857666,0.8219178318977356,2.7123286724090576,3.4657533168792725,0.8219178318977356,0.054794520139694214,1.0136985778808594,0.465753436088562,1.6438356637954712,1.5616438388824463
6,19.371068954467773,0.012578615918755531,0.03773584961891174,0.42138364911079407,0.0,0.5723270177841187,0.1949685513973236,6.433962345123291,1.088050365447998,1.5849056243896484,0.7358490824699402,0.8553459048271179,8.918238639831543,1.8238993883132935,0.22012577950954437,0.36477985978126526,1.786163568496704,0.0,66.25785827636719,0.07547169923782349,0.5345911979675293,10.955974578857422,0.9433962106704712,2.2830188274383545,3.0628931522369385,0.7547169923782349,0.11320754885673523,0.7169811129570007,1.50314462184906,1.6603773832321167,1.3584905862808228
7,23.21673011779785,0.04182509332895279,0.0874524712562561,0.7946767807006836,0.07984790951013565,1.1825095415115356,0.6311787366867065,25.916349411010742,2.8212928771972656,1.6463878154754639,2.646387815475464,0.9733840227127075,15.577946662902832,2.9809885025024414,0.7528517246246338,0.536121666431427,2.3650190830230713,0.022813688963651657,109.24714660644531,0.04182509332895279,7.55133056640625,21.098859786987305,0.8441064357757568,3.866920232772827,5.840304374694824,0.9505703449249268,0.24334600567817688,1.4562737941741943,1.8593156337738037,1.7604563236236572,2.186311721801758
8,19.855262756347656,0.02631578966975212,0.02631578966975212,0.2631579041481018,0.0,1.0,0.25,7.2697367668151855,1.763157844543457,1.769736886024475,0.7368420958518982,1.105263113975525,8.289473533630371,1.9736841917037964,1.4934210777282715,1.2828947305679321,2.0592105388641357,0.02631578966975212,70.375,0.1315789520740509,0.06578947603702545,13.480262756347656,1.0723683834075928,2.375,4.236842155456543,1.0,0.07894736528396606,1.3157894611358643,1.269736886024475,1.5986841917037964,1.388157844543457
9,25.572254180908203,0.05780346691608429,0.06358381360769272,1.7225433588027954,0.011560693383216858,2.7803468704223633,1.5722543001174927,24.242774963378906,9.953757286071777,1.8728324174880981,16.462427139282227,4.572254180908203,38.31792068481445,4.427745819091797,0.0,0.034682080149650574,2.965317964553833,5.20809268951416,141.62428283691406,0.023121386766433716,19.572254180908203,33.45086669921875,1.1156069040298462,5.190751552581787,9.739884376525879,0.9364162087440491,0.42774567008018494,2.8208093643188477,9.109827041625977,1.8439306020736694,44.03468322753906
10,18.84552764892578,0.03252032399177551,0.08130080997943878,0.10569106042385101,0.0,0.8536585569381714,0.0731707289814949,7.27642297744751,2.081300735473633,1.4390244483947754,0.6991869807243347,1.1219512224197388,6.27642297744751,1.8211382627487183,0.4065040647983551,0.49593496322631836,1.4065040349960327,0.0,45.300811767578125,0.016260161995887756,0.17073170840740204,8.560976028442383,0.8130081295967102,1.7967479228973389,2.3252031803131104,0.9593495726585388,0.08943089097738266,0.5853658318519592,0.8861788511276245,1.7479674816131592,1.1219512224197388
11,33.42708206176758,0.02604166604578495,0.010416666977107525,1.609375,0.2552083432674408,5.03125,1.6302083730697632,14.057291984558105,14.140625,2.453125,6.802083492279053,2.8541667461395264,55.77604293823242,5.036458492279053,0.0,0.0885416641831398,3.2135417461395264,3.7552082538604736,173.65625,0.0885416641831398,23.30729103088379,45.09375,1.46875,7.515625,17.94791603088379,3.6354167461395264,1.5208333730697632,3.8385417461395264,9.53125,1.859375,45.49479293823242
