seed	num_iterations	metric	component	value
0	4	interaction_distance	state_0:state_4	53.977760598249944
0	4	interaction_distance	state_0:state_5	49.98418488408276
0	4	interaction_distance	state_0:state_6	51.24700971776749
0	4	interaction_distance	state_0:state_7	44.15823772313134
0	4	interaction_distance	state_0:state_8	23.747638755164996
0	4	interaction_distance	state_1:state_0	15.229000791604076
0	4	interaction_distance	state_1:state_1	16.113529934018736
0	4	interaction_distance	state_1:state_2	32.5865740118978
0	4	interaction_distance	state_1:state_3	44.22243723544537
0	4	interaction_distance	state_1:state_4	54.100265603405
0	4	interaction_distance	state_1:state_5	48.54366679430286
0	4	interaction_distance	state_1:state_6	53.158184196741495
0	4	interaction_distance	state_1:state_7	43.07166785620905
0	4	interaction_distance	state_1:state_8	22.438043720114315
0	4	interaction_distance	state_2:state_0	15.06818299076426
0	4	interaction_distance	state_2:state_1	17.148421024087703
0	4	interaction_distance	state_2:state_2	33.58777069451036
0	4	interaction_distance	state_2:state_3	43.569644915491324
0	4	interaction_distance	state_2:state_4	53.814543989753425
0	4	interaction_distance	state_2:state_5	49.15052542523379
0	4	interaction_distance	state_2:state_6	53.0051800996433
0	4	interaction_distance	state_2:state_7	44.02070430056168
0	4	interaction_distance	state_2:state_8	22.21659986103878
0	4	interaction_distance	state_3:state_0	10.056976343436515
0	4	interaction_distance	state_3:state_1	21.484369984729554
0	4	interaction_distance	state_3:state_2	34.15838832842114
0	4	interaction_distance	state_3:state_3	38.15466830205822
0	4	interaction_distance	state_3:state_4	54.07635458427521
0	4	interaction_distance	state_3:state_5	50.82043462831722
0	4	interaction_distance	state_3:state_6	50.354057812802395
0	4	interaction_distance	state_3:state_7	44.15489300648672
0	4	interaction_distance	state_3:state_8	24.05747108430904
0	4	interaction_distance	state_4:state_0	13.579113001804519
0	4	interaction_distance	state_4:state_1	19.287581094553225
0	4	interaction_distance	state_4:state_2	34.44225951068728
0	4	interaction_distance	state_4:state_3	45.8707008422773
0	4	interaction_distance	state_4:state_4	55.11865805475098
0	4	interaction_distance	state_4:state_5	50.78198204431934
0	4	interaction_distance	state_4:state_6	55.80933779978992
0	4	interaction_distance	state_4:state_7	47.349715832935644
0	4	interaction_distance	state_4:state_8	22.544644293452784
0	4	interaction_distance	state_5:state_0	14.672478097270027
0	4	interaction_distance	state_5:state_1	16.78607703129944
0	4	interaction_distance	state_5:state_2	31.279166406275376
0	4	interaction_distance	state_5:state_3	43.57362110067113
0	4	interaction_distance	state_5:state_4	50.78198204431934
0	4	interaction_distance	state_5:state_5	46.476717031814395
0	4	interaction_distance	state_5:state_6	51.54311493780798
0	4	interaction_distance	state_5:state_7	42.37271757821455
0	4	interaction_distance	state_5:state_8	22.516664828768928
0	4	interaction_distance	state_6:state_0	13.452102193004439
0	4	interaction_distance	state_6:state_1	18.76451177546912
0	4	interaction_distance	state_6:state_2	33.909691905795945
0	4	interaction_distance	state_6:state_3	42.122319483486216
0	4	interaction_distance	state_6:state_4	55.80933779978992
0	4	interaction_distance	state_6:state_5	51.543114937807985
0	4	interaction_distance	state_6:state_6	54.20983879843456
0	4	interaction_distance	state_6:state_7	45.574680477251924
0	4	interaction_distance	state_6:state_8	23.07830373333301
0	4	interaction_distance	state_7:state_0	15.81299620140648
0	4	interaction_distance	state_7:state_1	16.36274007680629
0	4	interaction_distance	state_7:state_2	33.3195977227725
0	4	interaction_distance	state_7:state_3	43.898004942089095
0	4	interaction_distance	state_7:state_4	55.95201056866711
0	4	interaction_distance	state_7:state_5	50.74473913910369
0	4	interaction_distance	state_7:state_6	53.68609017879067
0	4	interaction_distance	state_7:state_7	43.793632273047685
0	4	interaction_distance	state_7:state_8	22.897967528612696
0	4	interaction_distance	state_8:state_0	14.71612644268185
0	4	interaction_distance	state_8:state_1	18.54347865313816
0	4	interaction_distance	state_8:state_2	34.21821044527661
0	4	interaction_distance	state_8:state_3	45.55671056222019
0	4	interaction_distance	state_8:state_4	55.217557276209064
0	4	interaction_distance	state_8:state_5	51.24469772668886
0	4	interaction_distance	state_8:state_6	55.19603911211577
0	4	interaction_distance	state_8:state_7	46.103854277246455
0	4	interaction_distance	state_8:state_8	23.253493903877335
0	6	moran_i	state_0	0.43243090806542583
0	6	geary_c	state_0	0.6792539806499198
0	6	moran_i	state_1	0.29052176678700137
0	6	geary_c	state_1	0.7790692432037197
0	6	moran_i	state_2	0.0695429570429571
0	6	geary_c	state_2	0.9305147977022975
0	6	moran_i	state_3	0.09710570469798656
0	6	geary_c	state_3	0.9475671140939593
0	6	moran_i	state_4	0.08311954230653414
0	6	geary_c	state_4	0.9176628525544515
0	6	moran_i	state_5	0.041290322580645154
0	6	geary_c	state_5	0.9646547379032256
0	6	moran_i	state_6	-0.008995983935742982
0	6	geary_c	state_6	1.0446878422782038
0	6	moran_i	state_7	0.07631466490848934
0	6	geary_c	state_7	0.9174648669767898
0	6	moran_i	state_8	0.25821300752807597
0	6	geary_c	state_8	0.8408097309638407
0	6	interaction_distance	state_0:state_0	12.349864918580804
