,combined_pvalue,adjusted_pvalue
ABCC11,2.22044604925031e-16,7.29463782538776e-15
ACTA2,2.22044604925031e-16,7.29463782538776e-15
ACTG2,0.626424999397058,1
ADAM9,0.107888659024054,1
ADGRE5,0.000697771713439654,0.00996664599079298
AIF1,2.22044604925031e-16,7.29463782538776e-15
AKR1C1,0.00242628958420155,0.0335615900848989
ANGPT2,0.186114611276111,1
ANKRD28,0.213767453664538,1
ANKRD29,0.838343977523064,1
ANKRD30A,1.11022302462516e-16,5.8357102603102e-15
APOBEC3B,0.0553824716512874,0.577597478822232
APOC1,8.70497444238616e-07,1.61113766924654e-05
AQP1,0.0444477430727204,0.478755066649123
AR,2.22044604925031e-16,7.29463782538776e-15
AVPR1A,0.000329021148791631,0.00480401998135725
BACE2,0.0444224860297411,0.478755066649123
BASP1,3.50830475781549e-13,9.60460647009388e-12
BTNL9,0.215460268906395,1
C1QA,0.0138521804820274,0.168545781087896
C1QC,8.83353683533983e-08,1.78584913541706e-06
C2orf42,0.296576733148833,1
C6orf132,0.5307755385503,1
CAV1,0.0232784280179843,0.27070651375581
CAVIN2,0.000300953780309476,0.00448490283906469
CCDC6,0.137267169846035,1
CCDC80,5.55e-17,5.8357102603102e-15
CCL5,0.0114959127535721,0.146666096880356
CCL8,0.000303752279259717,0.00448490283906469
CCND1,2.22044604925031e-16,7.29463782538776e-15
CCPG1,0.135282162942627,1
CD14,1.03361763592602e-13,2.88991821933447e-12
CD163,2.16220152893243e-10,5.16603067679273e-09
CD247,0.0317841410558424,0.356983479126874
CD3D,0.0232365562507264,0.27070651375581
CD3E,2.08183984384824e-07,4.02310996622187e-06
CD3G,0.528701369586988,1
CD4,2.22044604925031e-16,7.29463782538776e-15
CD68,1.11022302462516e-16,5.8357102603102e-15
CD69,3.14471819807816e-05,0.000508042840161306
CD83,0.0890236552603607,0.879583920226551
CD86,0.0024810003495932,0.0339608923040733
CD8A,0.141872514767463,1
CD8B,0.122205882596352,1
CD9,1.11022302462516e-16,5.8357102603102e-15
CD93,0.174380377383958,1
CDC42EP1,0.774301800053181,1
CDH1,8.65973959207622e-15,2.58628068354657e-13
CEACAM6,0.646602996213328,1
CENPF,0.297053738087162,1
CLDN4,0.0908142832612076,0.890579843397517
CLEC14A,0.77056549019694,1
CRISPLD2,2.22044604925031e-16,7.29463782538776e-15
CTLA4,0.0448937434800623,0.479627647426212
CTTN,1.88736954265245e-06,3.44467256451712e-05
CXCL12,5.55e-17,5.8357102603102e-15
CXCL16,0.216389220310776,1
CXCR4,1.70792229248207e-08,3.86957807551513e-07
CYTIP,1.54408913903836e-05,0.000266982180715271
DAPK3,0.37520924427606,1
DMKN,0.0337158959664764,0.372315608876035
DNTTIP1,0.114029695273615,1
DPT,2.22044604925031e-16,7.29463782538776e-15
DSC2,0.0322661441841466,0.359325933900409
DSP,4.23117096914893e-12,1.11202376865341e-10
DST,0.251299412886563,1
DUSP2,0.45742283935742,1
DUSP5,0.336526756529046,1
EDNRB,0.00149678063648584,0.0211494319765436
EGFL7,0.571829589863684,1
EGFR,2.22044604925031e-16,7.29463782538776e-15
EIF4EBP1,0.622333251446744,1
ELF3,2.22044604925031e-16,7.29463782538776e-15
ENAH,0.79091546208533,1
EPCAM,5.55e-17,5.8357102603102e-15
ERBB2,1.11022302462516e-16,5.8357102603102e-15
ERN1,0.307061725640707,1
ESM1,0.15018917461299,1
ESR1,0.859084050038733,1
FAM107B,0.00576018825186564,0.0772385481067771
FAM49A,0.0850740034032268,0.859957558654795
FASN,1.11022302462516e-16,5.8357102603102e-15
FBLIM1,2.1581615372579e-06,3.88494243734317e-05
FBLN1,1.11022302462516e-16,5.8357102603102e-15
FCER1G,2.22044604925031e-16,7.29463782538776e-15
FCGR3A,3.4145331007096e-10,8.01247708150622e-09
FGL2,2.33146835171283e-15,7.29463782538776e-14
FLNB,0.100446044135525,0.977738168397497
FOXA1,1.11022302462516e-16,5.8357102603102e-15
FSTL3,0.314636281786319,1
GATA3,1.11022302462516e-16,5.8357102603102e-15
GJB2,8.88178419700125e-16,2.84668793185864e-14
GLIPR1,1.11022302462516e-16,5.8357102603102e-15
GPR183,5.25066706003052e-07,9.85689070575912e-06
GZMA,0.0122458205443122,0.15325762527263
HAVCR2,0.000418692749669436,0.00604613093859032
HDC,0.329777299471905,1
HMGA1,0.737547926440663,1
HOOK2,0.622561422634413,1
HOXD8,0.618433702683127,1
HOXD9,0.154465158914669,1
HPX,0.475934682898664,1
IGF1,1.11022302462516e-16,5.8357102603102e-15
IGSF6,2.89982158285795e-08,6.24690559833528e-07
IL2RG,0.0272006098728457,0.310816668678005
IL3RA,0.0633872385921874,0.645707190071725
IL7R,5.45119505090952e-13,1.46190496827159e-11
ITGAM,0.0162421337469661,0.194032239989272
ITGAX,2.47858434887505e-08,5.52045903487937e-07
ITM2C,3.43729146479177e-07,6.54622259915128e-06
JUP,0.157663265477046,1
KARS,0.347927738772025,1
KDR,0.0135409394327611,0.166298571247904
KLF5,0.00623077690309315,0.0827047602252661
KLRB1,0.0262510497545752,0.302597491830745
KRT15,0.301375607703037,1
KRT7,5.55e-17,5.8357102603102e-15
KRT8,2.22044604925031e-16,7.29463782538776e-15
LAG3,0.261105568595353,1
LARS,0.128279034923911,1
LDHB,1.11022302462516e-16,5.8357102603102e-15
LGALSL,0.365233248896058,1
LPL,0.000213338526993567,0.00325982541261947
LPXN,1.58284719775637e-07,3.10447158503802e-06
LRRC15,1.98952188057433e-10,4.84148354532241e-09
LUM,5.55e-17,5.8357102603102e-15
LYPD3,8.73100817200267e-08,1.78584913541706e-06
LYZ,4.66533478515885e-11,1.1789705878589e-09
MAP3K8,0.235481068942291,1
MDM2,0.490644915186703,1
MEDAG,0.0067255805354205,0.0883798535666909
MKI67,0.086521850820706,0.867916621248819
MLPH,5.55e-17,5.8357102603102e-15
MMP1,7.25857578487421e-08,1.51402960112777e-06
MMP2,5.55e-17,5.8357102603102e-15
MMRN2,0.249122348623771,1
MNDA,0.000271488412842968,0.00410067684662955
MRC1,3.92097868887609e-05,0.000620783106148993
MYLK,0.168732067715699,1
MYO5B,4.61852778244065e-14,1.3486974823828e-12
MZB1,0.205599429161254,1
NARS,0.0492788270423725,0.518302678703785
NOSTRIN,0.120232768653275,1
NPM3,0.106009317934272,1
OCIAD2,0.0418204606301422,0.45796371122636
OXTR,0.843382791524565,1
PCLAF,0.409001737668554,1
PCOLCE,2.66085424804885e-08,5.82764832384742e-07
PDE4A,0.163072352111466,1
PDGFRA,5.55e-17,5.8357102603102e-15
PDGFRB,5.55e-17,5.8357102603102e-15
PDK4,4.29770663501472e-11,1.10736321024356e-09
PECAM1,0.0126337279079308,0.156620697651682
PELI1,0.16160569145485,1
PIM1,5.44005591684993e-08,1.15301557647222e-06
POLR2J3,0.944959419870915,1
POSTN,5.55e-17,5.8357102603102e-15
PPARG,0.118243277402438,1
PRDM1,5.18605158816854e-11,1.2858326912149e-09
PTGDS,7.061018436616e-14,2.01712593780287e-12
PTN,3.06423310588722e-05,0.000503332894027241
PTPRC,2.22044604925031e-16,7.29463782538776e-15
PTRHD1,0.19669199455123,1
QARS,0.185532893482161,1
RAB30,0.0223034236604439,0.264041417375955
RAMP2,0.966281925676796,1
RAPGEF3,0.138582930655984,1
RHOH,0.0493026163015202,0.518302678703785
RORC,0.555313680037356,1
RTKN2,0.00420287722308021,0.0569375098180572
RUNX1,1.11022302462516e-16,5.8357102603102e-15
S100A14,1.28058340620463e-05,0.000224372747847802
S100A4,9.38956431495441e-08,1.86949800329677e-06
SCD,1.11022302462516e-16,5.8357102603102e-15
SDC4,0.889633457698476,1
SEC11C,0.322331732141799,1
SEC24A,0.609742650400499,1
SELL,0.313092563428238,1
SERHL2,2.22044604925031e-16,7.29463782538776e-15
SERPINA3,0.485657066681695,1
SERPINB9,1.65712303454857e-05,0.000279179581339839
SFRP4,2.92943666699852e-05,0.000487282171722644
SH3YL1,0.0617045909802001,0.633477229040617
SLAMF1,0.011761028228496,0.148605695013407
SLAMF7,0.00815500868238095,0.105062506134211
SLC25A37,0.462659086324645,1
SLC5A6,0.00701151750479068,0.0912250581740083
SMAP2,0.763211497352338,1
SMS,0.141861839921567,1
SNAI1,0.580243709968522,1
SOX17,0.236641439071695,1
SQLE,0.536507222561493,1
SRPK1,0.0886352836104218,0.879583920226551
STC1,0.773127940661909,1
