genes,observed,p.value
SELL,0.0105817858058278,0.00195121951219512
MMP2,0.00943222782949112,0.00195121951219512
DNTTIP1,0.00893821305740164,0.00195121951219512
AIF1,0.0108006323543171,0.00292682926829268
CD3D,0.0105254625598038,0.00292682926829268
ENAH,0.00992021542691694,0.00292682926829268
CD69,0.00947717866001981,0.00292682926829268
MMRN2,0.00860435510525586,0.00292682926829268
LYPD3,0.00828178122532078,0.00292682926829268
MYLK,0.0148374383549332,0.00390243902439024
ANGPT2,0.0105066914006099,0.00390243902439024
IGF1,0.00809062110037885,0.00390243902439024
KDR,0.0102754671783707,0.00487804878048781
ELF3,0.00743112426226559,0.00487804878048781
SNAI1,0.00902409713547575,0.00585365853658537
SERHL2,0.00866871988427429,0.00585365853658537
TIFA,0.00828170251900989,0.00585365853658537
CTTN,0.00751474867120252,0.00585365853658537
DST,0.00713300274830152,0.00585365853658537
FBLIM1,0.00788606189277332,0.00682926829268293
GLIPR1,0.00787337367007657,0.00682926829268293
APOBEC3B,0.00716667662808159,0.00682926829268293
DAPK3,-0.00710484465911848,0.00682926829268293
SOX17,0.0139298345155406,0.00780487804878049
PDE4A,0.00887679744434431,0.00780487804878049
AKR1C1,0.00671329833219937,0.00780487804878049
AQP1,0.00811731024759171,0.00878048780487805
HOXD8,0.00701374840711363,0.00878048780487805
LPL,0.00937479576015802,0.00975609756097561
GJB2,0.00929926253304242,0.00975609756097561
NOSTRIN,0.00858414005189563,0.0107317073170732
MZB1,0.00805568304639059,0.0107317073170732
ADGRE5,0.00659370594861502,0.0107317073170732
SDC4,0.00686521734793371,0.0117073170731707
PPARG,0.00656440370956097,0.0126829268292683
HDC,0.00660193246993071,0.0146341463414634
EDNRB,0.00671476145266976,0.0185365853658537
ADAM9,-0.00636617137575641,0.0185365853658537
CCDC80,0.0071448052346207,0.0195121951219512
FCER1G,0.00607698689541555,0.0195121951219512
FAM49A,0.00584635169057611,0.0195121951219512
CD14,-0.00672780760099975,0.0253658536585366
KLF5,0.00600444040080639,0.0263414634146342
SH3YL1,0.00586632390500851,0.0282926829268293
SLC25A37,0.00554180838432118,0.0331707317073171
TFAP2A,0.00576760007246218,0.0370731707317073
TMEM147,0.00565274489399054,0.0409756097560976
ZNF562,0.00532186058020576,0.0409756097560976
CDC42EP1,0.00536927135789792,0.0517073170731707
LARS,0.00542512035733379,0.0526829268292683
NARS,-0.00510840478169897,0.0536585365853659
BTNL9,0.00476816419313891,0.055609756097561
JUP,-0.00507304588038093,0.0565853658536585
CCPG1,0.00541164448179272,0.0585365853658537
PTN,0.00523658522699962,0.0585365853658537
EGFL7,0.00522675290353648,0.0604878048780488
AVPR1A,0.00486640060390516,0.0692682926829268
PTGDS,0.00523243858106216,0.0712195121951219
ANKRD28,0.00490418632806686,0.0712195121951219
CXCL16,0.0049140761194302,0.0741463414634146
EGFR,0.00506683637634565,0.0770731707317073
CEACAM6,0.00476452501750805,0.0839024390243903
MNDA,0.00502219566017697,0.0848780487804878
TUBA4A,0.00458562829927833,0.088780487804878
PIM1,0.00452331052661607,0.088780487804878
FSTL3,-0.00437819912476583,0.095609756097561
MDM2,0.00433232260665078,0.0975609756097561
FLNB,0.00462830843817646,0.102439024390244
S100A14,0.00466688246083981,0.103414634146341
RTKN2,0.00456594450072825,0.110243902439024
DPT,0.00417337355010196,0.119024390243902
KRT15,-0.00429622710938995,0.124878048780488
CRISPLD2,0.00441901451166953,0.126829268292683
PDK4,0.00460845166094743,0.137560975609756
IGSF6,0.00409454011345976,0.138536585365854
FAM107B,0.00407542221431601,0.157073170731707
DSC2,-0.0039244083368243,0.157073170731707
FBLN1,0.00377908367037324,0.157073170731707
DMKN,-0.00354281404192448,0.161951219512195
EIF4EBP1,-0.00368338997355641,0.183414634146341
SRPK1,0.00383108500759542,0.195121951219512
HMGA1,0.00356812913735708,0.212682926829268
TYROBP,0.00348950932657117,0.216585365853659
WARS,0.00341498306310204,0.228292682926829
FCGR3A,-0.00323524464026397,0.237073170731707
APOC1,0.00320485361105236,0.255609756097561
CD68,0.00286349351027075,0.280975609756098
SERPINA3,-0.00265935929782562,0.303414634146341
TOMM7,0.00276003651960799,0.309268292682927
SEC11C,0.0026720642894272,0.32390243902439
TCIM,0.00281057881893789,0.327804878048781
TOP2A,0.00266303895684111,0.344390243902439
MRC1,0.00273925037172665,0.355121951219512
SLC5A6,0.00233618648017272,0.365853658536585
AR,0.00237350135152824,0.375609756097561
POLR2J3,-0.00237441484626881,0.379512195121951
VOPP1,-0.0022281067171093,0.382439024390244
CCL8,-0.00198630321872938,0.389268292682927
CD163,0.00218191166734679,0.393170731707317
RAB30,0.00221096213976442,0.397073170731707
SFRP4,0.00214660192931227,0.405853658536585
HAVCR2,-0.0024110758142519,0.406829268292683
HPX,0.00210732542892224,0.410731707317073
ANKRD29,0.00226177708101148,0.420487804878049
CTLA4,-0.00205348230426922,0.421463414634146
PTRHD1,-0.00204387951783531,0.444878048780488
PELI1,0.00198907216681053,0.452682926829268
DUSP5,0.00184492139206398,0.462439024390244
STC1,0.00193514606312213,0.463414634146342
RHOH,-0.00200233011549332,0.464390243902439
SMAP2,-0.0018333803595062,0.477073170731707
RAPGEF3,0.00182108837668942,0.497560975609756
GPR183,0.00181540806958281,0.514146341463415
CENPF,-0.00168355833118882,0.514146341463415
MKI67,-0.00167845367668839,0.514146341463415
BACE2,0.00182508227373594,0.522926829268293
TUBB2B,0.00158385135848355,0.536585365853659
LYZ,0.00171223550130495,0.538536585365854
MMP1,-0.00143412743650632,0.538536585365854
TRAPPC3,0.00152957115209709,0.544390243902439
PCOLCE,0.00176351672808098,0.551219512195122
HOXD9,0.00141451489036534,0.562926829268293
CCDC6,0.00154450109926124,0.571707317073171
CD86,-0.00144835499276182,0.588292682926829
NPM3,-0.00148215261939537,0.599024390243902
SMS,-0.00125988385578678,0.628292682926829
MEDAG,0.00133750803747215,0.631219512195122
C6orf132,-0.001238644083396,0.655609756097561
TPD52,0.00120280294245438,0.661463414634146
TRAF4,0.00110719632606328,0.675121951219512
FGL2,-0.00114527691065247,0.692682926829268
USP53,0.000960794585482055,0.72390243902439
OXTR,-0.000947399337672651,0.736585365853659
C2orf42,0.000921168297062084,0.736585365853659
TRIB1,-0.000949734649227211,0.745365853658537
ITGAX,0.000862639288121346,0.75219512195122
LAG3,0.000860563402904223,0.755121951219512
THAP2,0.000847130319104806,0.779512195121951
QARS,0.000754214610307875,0.786341463414634
SQLE,-0.000662257704568503,0.799024390243902
BASP1,0.000657535917365071,0.810731707317073
ITGAM,-0.000735519308354266,0.814634146341463
PCLAF,0.000735002316565198,0.816585365853659
SEC24A,-0.000598144757918205,0.83609756097561
OCIAD2,-0.000556635156187692,0.840975609756098
ESR1,-0.000410538864225921,0.867317073170732
RORC,-0.000328727850161972,0.910243902439024
HOOK2,0.000237531694954604,0.925853658536585
CD83,0.000254250500023648,0.929756097560976
C1QC,0.000246860224853928,0.931707317073171
ACTG2,-0.000213351724704829,0.943414634146341
LGALSL,-0.000216959607796024,0.947317073170732
C1QA,6.33815443815655e-05,0.980487804878049
CLDN4,1.0160518562492e-05,0.998048780487805
