genes,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
ABCC11,0.9999546021248288,4,0,0.14810660880509416,4.5399929762484854e-05,-4922.705425675468,-10.10334678959752,104.36225210218787,SE,2674,58.48615657028316,20551325680.67177,0.011413097381591797,9876.976174381583,-4922.854520433643,0.1490947581751243,0.6994019450125638,0.9922843164129244
ACTA2,0.9999546021248288,4,10,0.14810660880509416,4.5399929762484854e-05,-4913.432923886156,-9.983622953404506,101.942255823386,SE,2674,322.5529450323591,113341190656.39511,0.005068063735961914,9858.431170802958,-4913.490197996387,0.057274110231446684,0.8108573806956216,0.9922843164129244
ACTG2,2.061153324480865e-09,4,14,0.14810660880509416,485165195.4097903,-4679.755590755267,-8.7020664816515,1.6007998193065953e-07,SE,2674,27707.971366532583,4.722366482869645e+21,0.0048542022705078125,9391.07650454118,-4679.755684271489,9.351622247777414e-05,0.9922842744670319,0.9922843164129244
ADAM9,0.9999546021248288,4,17,0.14810660880509416,4.5399929762484854e-05,-4758.313584972598,-5.023136060179926,27.278329498004023,SE,2674,19.129472936918123,6721864651.046935,0.005104780197143555,9548.192492975842,-4758.588330608687,0.27474563608939206,0.6001659788144884,0.9922843164129244
ADGRE5,0.9999546021248289,4,25,0.14810660880509416,4.5399929762484854e-05,-4546.655300616935,-8.17616441917289,68.5782715864117,SE,2674,2521.9177987317908,886171310630.3533,0.0022530555725097656,9124.875924264517,-4546.670270012359,0.014969395423577225,0.902622246398834,0.9922843164129244
AIF1,0.9999546021248287,4,26,0.14810660880509416,4.5399929762484854e-05,-4877.452759652604,-1.2782535701164908,3.88151733221481,SE,2674,122.39654573238097,43008660870.156136,0.0025191307067871094,9786.470842335855,-4877.5501391530925,0.09737950048838684,0.7549972910304116,0.9922843164129244
AKR1C1,0.9999546021248289,4,27,0.14810660880509416,4.5399929762484854e-05,-4056.2181135090373,1.0712173494389636,2.363464930529907,SE,2674,149.4925016691964,52529850972.80707,0.003222942352294922,8144.0015500487225,-4056.2918819104175,0.0737684013802209,0.7859269926836685,0.9922843164129244
ANGPT2,0.9999546021248289,4,34,0.14810660880509416,4.5399929762484854e-05,-2719.6231634351425,-0.9423032428143956,1.3352099587463457,SE,2674,1733.4233870883118,609103942873.4075,0.0025589466094970703,5470.811649900933,-2719.635446086986,0.012282651843634085,0.9117534344650298,0.9922843164129244
ANKRD28,0.9999546021248287,4,37,0.14810660880509416,4.5399929762484854e-05,-4858.575464694004,-1.0411653754951167,3.300311169945667,SE,2674,94.24656720026522,33117100018.127583,0.005011081695556641,9748.716252418655,-4858.679832074553,0.10436738054886519,0.746650251662682,0.9922843164129244
ANKRD29,0.9999546021248287,4,39,0.14810660880509416,4.5399929762484854e-05,-3305.9221051941377,-0.8718555887103492,1.453837980737285,SE,2674,486.51074347235215,170953971376.2875,0.0058481693267822266,6643.409533418923,-3305.956686620636,0.03458142649833462,0.8524754866147214,0.9922843164129244
ANKRD30A,0.9999546021248288,4,41,0.14810660880509416,4.5399929762484854e-05,-3617.0839861690915,-2.3483663101318206,6.3884806303490365,SE,2674,1054.0856501662886,370392905983.018,0.003039121627807617,7265.733295368831,-3617.105478313878,0.021492144786407152,0.8834461793249064,0.9922843164129244
APOBEC3B,2.061153324480865e-09,4,42,0.14810660880509416,485165195.4097903,-4088.994243316305,-0.6550640041464358,3.4539918946332817e-09,SE,2674,5473.179529191619,9.328131324186953e+20,0.0066220760345458984,8209.553809663257,-4088.9943368324875,9.351618246000726e-05,0.9922842761178499,0.9922843164129244
APOC1,0.9999546021248287,4,44,0.14810660880509416,4.5399929762484854e-05,-4642.964516166304,-9.683431910136047,95.61776572826005,SE,2674,61.245608031099295,21520963437.65258,0.005667924880981445,9317.494355363255,-4643.096374545832,0.1318583795282393,0.7165129357768676,0.9922843164129244
AQP1,0.9999546021248287,4,53,0.14810660880509416,4.5399929762484854e-05,-2690.903152129291,-1.5455281866646473,2.8258161173913434,SE,2674,4193.026863493938,1473378756830.0288,0.0058078765869140625,5413.37162728923,-2690.906706720738,0.003554591447027633,0.9524579747544696,0.9922843164129244
AR,0.9999546021248288,4,60,0.14810660880509416,4.5399929762484854e-05,-3558.5672971982117,-4.294385280531662,19.272701069836636,SE,2674,64.37518550120603,22620658982.76446,0.00819706916809082,7148.699917427071,-3558.6943552571065,0.1270580588948178,0.721502060723604,0.9922843164129244
AVPR1A,0.9999546021248288,4,66,0.14810660880509416,4.5399929762484854e-05,-3073.7104223124834,-2.1286422108557685,5.1126589741461865,SE,2674,210.80865343384542,74075602622.4349,0.006092071533203125,6178.986167655615,-3073.7697306901327,0.05930837764935859,0.8075924357951518,0.9922843164129244
BACE2,2.061153324480865e-09,4,67,0.14810660880509416,485165195.4097903,-4365.412602593686,-3.60192236374033,2.990076221156031e-08,SE,2674,48.104116955785734,8.198552921648689e+18,0.0036661624908447266,8762.390528218019,-4365.412696109581,9.35158950596815e-05,0.9922842879737345,0.9922843164129244
BASP1,0.9999546021248288,4,70,0.14810660880509416,4.5399929762484854e-05,-3729.4708385936524,-2.564179864239493,7.525056653363411,SE,2674,143.55400865925378,50443136593.714386,0.004911184310913086,7490.507000217953,-3729.549033947541,0.07819535388853183,0.7797580722172789,0.9922843164129244
BTNL9,0.9999546021248288,4,72,0.14810660880509416,4.5399929762484854e-05,-4743.121576055555,-8.116424401180542,67.88321637012321,SE,2674,2589.9527236539398,910077957630.372,0.010438919067382812,9517.808475141757,-4743.149198202912,0.0276221473568512,0.868000252267392,0.9922843164129244
C1QA,0.9999546021248287,4,80,0.14810660880509416,4.5399929762484854e-05,-3027.2391605165467,-2.107779821659089,5.004384530214081,SE,2674,8260.099013970732,2902498555990.9634,0.003946065902709961,6086.043644063741,-3027.240733005597,0.0015724890504316136,0.9683684795505386,0.9922843164129244
C1QC,0.9999546021248288,4,83,0.14810660880509416,4.5399929762484854e-05,-4037.2881022160063,-2.2168157947199023,6.111616125740683,SE,2674,58.10214241061453,20416387765.03261,0.0056171417236328125,8106.141527462661,-4037.418253457882,0.1301512418758648,0.7182752776938162,0.9922843164129244
C2orf42,0.9999546021248288,4,85,0.14810660880509416,4.5399929762484854e-05,-4277.187148899699,-1.962555915360611,5.285105754059383,SE,2674,125.357670850205,44049164302.959496,0.004662036895751953,8585.939620830046,-4277.273540765002,0.08639186530217557,0.7688152666277352,0.9922843164129244
C6orf132,0.9999546021248288,4,87,0.14810660880509416,4.5399929762484854e-05,-4729.553824851591,-7.521102740299014,58.557067442927654,SE,2674,108.1746581190486,38011262147.54279,0.019523143768310547,9490.67297273383,-4729.678684200293,0.12485934870164783,0.7238227494036118,0.9922843164129244
CAV1,0.9999546021248288,4,89,0.14810660880509416,4.5399929762484854e-05,-2632.720625212764,-2.880140544536788,8.711338924739856,SE,2674,691.7885531048853,243086102605.05554,0.0044269561767578125,5297.006573456176,-2632.7500882786344,0.029463065870459104,0.8637142002687672,0.9922843164129244
CAVIN2,0.9999546021248288,4,93,0.14810660880509416,4.5399929762484854e-05,-4358.885574406706,-0.5753920289101239,1.8563931748742986,SE,2674,2155.3275193904756,757355935093.7058,0.005476951599121094,8749.336471844059,-4358.905066503377,0.019492096671456238,0.8889649002505821,0.9922843164129244
CCDC6,2.061153324480865e-09,4,94,0.14810660880509416,485165195.4097903,-3491.030870920589,0.09154976656731341,1.6602055718415928e-09,SE,2674,131.78583289670675,2.2460720489272984e+19,0.013202905654907227,7013.627064871826,-3491.030964436613,9.35160237531818e-05,0.9922842826648471,0.9922843164129244
CCDC80,0.9999546021248288,4,96,0.14810660880509416,4.5399929762484854e-05,-4490.732022687614,-5.844099848323917,35.8233316444696,SE,2674,43056132.75343023,1.5129402556978732e+16,0.002650022506713867,9013.029368405874,-4490.760204882763,0.028182195149383915,0.8666811974413732,0.9922843164129244
CCL5,2.061153324480865e-09,4,97,0.14810660880509416,485165195.4097903,-4769.674105650061,-7.0042154502544,1.0539341836314186e-07,SE,2674,4.9588655816436225,8.451568072607054e+17,0.002441883087158203,9570.91353433077,-4769.674199165267,9.351520566269755e-05,0.9922843164129244,0.9922843164129244
CCL8,0.9999546021248288,4,98,0.14810660880509416,4.5399929762484854e-05,-3983.2531760946586,-4.5574359468950885,21.913693078516257,SE,2674,15.401260084992682,5411815897.295233,0.004137992858886719,7998.071675219965,-3983.558770413589,0.3055943189306163,0.5803963553656979,0.9922843164129244
CCND1,0.9999546021248288,4,104,0.14810660880509416,4.5399929762484854e-05,-3739.6589347254094,0.37322855903448393,1.0992102252494969,SE,2674,1260.9861829447245,443095242432.7647,0.0025987625122070312,7510.883192481467,-3739.6748137528157,0.01587902740629943,0.89972241542389,0.9922843164129244
CCPG1,0.9999546021248287,4,109,0.14810660880509416,4.5399929762484854e-05,-4696.152998489893,-1.4381681908008879,4.03063927151619,SE,2674,137.98443360038436,48486055505.54465,0.0028429031372070312,9423.871320010434,-4696.244112098884,0.09111360899078136,0.7627661775269565,0.9922843164129244
CD14,0.9999546021248288,4,110,0.14810660880509416,4.5399929762484854e-05,-4543.2119813957015,-5.474596483213379,31.71011195667152,SE,2674,6.975424577126226,2451079548.5922427,0.0024399757385253906,9117.98928582205,-4543.639551894075,0.4275704983738251,0.5131834819102067,0.9922843164129244
CD163,0.9999546021248288,4,113,0.14810660880509416,4.5399929762484854e-05,-4626.050311936806,-7.50851536848111,58.21801813764258,SE,2674,48.35982657336238,16993056204.224691,0.0035581588745117188,9283.665946904259,-4626.222369090935,0.1720571541291065,0.6782899838459969,0.9922843164129244
CD247,0.9999546021248287,4,116,0.14810660880509416,4.5399929762484854e-05,-4613.037280437518,-8.69759685126028,77.46262216311213,SE,2674,2171.59473834882,763072038430.5459,0.0023779869079589844,9257.639883905684,-4613.069020925321,0.03174048780238081,0.8585984196188159,0.9922843164129244
CD3D,0.9999546021248288,4,117,0.14810660880509416,4.5399929762484854e-05,-4793.736657649613,-8.583365209207164,75.75634927081155,SE,2674,1251.0801145511139,439614370211.77136,0.0026350021362304688,9619.038638329874,-4793.762908441464,0.026250791850543465,0.871289347349633,0.9922843164129244
CD3E,0.9999546021248287,4,118,0.14810660880509416,4.5399929762484854e-05,-2672.507469230648,-2.406813718372696,6.222556886126584,SE,2674,322.1704794078972,113206796877.47205,0.002171039581298828,5376.580261491944,-2672.552480825666,0.04501159501796792,0.8319827092021386,0.9922843164129244
CD3G,0.9999546021248288,4,122,0.14810660880509416,4.5399929762484854e-05,-3353.33487753023,-2.027084230790056,4.826483720673407,SE,2674,282.8388964716779,99386155928.47318,0.0025479793548583984,6738.235078091108,-3353.3842968436015,0.0494193133713452,0.8240768095963911,0.9922843164129244
CD4,2.061153324480865e-09,4,129,0.14810660880509416,485165195.4097903,-4226.943971225166,-7.573006832959475,1.2105686491315039e-07,SE,2674,608.1310587990688,1.0364590360207725e+20,0.002629995346069336,8485.45326548098,-4226.944064741282,9.351611606689403e-05,0.9922842788567077,0.9922843164129244
CD68,2.061153324480865e-09,4,133,0.14810660880509416,485165195.4097903,-1826.9175901984272,-2.3659206213596864,1.2010699767529625e-08,SE,2674,323.8331204269696,5.5192011487154364e+19,0.0023949146270751953,3685.400503427502,-1826.9176837145208,9.351609355690016e-05,0.9922842797852932,0.9922843164129244
