genes,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
AR,0.4425453093309026,4,61,4.2680942669421515,1.259550336046327,-3164.5025742702733,-4.2477324372876,8.050201349536882,SE,2032,0.15415359075284504,2.948506888095422,0.0013422966003417969,6359.47225177534,-3165.302247723861,0.7996734535877295,0.37119101946181465,0.20765931158702922
AVPR1A,0.5532296835174423,4,66,4.2680942669421515,0.8075000028073535,-2033.898064165826,-2.7040559834481623,3.9666591687076402,SE,2032,0.11792869130007631,2.2489040387930994,0.0013277530670166016,4098.263231566446,-2035.3237855668217,1.4257214009955987,0.23246397926898565,0.14167433982873684
BACE2,0.999954598336349,4,69,4.2680942669421515,4.5399929762484854e-05,-2046.8322976964885,-2.6927659701201874,6.771393849349355,SE,2032,1.427877319401176,501655040.1477086,0.0017170906066894531,4124.131698627771,-2051.404813984011,4.572516287522603,0.03248881068361531,0.02257473817043334
BASP1,0.6324796552866487,4,71,4.2680942669421515,0.5810299519522749,-3230.81068846378,-4.77214905216051,14.026533664926422,SE,2032,0.08048400819170509,1.6918776478012116,0.001499176025390625,6492.088480162353,-3233.5966841876007,2.7859957238206334,0.09509157348822028,0.06249172408864422
BTNL9,0.5972244145228153,4,76,4.2680942669421515,0.6743560840950036,-3241.412957106487,-3.638586283931709,8.094719920469366,SE,2032,0.037506207950086384,0.7466132976014239,0.0014200210571289062,6513.293017447767,-3245.1096202942263,3.696663187739432,0.05452140024848484,0.037407478729663705
C1QA,0.428999170444807,4,78,4.2680942669421515,1.330895579721241,-2186.574754826216,-3.024137701877138,3.891391394546215,SE,2032,0.30107656229701274,5.8234187587370085,0.0013990402221679688,4403.6166128872255,-2186.9311963798605,0.3564415536443448,0.5504891782068602,0.30177570299142636
C1QC,0.293695846095111,4,79,4.2680942669421515,2.4046819980483694,-3569.9747264537527,-4.424697505932174,6.068399022798134,SE,2032,0.08304103431922306,2.0978884057064238,0.0015761852264404297,7170.416556142299,-3570.718796864695,0.7440704109421858,0.3883600921106387,0.2161558954233611
C2orf42,0.37387522262291467,4,89,4.2680942669421515,1.6745491591368513,-2141.930951108916,-3.0151145685823253,3.3887196801589408,SE,2032,0.09017757331356713,1.8744577244007234,0.0016131401062011719,4314.329005452625,-2142.817901443441,0.8869503345249541,0.34630507848559444,0.19473575172573263
C6orf132,0.3141240575804656,4,96,4.2680942669421515,2.1832731163475407,-3432.7392438421766,-6.302306855076407,12.418186990274608,SE,2032,0.04592713318356443,1.0909158157799799,0.0013811588287353516,6895.9455909191465,-3434.414902836602,1.6756589944252482,0.19550227006347387,0.12049446537039994
CAV1,0.9315197879311353,4,97,4.2680942669421515,0.07350835559424851,-3504.9369439046104,-6.637793640478943,37.82757333204709,SE,2032,0.14441135233552774,29.37995077321235,0.0021610260009765625,7040.340991044014,-3515.9482779726723,11.011334068061842,0.0009055644641726701,0.0007263886076251365
CAVIN2,0.6940017566934882,4,98,4.2680942669421515,0.4408816865243343,-3105.6321875360286,-4.664740124909058,14.53030694922807,SE,2032,0.031781169429213815,0.7727929696918132,0.0013818740844726562,6241.7314783068505,-3110.0550854851363,4.422897949107664,0.035459764721206266,0.024483151706241386
CCDC6,0.6796100462845738,4,109,4.2680942669421515,0.4713926377346583,-3337.303044464753,-3.0309147085898895,6.726883794549505,SE,2032,0.03061457707306125,0.7148507954913026,0.0017139911651611328,6705.073192164299,-3342.0471591587802,4.744114694027303,0.02939867660491635,0.0206911506896772
CCDC80,0.42562828825674054,4,111,4.2680942669421515,1.349355096715229,-3393.31637306802,-6.015190080671659,15.13603594095032,SE,2032,0.08667497970395326,1.6817789703279853,0.0013458728790283203,6817.099849370833,-3394.5499109244547,1.2335378564348503,0.2667201109156696,0.15727967228442435
CCL5,0.5104815185751674,4,118,4.2680942669421515,0.9588546202158407,-1899.4577070669707,-2.7052491409870316,3.6551074016306355,SE,2032,0.22955237392538413,4.302668242757213,0.0013210773468017578,3829.3825173687346,-1900.512682577201,1.0549755102304061,0.3043639585537625,0.17475442596388283
CCL8,0.3558923568115793,4,128,4.2680942669421515,1.8096870864567227,-3030.67331593295,-3.4475276925970797,4.4149572083868165,SE,2032,0.0795063148653291,1.7089788713388003,0.0013103485107421875,6091.8137351006935,-3031.649072050617,0.9757561176670606,0.3232488030949471,0.1827124652444355
CCND1,0.999954598336349,4,136,4.2680942669421515,4.5399929762484854e-05,-1947.4015060772185,-2.2094137699981746,4.662563094542654,SE,2032,0.0030762908619906357,1080790.9019278665,0.0017039775848388672,3925.2701153892303,-1963.4101422524498,16.00863617523123,6.305420016239349e-05,5.250870242531034e-05
CCPG1,0.8804683040483462,4,140,4.2680942669421515,0.13574787844011674,-2555.892397992578,-3.3296979059370457,9.278935525374216,SE,2032,0.10614560139999335,8.61583571238717,0.0016748905181884766,5142.251899219949,-2564.5624620352373,8.670064042659305,0.0032347982339109294,0.002466293499173913
CD14,0.9999545983363489,4,147,4.2680942669421515,4.5399929762484854e-05,-1807.4657261174314,-2.5343628686509074,5.955575932561299,SE,2032,0.016851665291601717,5920482.60277678,0.0021250247955322266,3645.398555469656,-1816.6065957219678,9.14086960453642,0.002499622715072647,0.001933944073557174
CD163,0.5739741801086916,4,148,4.2680942669421515,0.7421766051428736,-2526.681386891866,-3.007869441998209,5.1758954178592935,SE,2032,0.418750205526109,8.122031374246601,0.0013680458068847656,5083.829877018526,-2528.0586818590805,1.3772949672143113,0.24056245069481708,0.14419327713975053
