genes,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
ABCC11,0.9999546021198971,4,3,0.15339959856574098,4.5399929762484854e-05,-4681.991154368508,-7.993266595943646,65.55230186625428,SE,2778,31402.546925704228,11034471517928.4,0.0015559196472167969,9395.700254830273,-4682.02748770126,0.03633333275138284,0.8488287695088608,0.9653896839444113
ACTA2,0.9999546021198971,4,4,0.15339959856574098,4.5399929762484854e-05,-3683.8454486140145,-1.0498395883666465,1.9319014134712829,SE,2778,9.60863352257769,3376356484.1465006,0.0015990734100341797,7399.408843321286,-3684.23841879081,0.39297017679564306,0.5307422681556297,0.7382606552692801
ACTG2,0.9999546021198971,4,17,0.15339959856574098,4.5399929762484854e-05,-4871.213321479036,-6.175271298194764,40.0602997027995,SE,2778,17.796796777495498,6253577062.289154,0.0018467903137207031,9774.144589051328,-4871.5333072128,0.3199857337640424,0.5716162185638752,0.7698534930153202
ADAM9,2.0611531005617663e-09,4,21,0.15339959856574098,485165195.4097903,-3451.2825909340827,-3.2633066801994,2.3397475162286795e-08,SE,2778,3.0540396218012877,5.2051076891116986e+17,0.001840829849243164,6934.283127961423,-3451.2826809472376,9.001315493151196e-05,0.992430162824552,0.9842282606524484
ADGRE5,0.9999546021198972,4,22,0.15339959856574098,4.5399929762484854e-05,-4006.212267867355,-4.659154512109612,22.740271770439534,SE,2778,83.6878351469851,29406883317.879387,0.0019359588623046875,8044.1424818279675,-4006.3592923144965,0.14702444714157537,0.7013952767127508,0.8597286333557723
AIF1,0.9999546021198971,4,39,0.15339959856574098,4.5399929762484854e-05,-3423.7120244537973,-0.95231453939652,1.5949355753612582,SE,2778,123.41814997348712,43367630781.66529,0.0032567977905273438,6879.141995000852,-3423.7724659964306,0.06044154263327073,0.8057994205932792,0.9380708992594351
AKR1C1,0.9999546021198971,4,97,0.15339959856574098,4.5399929762484854e-05,-4810.352199083412,-7.42235242927765,56.92230322104685,SE,2778,420.9874415008679,147929846061.74695,0.0024900436401367188,9652.422344260081,-4810.427673294722,0.07547421130948351,0.7835269833671269,0.9290833794867118
ANGPT2,2.0611531005617663e-09,4,104,0.15339959856574098,485165195.4097903,-3820.7159113442613,-0.09275573122099229,1.9068024960021634e-09,SE,2778,9.771593941684777,1.665407298505903e+18,0.0019922256469726562,7673.14976878178,-3820.7160013579796,9.001371836347971e-05,0.992430139133828,0.9842282606524484
ANKRD28,0.9999546021198971,4,118,0.15339959856574098,4.5399929762484854e-05,-2859.7430844977334,-2.624151880168301,7.340295314743517,SE,2778,73.32242004585979,25764603028.4584,0.0017991065979003906,5751.204115088724,-2859.8325592956303,0.08947479789685531,0.7648459060132567,0.916034226914972
ANKRD29,0.9999546021198971,4,141,0.15339959856574098,4.5399929762484854e-05,-4201.759181377542,-8.029919801022093,65.64116805174812,SE,2778,1058.910045766498,372088059219.4067,0.0020492076873779297,8435.23630884834,-4201.801963412266,0.042782034724041296,0.8361362337096426,0.9601564406235131
