genes,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
C6orf132,0.9999546021303346,4,178,0.08882474029343601,4.5399929762484854e-05,-11337.86727187084,-9.418058025119722,91.04565881599407,SE,6134,19.889078372972296,6988782478.378065,0.004461050033569336,22710.62095312038,-11338.129145909203,0.2618740383622935,0.6088355788733057,0.9648635256586153
CAV1,2.061153574466891e-09,4,182,0.08882474029343601,485165195.4097903,-10803.95001431644,-8.06669220687453,1.3821031218991716e-07,SE,6134,5.496524119744078,9.367916054095706e+17,0.004766225814819336,21642.78643801158,-10803.950055076428,4.0759987314231694e-05,0.9949060564104039,0.9949060564104039
CAVIN2,0.9999546021303346,4,185,0.08882474029343601,4.5399929762484854e-05,-9159.249943797226,-3.7371079694149882,15.123750068508024,SE,6134,207.28168580788895,72836286664.1636,0.0033719539642333984,18353.38629697315,-9159.315123562694,0.06517976546820137,0.7984888657532145,0.9949060564104039
CCDC6,0.9999546021303346,4,191,0.08882474029343601,4.5399929762484854e-05,-10662.971858220164,-6.927279979360966,49.87348993376615,SE,6134,1738.5812625071503,610916505872.794,0.0037729740142822266,21360.830125819026,-10663.012042779625,0.040184559460612945,0.8411201598874486,0.9949060564104039
CCDC80,0.9999546021303346,4,200,0.08882474029343601,4.5399929762484854e-05,-8708.571722501287,-3.393301182768831,12.51413681947794,SE,6134,139.60015594913702,49053812629.14403,0.0035560131072998047,17452.02985438127,-8708.649946234564,0.07822373327690002,0.77971914079799,0.9949060564104039
CCL5,0.9999546021303345,4,201,0.08882474029343601,4.5399929762484854e-05,-8461.819724016015,-3.2033904301462774,11.184138500360461,SE,6134,586.2928783708418,206016252675.27002,0.003773212432861328,16958.52585741073,-8461.855783851574,0.03605983555826242,0.8493919789815703,0.9949060564104039
CCL8,0.9999546021303346,4,209,0.08882474029343601,4.5399929762484854e-05,-10198.466354371918,-5.003907443565962,26.66292246849844,SE,6134,48.29831859742874,16971447164.099527,0.003944873809814453,20431.819118122534,-10198.660835666285,0.19448129436750605,0.6592127553745406,0.9949060564104039
CCND1,0.3103559513418948,4,0,0.227359719647444,2.222103350684786,-11358.099058968062,-9.411077460462979,28.150580973006694,SE,6134,0.15179615219943632,3.644379466123614,0.0022897720336914062,22751.084527314822,-11358.205251627664,0.10619265960121993,0.7445210859146796,0.9949060564104039
CCPG1,0.5120855093482296,4,2,0.227359719647444,0.9527974125317051,-10406.53626071725,-6.598019073607097,23.089185542020545,SE,6134,0.3079057948927961,5.772619102804556,0.0028710365295410156,20847.958930813198,-10407.530835954138,0.9945752368876128,0.318626711775173,0.5950653726701589
CD14,0.9999546020622289,4,3,0.227359719647444,4.5399929762484854e-05,-10381.914167013349,-7.351944599903409,55.35682956741174,SE,6134,534.2036306083857,187712155525.30527,0.003015279769897461,20798.714743405395,-10384.27806704985,2.3639000365019456,0.1241714094934886,0.2601686675101666
CD163,0.9999546020622289,4,7,0.227359719647444,4.5399929762484854e-05,-6832.102140237121,-2.182310413153944,5.268900883974648,SE,6134,0.013588218071733065,4774721.768725826,0.0037529468536376953,13699.090689852937,-6836.966507532467,4.86436729534671,0.027416850110522306,0.06854212527630577
CD247,0.42596498108761127,4,10,0.227359719647444,1.3476087730654978,-11212.756090193114,-9.982533502705314,43.25840821047568,SE,6134,0.5165941504375158,10.020384523848474,0.003228902816772461,22460.398589764925,-11212.856307067257,0.10021687414337066,0.7515695316819311,0.9949060564104039
CD3D,0.5927391608338377,4,14,0.227359719647444,0.6870816818581401,-10767.64496288264,-8.558042210832621,44.36032776437774,SE,6134,0.2744380920250264,5.432539295446833,0.0037131309509277344,21570.176335143977,-10769.22333620955,1.578373326910878,0.20899515828276505,0.4068932285151178
CD3E,0.9999546020622287,4,21,0.227359719647444,4.5399929762484854e-05,-7323.577747969881,-2.986304504542922,9.486312297071764,SE,6134,0.07631190741884661,26815004.266304534,0.0033440589904785156,14682.041905318458,-7325.366919864054,1.7891718941727959,0.18102709193319177,0.36537578188350633
CD3G,0.3691042692933907,4,25,0.227359719647444,1.7092589365660276,-10487.69822722493,-8.27371933197745,25.846527883065452,SE,6134,0.14961730933839462,3.136158091774476,0.0032219886779785156,21010.282863828557,-10488.048465582913,0.35023835798347136,0.5539782324107632,0.9027793417064289
CD4,0.5989030968129594,4,30,0.227359719647444,0.669718181559703,-10690.909176412524,-4.2511597114509145,11.91497736993709,SE,6134,0.20164145965168953,4.022682357101264,0.004063129425048828,21416.704762203746,-10692.676094263265,1.7669178507403558,0.18376397969030134,0.3675279593806026
CD68,0.9999546020622289,4,36,0.227359719647444,4.5399929762484854e-05,-6327.657250913521,-1.1738848689124537,1.8285353159369102,SE,6134,0.1527821344374992,53685639.96534126,0.0032088756561279297,12690.200911205739,-6328.053254457589,0.39600354406775296,0.5291604443280797,0.8687708787475935
CD69,0.9999546020622289,4,43,0.227359719647444,4.5399929762484854e-05,-5951.626065761127,-1.6229849484390808,3.0215085946362734,SE,6134,0.02800561295739052,9840805.404188752,0.003506183624267578,11938.13854090095,-5955.362322969066,3.7362572079382517,0.053243584330015414,0.1259525650817569
CD83,0.5771961850867812,4,46,0.227359719647444,0.7325120687762897,-7535.283887773752,-2.655405493648204,4.444788387562249,SE,6134,0.032522245170778535,0.6327888905574874,0.004999876022338867,15105.4541849262,-7538.0056584901395,2.7217707163872547,0.09898814741832296,0.21561774685179258
CD86,0.6124353550940567,4,47,0.227359719647444,0.6328244312029089,-11105.200245294576,-9.791653966379506,59.760436489679556,SE,6134,0.05991135851227043,1.218163457275984,0.003935813903808594,22245.28689996785,-11107.452452270929,2.2522069763526815,0.13342399279848394,0.2769177209025138
CD8A,0.1553250844930546,4,54,0.227359719647444,5.438101856579255,-9168.300333749781,-8.97810320611053,12.683380822781865,SE,6134,0.17678600362882838,9.706800685452762,0.0036988258361816406,18371.48707687826,-9168.401754274251,0.10142052447008609,0.7501315630001846,0.9949060564104039
CD8B,0.594712724636295,4,57,0.227359719647444,0.6814830790395914,-11574.33404300396,-2.590768220397088,5.488894708256262,SE,6134,0.5405008914167996,10.725325594412212,0.004193782806396484,23183.55449538662,-11575.830116835306,1.4960738313457114,0.2212764567360367,0.4270247410695445
