c2l,RCTD_full,RCTD_multi,CARD,Seurat,spatialDWLS
0.16543810248053217,0.0632755159081601,0.06255130808530707,0.15683430498375647,0.0612921017330066,0.07328108154110269
0.11807392795334125,0.02802307585450412,0.08758026812553468,0.04518414351948528,0.09130487562547093,0.022949588269187922
0.11295355168335698,0.08472088549821546,0.1277393485415283,0.045849062657127335,0.15276467583950762,0.04915810429693191
0.1381205434519733,0.08211332565933768,0.07129670042009804,0.06421768558985874,0.1414213562373095,0.07412733124723463
0.14495414130056408,0.137529712194555,0.13017398876112318,0.11076034082746039,0.26510720303009,0.15742917095989387
0.18215421016067243,0.024270240425213623,0.06185895741317417,0.10113238629371109,0.06185895741317417,0.06185895741317417
0.11943975688244314,0.07876342227404008,0.11199695849869475,0.04974164351796147,0.0804648043389845,0.06178983798823325
0.13253159495437422,0.10347193905808721,0.10100845250405613,0.07516068568607553,0.08510159287723053,0.1011903385347371
0.11175286282919353,0.04150272141395371,0.10676448319162712,0.05105949974727402,0.172723167704981,0.1517758498163273
0.12770895950316347,0.05700125382124254,0.06629606047866572,0.08908439886454646,0.21177330542417203,0.22128301110100518
0.10896458207762388,0.10485336259699322,0.10828973187981017,0.09875295244191365,0.16351425822841414,0.08861287529136577
0.22330436729288336,0.01807546119653048,1.0,0.0768332802909497,0.005809589656002595,0.0
0.13588516822034305,0.0726038885449872,0.08146451208448863,0.08184258479789351,0.20084562575978948,0.04760957799947614
0.1321682600875411,0.07672581631713675,0.06780315886029815,0.06348789170685294,0.10877278319303496,0.056014780073551866
0.17555262102661545,0.013781862726953701,0.025239460451353442,0.07285026712488724,0.048112522432468746,0.048112522432468746
0.1315004583786785,0.0592602297275906,0.07085970688921281,0.02911223151542701,0.14585952473251743,0.0360845585401194
0.09582117960384129,0.08593733954027304,0.087810569478015,0.08780246401101427,0.17320508075688776,0.14203250956710922
0.11712512079171095,0.029975866797357864,0.07672632751583139,0.052553184327395384,0.08784137684517032,0.12371791482634834
0.11460649016844938,0.03894139112074519,0.08445549944742316,0.09120403623710861,0.28354920239208997,0.049941559833333794
0.15709950855355154,0.11161682156361846,0.12812649907402243,0.1004370485531677,0.15904185719618447,0.11860225669325455
0.12567478934583673,0.037400193128710776,0.0567943482567434,0.06241467465785037,0.23651255138593527,0.054721734704695386
0.19455039841750474,0.008444686737251942,0.007080809232933694,0.08537224672295692,0.07020564274486765,0.08249054600786744
0.14008490510147578,0.04294879601857198,0.06292658843158173,0.10441467731734283,0.055226698919429856,0.04152315089834332
0.13132707498866086,0.08035189651693461,1.0,0.11089746441379636,0.07488102922420736,0.09047636808227101
0.1502568947438099,0.11282411143102304,0.2787906787939248,0.14423716411100118,0.2622310823788314,0.08900385305299105
0.14597884961415825,0.12504363132538854,0.1418677963974535,0.06760396755030196,0.09081204415025668,0.10235880950913194
0.07965460185001724,0.13938461787544484,0.13902881730086492,0.05938908559555173,0.13456527552029057,0.10245355398772432
0.15155934548422417,0.025321870475727343,0.04631655120829469,0.09007495294790652,0.07799712428863455,0.04988106209793461
0.13522319147333173,0.058711234198611954,0.10306557334943084,0.08893701902803111,0.11062395576048774,0.10922645646255295
0.17628334141927074,0.0303934822613183,0.021877450211468325,0.12226222158786598,0.06744996004036195,0.05515108337112117
0.1261799000561799,0.10237000023503576,0.10142869686641653,0.08296197276305577,0.1643030053254687,0.2930691575453063
0.11842120706472901,0.10555596000818258,0.14326409139402446,0.06241001241125865,0.05608318374107185,0.07182254156110378
