cell_type	Cux2	Rorb	Fezf2	Deptor	Tshz2	Foxp2	Sulf2	Car3	Ctgf
L2/3 IT	8.698654708520179	4.2538116591928254	0.357847533632287	0.2896860986547085	0.19013452914798207	0.17488789237668162	0.08340807174887892	0.3721973094170404	0.2600896860986547
L4/5 IT	3.5472560975609757	12.650914634146341	1.1265243902439024	2.1036585365853657	1.7301829268292683	0.38871951219512196	0.5792682926829268	1.6356707317073171	0.5823170731707317
L5 ET	1.0660660660660661	4.105105105105105	9.345345345345345	1.924924924924925	2.06006006006006	1.93993993993994	0.7717717717717718	0.45045045045045046	1.5915915915915917
L5 IT	0.6578171091445427	5.985250737463127	1.8908554572271385	9.377581120943953	1.2035398230088497	1.191740412979351	1.6371681415929205	1.8377581120943953	0.45132743362831856
L5/6 NP	0.7702349869451697	1.8198433420365536	2.2114882506527413	1.8642297650130548	10.067885117493473	1.3368146214099217	2.772845953002611	0.9530026109660574	0.8955613577023499
L6 CT	1.3309859154929577	0.6690140845070423	2.232394366197183	0.8485915492957746	1.897887323943662	7.496478873239437	2.362676056338028	1.721830985915493	1.528169014084507
L6 IT	2.044642857142857	1.1607142857142858	2.205357142857143	4.294642857142857	0.8839285714285714	1.1964285714285714	10.875	2.205357142857143	0.8839285714285714
L6 IT Car3	0.18947368421052632	0.5473684210526316	0.7052631578947368	0.8631578947368421	0.9368421052631579	1.2526315789473683	2.0631578947368423	11.0	0.6526315789473685
L6b	0.27906976744186046	1.1162790697674418	1.0	0.6744186046511628	1.0232558139534884	2.441860465116279	2.3255813953488373	1.3255813953488371	6.209302325581396
