genes,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
ABCC11,0.9999546021308008,4,1,0.056048419074703135,4.5399929762484854e-05,-13315.21494500113,-4.163535576318566,20.146706701370405,SE,6877,155.25519655877383,54554806377.91645,0.004350185394287109,26665.77364115954,-13315.300779437955,0.08583443682618963,0.7695411483240217,0.9951891000992836
ACTA2,0.9999546021308008,4,8,0.056048419074703135,4.5399929762484854e-05,-11082.471007838061,-3.664848988536976,14.899426641265338,SE,6877,4836.270366946829,1699407165158.2917,0.0036270618438720703,22200.285766833404,-11082.49477125148,0.023763413419146673,0.8774884194099527,0.9951891000992836
ACTG2,2.061153595635627e-09,4,21,0.056048419074703135,485165195.4097903,-8385.108522286078,-2.741761632951447,1.687684586914068e-08,SE,6877,115.32977588666088,1.9656051957834113e+19,0.0029349327087402344,16805.560795729438,-8385.108558642458,3.63563794962829e-05,0.9951890843335555,0.9951891000992836
ADAM9,0.9999546021308009,4,22,0.056048419074703135,4.5399929762484854e-05,-10507.162602137896,-4.078625927249028,17.87669089618636,SE,6877,258.18324867473723,90722484359.09605,0.0030541419982910156,21049.668955433073,-10507.226482366972,0.06388022907594859,0.8004649748907529,0.9951891000992836
ADGRE5,0.9999546021308008,4,33,0.056048419074703135,4.5399929762484854e-05,-6582.49645014181,-1.6404217716444982,3.0877820080471783,SE,6877,1241.0805071250031,436100744234.861,0.003386259078979492,13200.336651440899,-6582.5145179067185,0.018067764908664685,0.8930733248171974,0.9951891000992836
AIF1,0.9999546021308008,4,40,0.056048419074703135,4.5399929762484854e-05,-8079.119766166212,-2.309253746231482,5.945716371008707,SE,6877,789.3090062184044,277353679368.082,0.004294157028198242,16193.583283489703,-8079.146845245037,0.027079078825408942,0.869292505152456,0.9951891000992836
AKR1C1,0.9999546021308008,4,44,0.056048419074703135,4.5399929762484854e-05,-11818.699567965623,-9.885654576680087,99.53596683998461,SE,6877,480.3015439774556,168772178422.57855,0.0038661956787109375,23672.742887088527,-11818.742463739201,0.04289577357849339,0.8359216496348799,0.9951891000992836
ANGPT2,0.9999546021308008,4,54,0.056048419074703135,4.5399929762484854e-05,-9922.238408599253,-8.580566595799745,74.66674134700483,SE,6877,1706.493357488504,599641215022.0214,0.0029299259185791016,19879.820568355786,-9922.30232055946,0.06391196020740608,0.8004164702145675,0.9951891000992836
ANKRD28,0.9999546021308009,4,56,0.056048419074703135,4.5399929762484854e-05,-11028.377249639954,-4.370321493176511,20.544441462306068,SE,6877,131.03636147696298,46044599390.31035,0.003469228744506836,22092.09825043719,-11028.470907435254,0.093657795299805,0.7595775319360343,0.9951891000992836
ANKRD29,2.061153595635627e-09,4,67,0.056048419074703135,485165195.4097903,-11098.724768411914,-3.1476411442075207,2.346516956176909e-08,SE,6877,915.9662365874474,1.5611128868990563e+20,0.004143953323364258,22232.79328798111,-11098.724804768397,3.63564831786789e-05,0.9951890774736746,0.9951891000992836
ANKRD30A,2.061153595635627e-09,4,79,0.056048419074703135,485165195.4097903,-12476.213176578873,-4.3920124825953835,4.430304765334701e-08,SE,6877,30.78664295196697,5.247073869855161e+18,0.0034029483795166016,24987.770104315026,-12476.213212935076,3.6356203054310754e-05,0.9951890960074102,0.9951891000992836
APOBEC3B,0.9999546021308009,4,94,0.056048419074703135,4.5399929762484854e-05,-7171.775665926858,-1.3419880425764061,2.2720630972391147,SE,6877,1704.6248137198454,598984631244.0398,0.0033152103424072266,14378.895083010995,-7171.78945426578,0.013788338921585819,0.9065242582142675,0.9951891000992836
APOC1,0.9999546021308009,4,96,0.056048419074703135,4.5399929762484854e-05,-12017.842391108228,-5.977826998853127,37.659725450537906,SE,6877,1838.638970770588,646075592137.1039,0.0037689208984375,24071.028533373737,-12017.874240138846,0.031849030618104734,0.8583594022856316,0.9951891000992836
AQP1,2.0611535956356267e-09,4,109,0.056048419074703135,485165195.4097903,-11817.62198241875,-2.5617254826868026,1.7278017576076716e-08,SE,6877,23.279125105457073,3.9675416785294223e+18,0.00374603271484375,23670.58771599478,-11817.622018774891,3.635614120867103e-05,0.9951891000992836,0.9951891000992836
AR,2.0611535956356267e-09,4,112,0.056048419074703135,485165195.4097903,-7894.521817306049,-2.0219814818497888,9.625624817872009e-09,SE,6877,209.51212594911362,3.5707875106764804e+19,0.003222227096557617,15824.387385769378,-7894.521853662486,3.635643679444911e-05,0.9951890805425675,0.9951891000992836
AVPR1A,2.061153595635627e-09,4,121,0.056048419074703135,485165195.4097903,-9937.485208414866,-3.0199154393946293,2.0969067964591147e-08,SE,6877,80.95830140765604,1.3798002871788591e+19,0.0031440258026123047,19910.314167987013,-9937.485244771227,3.635636130638886e-05,0.9951890855370443,0.9951891000992836
BACE2,0.9999546021308008,4,128,0.056048419074703135,4.5399929762484854e-05,-10469.416865810654,-3.2089857909162243,11.526227110102292,SE,6877,30.50778617960083,10720068667.182674,0.004359006881713867,20974.17748277859,-10469.662736960883,0.24587115022950456,0.6199974505474932,0.9951891000992836
BASP1,0.9999546021308009,4,131,0.056048419074703135,4.5399929762484854e-05,-11645.968175132135,-5.103383581997017,27.77315108187356,SE,6877,14.276547428264951,5016606838.015179,0.0034050941467285156,23327.28010142155,-11646.278818197246,0.31064306511143513,0.5772858427677476,0.9951891000992836
BTNL9,0.9999546021308009,4,136,0.056048419074703135,4.5399929762484854e-05,-6344.0738426869475,-2.0969697598455315,4.767287763329567,SE,6877,861.901150683132,302861684725.80304,0.003621816635131836,12723.491436531174,-6344.09779852009,0.023955833142281335,0.8769973445453016,0.9951891000992836
C1QA,2.0611535956356267e-09,4,137,0.056048419074703135,485165195.4097903,-8020.681429138502,-1.9236373264928814,8.870639027153841e-09,SE,6877,177.3310634033298,3.022314549036573e+19,0.0031838417053222656,16076.706609434283,-8020.68146549492,3.6356418604555074e-05,0.9951890817460554,0.9951891000992836
C1QC,0.9999546021308009,4,143,0.056048419074703135,4.5399929762484854e-05,-8488.121263855068,-2.6825156730687727,7.886257179426935,SE,6877,362.89170422548824,127515774666.64856,0.004086971282958984,17011.586278867417,-8488.16745213942,0.0461882843519561,0.8298339034092,0.9951891000992836
C2orf42,0.9999546021308009,4,150,0.056048419074703135,4.5399929762484854e-05,-13060.003010468847,-1.1399832382736428,3.9117662626515575,SE,6877,199.91185414047388,70246618065.23082,0.004932880401611328,26155.349772094974,-13060.07344855833,0.0704380894840142,0.7906999873396452,0.9951891000992836
C6orf132,2.0611535956356267e-09,4,153,0.056048419074703135,485165195.4097903,-11172.093499925097,-3.175570964931041,2.38948308682818e-08,SE,6877,1108.3191462708114,1.888946593147858e+20,0.003329038619995117,22379.530751007474,-11172.093536281614,3.635651773947757e-05,0.9951890751870498,0.9951891000992836
CAV1,0.9999546021308008,4,158,0.056048419074703135,4.5399929762484854e-05,-9440.087548423708,-1.290021790664497,2.575610008944692,SE,6877,501.95203009990473,176379898515.89844,0.004230022430419922,18915.518848004696,-9440.124653068757,0.03710464504911215,0.847252147170809,0.9951891000992836
CAVIN2,2.0611535956356267e-09,4,172,0.056048419074703135,485165195.4097903,-10586.513377155563,-1.1796732606524443,5.491065803760076e-09,SE,6877,108.23429162800892,1.8446744073709552e+19,0.003734111785888672,21208.370505468407,-10586.513413511955,3.635639222920872e-05,0.9951890834911135,0.9951891000992836
CCDC6,0.9999546021308009,4,174,0.056048419074703135,4.5399929762484854e-05,-11250.171564161421,-4.8944175196554145,25.495913923068457,SE,6877,71.30524289420943,25055803644.880074,0.003309011459350586,22535.686879480123,-11250.302334921347,0.13077075992623577,0.7176342234710507,0.9951891000992836
CCDC80,2.061153595635627e-09,4,175,0.056048419074703135,485165195.4097903,-12233.69065751283,-7.098667698954658,1.0809817994705794e-07,SE,6877,192.41651844979359,3.2794211686594757e+19,0.003131866455078125,24502.725066182942,-12233.690693869252,3.635642133303918e-05,0.9951890815655322,0.9951891000992836
CCL5,0.9999546021308008,4,177,0.056048419074703135,4.5399929762484854e-05,-4964.152423427236,-2.0771114108957804,4.56193447437321,SE,6877,2208.690644001029,776107293686.1482,0.003422260284423828,9963.64859801175,-4964.163732889225,0.011309461989185365,0.9153078720536796,0.9951891000992836
CCL8,2.061153595635627e-09,4,178,0.056048419074703135,485165195.4097903,-12745.427134271995,-9.411442864893164,1.8748112655129954e-07,SE,6877,95.8753586739456,1.6340368452836143e+19,0.0033059120178222656,25526.19801970127,-12745.427170628354,3.635635948739946e-05,0.9951890856573933,0.9951891000992836
CCND1,0.9999546021308008,4,179,0.056048419074703135,4.5399929762484854e-05,-8592.002811990427,-2.2879255823149984,5.946389936076429,SE,6877,1875.9344406640237,659180771120.5868,0.003929853439331055,17219.349375138136,-8592.017204497773,0.014392507346201455,0.9045078819888619,0.9951891000992836
CCPG1,0.9999546021308008,4,183,0.056048419074703135,4.5399929762484854e-05,-5037.857008200728,-2.2243164596369467,5.200429277491844,SE,6877,1785.4594712762384,627388956439.9572,0.0030879974365234375,10111.057767558736,-5037.8703188217605,0.013310621032360359,0.9081505372016752,0.9951891000992836
