seed	basis	basis_label	basis_dimension	GeneID	Gene	is_direct	is_null	effect_role	effect_role_label	effect_scope	effect_scope_label	reference_state	target_state	direction	configured_strength	configured_coefficient_0	configured_coefficient_1	latent_coefficient_0	latent_coefficient_1	estimated_coefficient_0	estimated_coefficient_1	latent_strength	observed_strength	maximum_latent_spatial_vector_error	orthogonal_estimate_magnitude	full_log_likelihood	reduced_log_likelihood	likelihood_ratio	full_minus_reduced_log_likelihood	lrt_df	p_value	detection_alpha	detected	full_fit_converged	reduced_fit_converged	full_fit_iterations	reduced_fit_iterations	fixed_design_rank	fixed_design_columns	fixed_design_condition_number	n_cells	n_target_cells
1	radial	Radial	1	64	Gene_64	True	False	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.5	0.5		0.49999999999999756		0.6510078667437021		0.49999999999999756	0.6510078667437021	2.4424906541753444e-15	0.0	29978.88792305189	29966.844276334108	24.08729343556479	12.043646717782394	1	9.206580332016695e-07	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	384
1	radial	Radial	1	65	Gene_65	True	False	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.5	0.5		0.5000000000000002		0.595135836138438		0.5000000000000002	0.595135836138438	9.130813279941762e-16	0.0	19643.72979604365	19639.90196460726	7.655662872784887	3.8278314363924437	1	0.005659439319357932	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	384
1	radial	Radial	1	66	Gene_66	True	False	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.75	0.75		0.7499999999999999		1.049733897365924		0.7499999999999999	1.049733897365924	1.7582408647311976e-15	0.0	24580.851005601286	24566.134490169374	29.43303086382366	14.71651543191183	1	5.788263947517153e-08	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	384
1	radial	Radial	1	67	Gene_67	True	False	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.75	0.75		0.750000000000002		0.43532490287371883		0.750000000000002	0.43532490287371883	5.7438825843503794e-15	0.0	31340.393624947752	31338.8140372064	3.159175482702267	1.5795877413511334	1	0.07550130734107162	0.05	False	True	True	4	4	8	8	34.023693010993746	1595	384
1	radial	Radial	1	68	Gene_68	True	False	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.75	0.75		0.7499999999999989		0.6388153396812226		0.7499999999999989	0.6388153396812226	2.6000562199216702e-15	0.0	38911.995734304015	38901.28637086896	21.418726870106184	10.709363435053092	1	3.691479987213798e-06	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	384
1	radial	Radial	1	69	Gene_69	True	False	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	1.0	1.0		0.9999999999999978		1.2923154411558586		0.9999999999999978	1.2923154411558586	2.220446049250313e-15	0.0	19416.618501906887	19390.105192079198	53.026619655378454	26.513309827689227	1	3.290585415291143e-13	0.05	True	True	True	5	4	8	8	34.023693010993746	1595	384
1	radial	Radial	1	70	Gene_70	True	False	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	1.0	1.0		0.9999999999999966		1.0959627258604125		0.9999999999999966	1.0959627258604125	3.4416913763379853e-15	0.0	55691.39308729082	55667.76520863814	47.25575730534911	23.627878652674553	1	6.230271720760273e-12	0.05	True	True	True	5	4	8	8	34.023693010993746	1595	384
1	radial	Radial	1	71	Gene_71	True	False	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	1.0	1.0		0.9999999999999993		1.0440348292715036		0.9999999999999993	1.0440348292715036	2.0731185350726236e-15	0.0	25912.566092939443	25889.301729705607	46.52872646767355	23.264363233836775	1	9.028512428387424e-12	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	384
1	radial	Radial	1	72	Gene_72	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-1.0	-1.0		-1.0000000000000013		-1.2660977125954171		-1.0000000000000013	-1.2660977125954171	1.3322676295501878e-15	0.0	18180.025419355374	18148.83690585171	62.37702700732916	31.18851350366458	1	2.8361238367905034e-15	0.05	True	True	True	5	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	73	Gene_73	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-1.0	-1.0		-1.0000000000000004		-1.1314718884140458		-1.0000000000000004	-1.1314718884140458	6.310995973400068e-16	0.0	37732.57722645717	37699.24495137153	66.66455017127737	33.332275085638685	1	3.218716737106987e-16	0.05	True	True	True	5	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	74	Gene_74	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-1.0	-1.0		-0.9999999999999993		-1.0695029852883753		-0.9999999999999993	-1.0695029852883753	2.9085210948658502e-15	0.0	27233.053423859612	27207.19811821045	51.710611298323784	25.855305649161892	1	6.431421396236189e-13	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	75	Gene_75	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-0.75	-0.75		-0.7500000000000034		-0.6917921649802037		-0.7500000000000034	-0.6917921649802037	3.4416913763379853e-15	0.0	34750.47226559533	34737.044797461414	26.854936267831363	13.427468133915681	1	2.1931346094730566e-07	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	76	Gene_76	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-0.75	-0.75		-0.7500000000000017		-0.6895564819591954		-0.7500000000000017	-0.6895564819591954	1.6653345369377348e-15	0.0	29456.5281839411	29447.051140801428	18.954086279343755	9.477043139671878	1	1.3390218449745894e-05	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	77	Gene_77	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-0.75	-0.75		-0.7499999999999976		-0.883346057962273		-0.7499999999999976	-0.883346057962273	2.4424906541753444e-15	0.0	17406.98478460852	17395.77765131962	22.414266577805392	11.207133288902696	1	2.1973572312726602e-06	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	78	Gene_78	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-0.5	-0.5		-0.4999999999999977		-0.7790067726523653		-0.4999999999999977	-0.7790067726523653	2.275957200481571e-15	0.0	24637.250477317728	24630.183631948643	14.133690738170117	7.066845369085058	1	0.00017026680919932308	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	79	Gene_79	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-0.5	-0.5		-0.5000000000000004		-0.47524621015187823		-0.5000000000000004	-0.47524621015187823	7.225415713428022e-16	0.0	29213.998434943915	29208.76661623713	10.463637413566175	5.231818706783088	1	0.0012174731526140492	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	80	Gene_80	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-0.5	-0.5		-0.4999999999999998		-0.5427278591476777		-0.4999999999999998	-0.5427278591476777	2.388585635098793e-15	0.0	19613.71777899256	19608.88520186128	9.665154262555006	4.832577131277503	1	0.001877959919381331	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	81	Gene_81	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-0.25	-0.25		-0.25		-0.3356532740196474		-0.25	-0.3356532740196474	1.2909739848812256e-15	0.0	27595.40761610326	27593.345395670858	4.124440864805365	2.0622204324026825	1	0.042267986202274774	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	82	Gene_82	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-0.25	-0.25		-0.24999999999999825		-0.016471943844611266		-0.24999999999999825	-0.016471943844611266	1.879092401688575e-15	0.0	18567.713635537344	18567.710902638184	0.0054657983200741	0.00273289916003705	1	0.9410652589895545	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	388
1	radial	Radial	1	83	Gene_83	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	-0.25	-0.25		-0.24999999999999922		-0.27180563508314703		-0.24999999999999922	-0.27180563508314703	2.0481519131193205e-15	0.0	21476.790417184486	21476.109134861934	1.3625646451037028	0.6812823225518514	1	0.24309350030828722	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	388
1	radial	Radial	1	84	Gene_84	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.25	0.25		0.24999999999999903		0.2852534853245226		0.24999999999999903	0.2852534853245226	1.5457085846762922e-15	0.0	40717.093599471526	40714.83715327253	4.51289239799371	2.256446198996855	1	0.03364030797262005	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	85	Gene_85	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.25	0.25		0.2499999999999994		0.0073038957113976104		0.2499999999999994	0.0073038957113976104	2.683740738946006e-15	0.0	28993.856774966633	28993.85569353224	0.0021628687827615067	0.0010814343913807534	1	0.962906431417191	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	388
1	radial	Radial	1	86	Gene_86	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.25	0.25		0.24999999999999753		0.3678158096393717		0.24999999999999753	0.3678158096393717	2.4702462297909733e-15	0.0	21624.752070192724	21622.288522317518	4.927095750412263	2.4635478752061317	1	0.026438715629728955	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	87	Gene_87	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.5	0.5		0.4999999999999997		0.6302507205635913		0.4999999999999997	0.6302507205635913	3.604537545114804e-15	0.0	48653.05912331995	48641.00787752637	24.102491587167606	12.051245793583803	1	9.134203420186722e-07	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	88	Gene_88	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.5	0.5		0.49999999999999695		0.3803775832625036		0.49999999999999695	0.3803775832625036	3.0531133177191805e-15	0.0	29093.07448019497	29088.6249862142	8.898987961540115	4.4494939807700575	1	0.002853287530562721	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	89	Gene_89	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.5	0.5		0.5000000000000009		0.869450187894947		0.5000000000000009	0.869450187894947	1.1475053413722472e-15	0.0	25674.41360463411	25661.764004764922	25.29919973837241	12.649599869186204	1	4.90912378963247e-07	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	90	Gene_90	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.75	0.75		0.7499999999999986		0.7457089856899551		0.7499999999999986	0.7457089856899551	1.4432899320127035e-15	0.0	35887.33775753411	35873.73343695747	27.20864115328004	13.60432057664002	1	1.826405488209098e-07	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	91	Gene_91	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.75	0.75		0.7500000000000013		0.5511320603379409		0.7500000000000013	0.5511320603379409	5.3867907033739305e-15	0.0	36395.386310401	36388.840032837266	13.092555127470405	6.546277563735202	1	0.0002964716854388778	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	92	Gene_92	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.75	0.75		0.7500000000000002		1.1362578146500708		0.7500000000000002	1.1362578146500708	2.99105226027108e-15	0.0	39589.79332225829	39559.07441664614	61.43781122429937	30.718905612149683	1	4.569503783361027e-15	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	93	Gene_93	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	1.0	1.0		0.9999999999999993		0.9679636814596116		0.9999999999999993	0.9679636814596116	1.6098097554104416e-15	0.0	22847.28225926021	22829.925181054954	34.71415641051135	17.357078205255675	1	3.818447661336028e-09	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	94	Gene_94	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	1.0	1.0		1.0000000000000007		0.9221040235186032		1.0000000000000007	0.9221040235186032	7.161965953565649e-16	0.0	27704.89651020613	27685.268076130385	39.25686815148947	19.628434075744735	1	3.715590814424188e-10	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	95	Gene_95	True	False	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	1.0	1.0		1.0000000000000013		1.105770019381365		1.0000000000000013	1.105770019381365	2.3396456092395137e-15	0.0	39603.198046015495	39572.59787826215	61.200335506684496	30.600167753342248	1	5.155274289344211e-15	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	96	Gene_96	False	True	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	0.0	0.0		-2.1027669431415175e-16		0.08279542895838157		-2.1027669431415175e-16	0.08279542895838157	2.941482348336524e-15	0.0	28577.813036549218	28577.452562541934	0.7209480145684211	0.36047400728421053	1	0.3958331191677995	0.05	False	True	True	4	4	8	8	34.023693010993746	1595	414
1	radial	Radial	1	97	Gene_97	False	True	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	0.0	0.0		-2.8833380181016615e-17		-0.11906607708729064		-2.8833380181016615e-17	-0.11906607708729064	1.0403175504945053e-15	0.0	45304.877079844395	45303.97261016232	1.8089393641566858	0.9044696820783429	1	0.17863551551306942	0.05	False	True	True	4	4	8	8	34.023693010993746	1595	414
1	radial	Radial	1	98	Gene_98	False	True	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	0.0	0.0		3.487828985068912e-16		-0.07443327262314207		3.487828985068912e-16	-0.07443327262314207	2.2723245325269035e-15	0.0	37535.03441270215	37534.528133916436	1.0125575714337174	0.5062787857168587	1	0.31429090278163685	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	414
1	radial	Radial	1	99	Gene_99	False	True	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	0.0	0.0		2.5399448890376254e-16		0.203268774551839		2.5399448890376254e-16	0.203268774551839	4.717133876435603e-15	0.0	8393.24195089687	8392.842637907706	0.7986259783283458	0.3993129891641729	1	0.37150449716054823	0.05	False	True	True	4	4	8	8	34.023693010993746	1595	414
1	radial	Radial	1	100	Gene_100	False	True	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	0.0	0.0		2.3135750292420106e-17		-0.28215861657531033		2.3135750292420106e-17	-0.28215861657531033	1.3599802172074614e-15	0.0	24111.44373754417	24108.81656658321	5.254341921921878	2.627170960960939	1	0.021892078431885127	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	414
1	radial	Radial	1	101	Gene_101	False	True	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	0.0	0.0		-2.780150616658898e-16		-0.07231524358280678		-2.780150616658898e-16	-0.07231524358280678	2.6452995711180836e-15	0.0	45846.40578539367	45845.91630947353	0.9789518402831163	0.48947592014155816	1	0.32245771697402936	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	414
1	radial	Radial	1	102	Gene_102	False	True	state_1	Type 1 deviation	cell_type_specific	Cell-type-specific fk	0	1.0	Not applicable	0.0	0.0		4.474684353388551e-16		0.23481488527666583		4.474684353388551e-16	0.23481488527666583	1.7327097518852696e-15	0.0	47297.43756653357	47295.67173203527	3.531668996598455	1.7658344982992276	1	0.0602071542123107	0.05	False	True	True	4	4	8	8	34.023693010993746	1595	409
1	radial	Radial	1	103	Gene_103	False	True	state_1	Type 1 deviation	cell_type_specific	Cell-type-specific fk	0	1.0	Not applicable	0.0	0.0		-7.965413969676931e-16		-0.004291117990916914		-7.965413969676931e-16	-0.004291117990916914	1.461564955176588e-15	0.0	24714.982090680794	24714.981775249897	0.0006308617957984097	0.00031543089789920487	1	0.9799616704816404	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	409
1	radial	Radial	1	104	Gene_104	False	True	state_1	Type 1 deviation	cell_type_specific	Cell-type-specific fk	0	1.0	Not applicable	0.0	0.0		6.635026083465842e-16		-0.25706905941786073		6.635026083465842e-16	-0.25706905941786073	2.337094278824429e-15	0.0	24928.665351407195	24927.394183016862	2.5423367806652095	1.2711683903326048	1	0.11083065048675572	0.05	False	True	True	4	4	8	8	34.023693010993746	1595	409
1	radial	Radial	1	105	Gene_105	False	True	state_1	Type 1 deviation	cell_type_specific	Cell-type-specific fk	0	1.0	Not applicable	0.0	0.0		-1.2797153998542162e-15		-0.017979974339892294		-1.2797153998542162e-15	-0.017979974339892294	1.2797153998542162e-15	0.0	30828.153152099436	30828.147336446502	0.011631305867922492	0.005815652933961246	1	0.9141158443532201	0.05	False	True	True	3	3	8	8	34.023693010993746	1595	409
1	radial	Radial	1	106	Gene_106	False	True	state_1	Type 1 deviation	cell_type_specific	Cell-type-specific fk	0	1.0	Not applicable	0.0	0.0		-8.79630329343085e-17		0.41140370109380114		-8.79630329343085e-17	0.41140370109380114	2.497930819607156e-15	0.0	27027.85999253219	27024.837641434286	6.044702195809805	3.0223510979049024	1	0.013948085507682888	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	409
1	radial	Radial	1	107	Gene_107	False	True	state_1	Type 1 deviation	cell_type_specific	Cell-type-specific fk	0	1.0	Not applicable	0.0	0.0		-1.4242982564942357e-15		-0.12258006803360269		-1.4242982564942357e-15	-0.12258006803360269	2.7972376366543444e-15	0.0	21743.433664262393	21743.259344780115	0.34863896455499344	0.17431948227749672	1	0.5548845921746484	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	409
1	radial	Radial	1	108	Gene_108	False	True	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.0	0.0		-2.1281568343248838e-15		-0.06511449699285422		-2.1281568343248838e-15	-0.06511449699285422	2.1281568343248838e-15	0.0	31523.841837630796	31523.722534238277	0.23860678503842792	0.11930339251921396	1	0.6252141837174064	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	384
1	radial	Radial	1	109	Gene_109	False	True	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.0	0.0		-3.489425874683513e-15		-0.03651610128822337		-3.489425874683513e-15	-0.03651610128822337	3.489425874683513e-15	0.0	28663.202663244676	28663.165944158067	0.07343817321816459	0.036719086609082296	1	0.7863950436043381	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	384
1	radial	Radial	1	110	Gene_110	False	True	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.0	0.0		1.9808066633398683e-16		-0.38692182329306846		1.9808066633398683e-16	-0.38692182329306846	2.363915988521524e-15	0.0	34532.412528341905	34528.55650980062	7.712037082572351	3.8560185412861756	1	0.005485381666875231	0.05	True	True	True	4	4	8	8	34.023693010993746	1595	384
1	radial	Radial	1	111	Gene_111	False	True	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.0	0.0		-3.4682166054443326e-15		0.07280549902971997		-3.4682166054443326e-15	0.07280549902971997	3.4682166054443326e-15	0.0	53695.71772608684	53695.544760113335	0.345931947013014	0.172965973506507	1	0.5564250393431471	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	384
1	radial	Radial	1	112	Gene_112	False	True	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.0	0.0		-1.7771460116027417e-15		-0.028717603942454997		-1.7771460116027417e-15	-0.028717603942454997	2.2236004713196613e-15	0.0	27303.810239777562	27303.79082235962	0.038834835882880725	0.019417417941440362	1	0.8437762321773408	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	384
1	radial	Radial	1	113	Gene_113	False	True	state_2	Type 2 deviation	cell_type_specific	Cell-type-specific fk	0	2.0	Not applicable	0.0	0.0		3.194180697218141e-16		0.12709343128911946		3.194180697218141e-16	0.12709343128911946	2.220933353006399e-15	0.0	32423.953784433677	32423.64362433189	0.6203202035758295	0.31016010178791475	1	0.4309283212143237	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	384
1	radial	Radial	1	114	Gene_114	False	True	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.0	0.0		-3.3051320193159023e-15		0.1041191465541245		-3.3051320193159023e-15	0.1041191465541245	3.3051320193159023e-15	0.0	37148.94145224388	37148.60002221091	0.6828600659500808	0.3414300329750404	1	0.408603607108608	0.05	False	True	True	3	3	8	8	34.023693010993746	1595	388
1	radial	Radial	1	115	Gene_115	False	True	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.0	0.0		2.7723017313924063e-15		0.08243074039153273		2.7723017313924063e-15	0.08243074039153273	2.7723017313924063e-15	0.0	38164.773163601734	38164.64533398945	0.2556592245673528	0.1278296122836764	1	0.6131181338290317	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	388
1	radial	Radial	1	116	Gene_116	False	True	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.0	0.0		-1.943225727997738e-15		-0.1164910002382547		-1.943225727997738e-15	-0.1164910002382547	1.943225727997738e-15	0.0	52884.38792766362	52883.96836844952	0.8391184282081667	0.41955921410408337	1	0.35964902254557884	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	388
1	radial	Radial	1	117	Gene_117	False	True	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.0	0.0		3.52794246779644e-15		0.17085177501662033		3.52794246779644e-15	0.17085177501662033	3.52794246779644e-15	0.0	33927.64366755879	33927.10319418422	1.0809467491344549	0.5404733745672274	1	0.2984858582861643	0.05	False	True	True	4	4	8	8	34.023693010993746	1595	388
1	radial	Radial	1	118	Gene_118	False	True	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.0	0.0		-2.8914720441481624e-15		0.06498431096479296		-2.8914720441481624e-15	0.06498431096479296	2.916047596778114e-15	0.0	48978.103282815086	48977.91410142519	0.37836277979658917	0.18918138989829458	1	0.5384807538574721	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	388
1	radial	Radial	1	119	Gene_119	False	True	state_3	Type 3 deviation	cell_type_specific	Cell-type-specific fk	0	3.0	Not applicable	0.0	0.0		2.52711982024757e-15		0.04528264833226723		2.52711982024757e-15	0.04528264833226723	2.52711982024757e-15	0.0	23569.98832894717	23569.963122404846	0.05041308464569738	0.02520654232284869	1	0.8223460284762646	0.05	False	True	True	4	3	8	8	34.023693010993746	1595	388
1	hotspot	Hotspot	1	0	Gene_0	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-1.0	-1.0		-0.9999999999999986		-0.910599301239282		-0.9999999999999986	-0.910599301239282	1.4432899320127035e-15	0.0	49455.397046577644	49368.8351940673	173.1237050206837	86.56185251034185	1	1.5379901658504445e-39	0.05	True	True	True	5	5	8	8	18.302916804194943	1595	414
1	hotspot	Hotspot	1	1	Gene_1	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-1.0	-1.0		-0.9999999999999996		-0.9847893742893308		-0.9999999999999996	-0.9847893742893308	4.440892098500626e-16	0.0	50390.26529030423	50124.187576891665	532.1554268251348	266.0777134125674	1	9.594576624769362e-118	0.05	True	True	True	5	5	8	8	18.302916804194943	1595	414
1	hotspot	Hotspot	1	2	Gene_2	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-1.0	-1.0		-0.9999999999999987		-0.9435923888083919		-0.9999999999999987	-0.9435923888083919	1.3322676295501878e-15	0.0	47200.24009236101	47108.72668273832	183.02681924538047	91.51340962269023	1	1.0582117999733863e-41	0.05	True	True	True	5	5	8	8	18.302916804194943	1595	414
1	hotspot	Hotspot	1	3	Gene_3	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-0.75	-0.75		-0.7499999999999991		-0.7214236277969136		-0.7499999999999991	-0.7214236277969136	8.881784197001252e-16	0.0	52123.100667623265	51996.058389398386	254.08455644975766	127.04227822487883	1	3.3419332696769665e-57	0.05	True	True	True	5	5	8	8	18.302916804194943	1595	414
1	hotspot	Hotspot	1	4	Gene_4	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-0.75	-0.75		-0.7499999999999993		-0.7683974191645414		-0.7499999999999993	-0.7683974191645414	6.661338147750939e-16	0.0	45147.982408350115	45029.06990263026	237.82501143970876	118.91250571985438	1	1.172084532591369e-53	0.05	True	True	True	5	5	8	8	18.302916804194943	1595	414
1	hotspot	Hotspot	1	5	Gene_5	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-0.75	-0.75		-0.7499999999999997		-0.7675027702783909		-0.7499999999999997	-0.7675027702783909	3.3306690738754696e-16	0.0	34404.72163508759	34339.639567095386	130.16413598440704	65.08206799220352	1	3.7725643489762076e-30	0.05	True	True	True	5	5	8	8	18.302916804194943	1595	414
1	hotspot	Hotspot	1	6	Gene_6	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-0.5	-0.5		-0.4999999999999993		-0.5055955397907874		-0.4999999999999993	-0.5055955397907874	7.216449660063518e-16	0.0	29624.406369825952	29570.78211360765	107.24851243660669	53.624256218303344	1	3.9270528647883014e-25	0.05	True	True	True	5	5	8	8	18.302916804194943	1595	414
1	hotspot	Hotspot	1	7	Gene_7	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-0.5	-0.5		-0.5		-0.5323964209488782		-0.5	-0.5323964209488782	5.025341420710119e-16	0.0	51844.39945840496	51812.94819756791	62.90252167409926	31.45126083704963	1	2.171939783533097e-15	0.05	True	True	True	5	5	8	8	18.302916804194943	1595	414
1	hotspot	Hotspot	1	8	Gene_8	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-0.5	-0.5		-0.5		-0.5491184172260661		-0.5	-0.5491184172260661	3.092575645130838e-16	0.0	30796.02304603032	30759.7072522075	72.63158764564287	36.31579382282143	1	1.562579319716034e-17	0.05	True	True	True	5	5	8	8	18.302916804194943	1595	414
1	hotspot	Hotspot	1	9	Gene_9	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-0.25	-0.25		-0.24999999999999958		-0.3194040119019098		-0.24999999999999958	-0.3194040119019098	8.380900471516151e-16	0.0	27905.676647763263	27900.212147609367	10.929000307791284	5.464500153895642	1	0.000946705656810306	0.05	True	True	True	4	4	8	8	18.302916804194943	1595	414
1	hotspot	Hotspot	1	10	Gene_10	True	False	overall	Base/reference f0	overall	Base/reference f0	0		Not applicable	-0.25	-0.25		-0.2499999999999997		-0.2547048985168412		-0.2499999999999997	-0.2547048985168412	4.4025427179378186e-16	0.0	46392.32313067382	46383.932268550394	16.781724246859085	8.390862123429542	1	4.193524281760148e-05	0.05	True	True	True	4	4	8	8	18.302916804194943	1595	414
