genes,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
ABCC11,2.0611533876636342e-09,4,3,0.12302509579417423,485165195.4097903,-5776.067430113748,-7.495823236838719,1.1954828724446005e-07,SE,3365,13.532174507619485,2.30633569567212e+18,0.00220489501953125,11584.619593195812,-5776.067504422106,7.430835830746219e-05,0.9931221370744195,0.8207620967557188
ACTA2,0.9999546021262204,4,11,0.12302509579417423,4.5399929762484854e-05,-3612.371903052657,-2.193931406987055,5.312591943207867,SE,3365,119.17036634108993,41875023148.99836,0.0024428367614746094,7257.22853907363,-3612.445472104713,0.07356905205597286,0.7862094067964971,0.7368410560417031
ACTG2,0.9999546021262202,4,21,0.12302509579417423,4.5399929762484854e-05,-4079.6079722873674,-3.205096207318865,10.93017869517574,SE,3365,2.1180636778856408,744261919.0131007,0.0022101402282714844,8191.70067754305,-4080.428108292028,0.8201360046605259,0.36514040427160865,0.44556486183234745
ADAM9,2.0611533876636346e-09,4,28,0.12302509579417423,485165195.4097903,-2612.9070867547016,-2.4024783547757336,1.2467061426952155e-08,SE,3365,323.83314028058584,5.5192011487154364e+19,0.0020728111267089844,5258.298906477718,-2612.9071610635483,7.430884670611704e-05,0.9931221144723169,0.8207620967557188
ADGRE5,0.9999546021262203,4,30,0.12302509579417423,4.5399929762484854e-05,-5874.1907732360505,-4.364075864460336,20.959869658936025,SE,3365,13.853702694901425,4868023308.65638,0.0022499561309814453,11780.866279440417,-5874.50678258878,0.3160093527294521,0.5740158057359213,0.6032746250508895
AIF1,0.9999546021262203,4,59,0.12302509579417423,4.5399929762484854e-05,-4292.394986188781,-3.453538552568574,12.67300706440129,SE,3365,92.88322121926318,32638038785.462566,0.0032138824462890625,8617.274705345879,-4292.485350937943,0.09036474916138104,0.7637139637640618,0.7232139808371798
AKR1C1,0.9999546021262202,4,66,0.12302509579417423,4.5399929762484854e-05,-3665.71806173794,-2.2236063289640513,5.459774692590867,SE,3365,1398.4613453329007,491402376336.6144,0.0031690597534179688,7363.920856444195,-3665.733423578571,0.015361840631157975,0.9013604913585569,0.8113055727799793
ANGPT2,0.9999546021262203,4,76,0.12302509579417423,4.5399929762484854e-05,-5622.366979050303,-2.4896741300245533,7.851005457775029,SE,3365,9.728937348317986,3418630731.6670117,0.0025641918182373047,11277.218691068922,-5622.736399563955,0.3694205136525852,0.5433203073761681,0.5812347506778787
ANKRD28,0.9999546021262203,4,78,0.12302509579417423,4.5399929762484854e-05,-3492.2112987365244,-2.597656805891378,7.21178087233153,SE,3365,893.8541471414799,314089519506.2402,0.002875089645385742,7016.907330441364,-3492.227323792677,0.016025056152557227,0.899264824406245,0.8113055727799793
ANKRD29,0.9999546021262203,4,101,0.12302509579417423,4.5399929762484854e-05,-3071.1914557224254,-3.053317997830659,9.682410383134862,SE,3365,490.6198199979204,172397861571.1616,0.002615213394165039,6174.867644413166,-3071.2218282439144,0.03037252148897096,0.8616476640345424,0.7912283416295156
ANKRD30A,0.9999546021262204,4,111,0.12302509579417423,4.5399929762484854e-05,-5679.166275169507,-5.751975687899805,34.78408157623812,SE,3365,39.00446845422173,13705697730.00641,0.002374887466430664,11390.81728330733,-5679.358138258922,0.19186308941516472,0.6613704870585453,0.6607097772812641
APOBEC3B,0.9999546021262202,4,122,0.12302509579417423,4.5399929762484854e-05,-4237.292846597329,-2.0813228661367913,5.056759324463617,SE,3365,182.71513179215162,64203883972.43914,0.002315998077392578,8507.070426162974,-4237.349887121427,0.05704052409782889,0.8112361806237379,0.7525382009496643
APOC1,0.9999546021262203,4,200,0.12302509579417423,4.5399929762484854e-05,-4773.400829636797,-3.6676982365449735,14.445943531898717,SE,3365,2.1562843017469024,757692183.2513962,0.0022208690643310547,9579.286392241911,-4774.185501017268,0.7846713804701722,0.37571626227186583,0.44942136635390656
AQP1,0.9999546021262203,4,201,0.12302509579417423,4.5399929762484854e-05,-4757.677919396749,-2.9441281320202393,9.654397017504714,SE,3365,37.59603416849381,13210790983.166237,0.0022430419921875,9547.840571761813,-4757.8966534237625,0.21873402701385203,0.6400062238163803,0.6428992705337824
AR,0.9999546021262203,4,202,0.12302509579417423,4.5399929762484854e-05,-5757.72946931346,-8.069012201547121,66.87714188172176,SE,3365,27.633924483024693,9710226316.810066,0.0024111270904541016,11547.943671595236,-5757.958106059701,0.22863674624113628,0.6325365080709968,0.6424951834139125
AVPR1A,2.0611533876636342e-09,4,208,0.12302509579417423,485165195.4097903,-5860.056039955849,-5.747326024459669,7.20123257496948e-08,SE,3365,45.23289144415078,7.709199441476821e+18,0.0023910999298095703,11752.596812880014,-5860.056114264478,7.430862933688331e-05,0.9931221245317166,0.8207620967557188
BACE2,0.999954601854134,4,9,0.30356506954634904,4.5399929762484854e-05,-3182.8235039493875,-2.539104953657897,6.7267188866580225,SE,3365,0.01686002168365074,5924336.37693565,0.003518819808959961,6398.13174086709,-3186.4349424869856,3.611438537598133,0.057383463062770645,0.11218663355380382
BASP1,0.4550646234952421,4,17,0.30356506954634904,1.1974827778136068,-6019.478063909688,-5.436850000173486,14.291522784323078,SE,3365,0.1746461874420526,3.3132891111509757,0.002270936965942383,12071.440860787692,-6020.238876039679,0.7608121299908817,0.38307448810470546,0.4506063673911461
BTNL9,0.47579792392593745,4,18,0.30356506954634904,1.1017258571831532,-4299.1879730457695,-1.95576246882633,2.1627193791807784,SE,3365,0.05358860318349912,1.0074673910338001,0.002501249313354492,8630.860679059855,-4300.719402534625,1.5314294888557924,0.21589803068247337,0.30238819032514785
C1QA,0.6036796116673917,4,19,0.30356506954634904,0.6565038158613891,-4881.4821057448025,-1.6786206144469593,2.3262268236333226,SE,3365,0.3082676326197617,6.189355474329725,0.0023360252380371094,9795.448944457921,-4883.092483344892,1.610377600089123,0.2044387312936886,0.29039592513308043
C1QC,0.6052649663272537,4,20,0.30356506954634904,0.6521649948320092,-5395.747112584208,-1.9282366907089163,3.102033454153737,SE,3365,0.4059444626550686,8.16844634416129,0.0023491382598876953,10823.978958136731,-5397.233364696336,1.4862521121285681,0.22279887754071603,0.30688550625442984
C2orf42,0.6836030540598174,4,27,0.30356506954634904,0.46283440706515866,-5200.672492205656,0.9750990969746278,1.52361519829073,SE,3365,0.07674152592802796,1.8114031099340613,0.0021898746490478516,10433.829717379629,-5203.743933443916,3.0714412382594674,0.07967880304977737,0.1509068239579117
C6orf132,0.483548494686792,4,33,0.30356506954634904,1.0680383825363209,-4163.973350861667,-0.9544011953067336,0.7730502776481543,SE,3365,0.12096921243789677,2.2697115826512726,0.002135038375854492,8360.43143469165,-4165.112130936719,1.1387800750517272,0.28591025142613447,0.3686785962941773
CAV1,0.22759288057306956,4,34,0.30356506954634904,3.393789830275861,-3462.8598658021124,-0.8931307341466362,0.28511490136762957,SE,3365,0.09158820985814198,3.0435872380208635,0.002214193344116211,6958.20446457254,-3464.131024143282,1.2711583411696665,0.2595494883326771,0.3469912945624026
CAVIN2,0.999954601854134,4,41,0.30356506954634904,4.5399929762484854e-05,-4341.339973945409,-2.2256530060952655,5.644298135964781,SE,3365,0.8185379232032243,287620863.4438833,0.002213001251220703,8715.164680859134,-4341.735582352906,0.39560840749709314,0.5293660182214022,0.5798094394538907
CCDC6,0.5177117385830627,4,42,0.30356506954634904,0.9315711444923359,-5292.034271369557,-0.6786042532852178,0.9406691863228056,SE,3365,0.04033764692862101,0.7570493446955485,0.0028791427612304688,10616.55327570743,-5294.362035861336,2.3277644917789075,0.12708426776631698,0.20816423876546603
CCDC80,0.999954601854134,4,43,0.30356506954634904,4.5399929762484854e-05,-3781.6897912843174,-1.5028084502365673,2.775726293896219,SE,3365,0.6403495677619941,225008384.29680803,0.0029811859130859375,7595.86431553695,-3786.680871346469,4.991080062151468,0.025478301240683954,0.056492907407281495
CCL5,0.5479533346094044,4,53,0.30356506954634904,0.8249678884853419,-3423.397668840703,-1.4571633254890464,1.397428624933792,SE,3365,1.0548715138193852,20.048130253538414,0.0020949840545654297,6879.280070649721,-3424.182604903456,0.7849360627533315,0.37563575475142674,0.44942136635390656
CCL8,0.38964687721379226,4,61,0.30356506954634904,1.5664167532116917,-5324.568914215584,-3.9282692778542585,6.509031627058983,SE,3365,0.260772437849708,5.285791605826951,0.001987934112548828,10681.622561399485,-5324.7163681571055,0.1474539415212348,0.7009804340840926,0.678341516310556
CCND1,0.26964317538562005,4,65,0.30356506954634904,2.7085883572284244,-5697.9657180072245,-8.793418289679959,21.208200501863804,SE,3365,0.1368810648187734,3.7656377471968536,0.0020329952239990234,11428.416168982765,-5698.002732790956,0.03701478373113787,0.8474349506608359,0.782127319483928
CCPG1,0.6013020028388211,4,67,0.30356506954634904,0.6630537750535777,-5525.609288574321,-3.133832258405318,6.781345757328367,SE,3365,0.4473003573706993,8.951876064283773,0.0025811195373535156,11083.703310116958,-5527.355479529841,1.746190955520433,0.18635629974106338,0.2754712486933679
CD14,0.4624542651258352,4,87,0.30356506954634904,1.1623688945068558,-5947.11758240193,-7.688480868901567,28.03065404918986,SE,3365,0.40777170260254797,7.706158454127548,0.002116680145263672,11926.719897772176,-5947.6066128274,0.48903042546953657,0.48436012847667853,0.5469905459928612
CD163,0.9999546018541339,4,92,0.30356506954634904,4.5399929762484854e-05,-5467.83052991168,-0.8816856453919685,2.2779412286032232,SE,3365,1.214822399418495,426868758.97497976,0.0021860599517822266,10968.145792791676,-5470.667178879223,2.8366489675427147,0.09213617950206043,0.16682406946181164
CD247,0.34195826361742365,4,96,0.30356506954634904,1.9243217338251375,-5688.541045015497,-6.037294623518942,12.97168756147445,SE,3365,0.11858675133085435,2.6259494608521434,0.0024080276489257812,11409.56682299931,-5688.994561027648,0.45351601215133996,0.5006699682104994,0.5556166511740024
CD3D,0.6029847002849148,4,97,0.30356506954634904,0.6584128512207706,-5954.337461477369,-7.277815512863062,32.8058121798808,SE,3365,0.24410597271384854,4.896460041003832,0.002183198928833008,11941.159655923055,-5956.190925045068,1.8534635676987818,0.17338109770764132,0.2649061844272595
CD3E,0.6032012908567274,4,104,0.30356506954634904,0.6578173696281276,-4752.428810592781,-0.041238866651416045,0.5968073679816874,SE,3365,0.2674936379258933,5.3671764704908975,0.0026171207427978516,9537.342354153878,-4754.073270874469,1.6444602816882252,0.19971459658066903,0.28799646008123214
CD3G,0.9999546018541339,4,106,0.30356506954634904,4.5399929762484854e-05,-5317.3895787098345,0.09020428894287812,1.3923053108577466,SE,3365,1.1232665384272802,394697524.0867268,0.0026938915252685547,10667.263890387985,-5323.154949575175,5.765370865340628,0.016345034900473676,0.0391029543073533
CD4,0.3899237396042196,4,114,0.30356506954634904,1.5645944928192412,-4357.096433897803,-0.7549310345550129,0.5249171918081675,SE,3365,0.0678363842157856,1.3744657829703655,0.0023698806762695312,8746.677600763922,-4358.264296905232,1.1678630074293324,0.27984077038145916,0.3660441731608361
CD68,0.5391358539910477,4,115,0.30356506954634904,0.854814846412578,-3381.5203716700357,-2.9697279712880955,4.94351803178279,SE,3365,0.06060372139857373,1.1461875994771704,0.002179861068725586,6795.525476308387,-3384.164281264738,2.6439095947021087,0.103947457779486,0.18172632478931122
CD69,0.9999546018541339,4,127,0.30356506954634904,4.5399929762484854e-05,-6131.750169103697,-1.34371124305656,4.021014698287419,SE,3365,0.4675349516798562,164284149.43297395,0.002285003662109375,12295.98507117571,-6133.861465600872,2.111296497175317,0.14621539448605503,0.237362653386453
CD83,0.5578834371993654,4,128,0.30356506954634904,0.792484296896299,-5244.453206794682,-2.5227952543297416,4.252573802156095,SE,3365,0.3657622499109377,6.9981736194405375,0.0024330615997314453,10521.39114655768,-5245.646560885161,1.1933540904792608,0.2746540390831439,0.3618630290950513
CD86,0.999954601854134,4,129,0.30356506954634904,4.5399929762484854e-05,-5362.032829012777,-7.497390772977349,56.67678680709551,SE,3365,4.203177026327531,1476927789.4772274,0.002407073974609375,10756.55039099387,-5366.253018248621,4.220189235843463,0.03994570550399179,0.08348109823195778
CD8A,0.9999546018541339,4,133,0.30356506954634904,4.5399929762484854e-05,-2741.1682035282774,-2.511385546587992,6.499230775556003,SE,3365,0.01697039956537673,5963121.362636616,0.003787994384765625,5514.82114002487,-2744.8439076130608,3.6757040847833196,0.05521093025683843,0.11153723284209786
CD8B,0.9999546018541339,4,138,0.30356506954634904,4.5399929762484854e-05,-5113.146387995095,-1.7392336673874016,4.199569768690921,SE,3365,0.010136441695546968,3561780.132693937,0.0030519962310791016,10258.777508958507,-5123.387169305285,10.24078131018996,0.0013736939029900253,0.004712500524837137
CD9,0.5883388606129574,4,140,0.30356506954634904,0.6996964735266504,-4514.703775788836,-2.4810865583428776,4.087502006689178,SE,3365,0.04456210293591377,0.8775204678295114,0.002624034881591797,9061.892284545987,-4517.754740140148,3.050964351312359,0.08068921843485077,0.15124502049644006
CD93,0.9999546018541339,4,143,0.30356506954634904,4.5399929762484854e-05,-3944.8476066503235,-2.8237099721393304,8.450061276920383,SE,3365,0.10809731775680476,37983632.75278671,0.002221822738647461,7922.179946268962,-3946.629466826911,1.7818601765875428,0.1819210732783919,0.2733589432706889
CDC42EP1,0.38455590698328906,4,162,0.30356506954634904,1.6003923598002985,-5618.6515342603,-5.083608497523232,10.501229531428985,SE,3365,0.07865230991847766,1.606593820589613,0.0022652149200439453,11269.787801488916,-5619.585975396767,0.9344411364672851,0.3337115513706739,0.4127539287206851
