genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
KLF5,1.85395772318047e-27,1.59631119640815,5.22911152691926e-27,98.256904764876,5.74652497723135,609
TENT5C,2.83403403443179e-26,1.57629111158165,7.69737638981474e-26,92.7261305449261,6.45279882174369,609
ANGPT2,1.01958263343001e-12,3.35368735740821,1.83859163405412e-12,92.6007669203517,5.15008605265444,81
FBLIM1,5.38341234157869e-20,1.99585053482532,1.23369866161178e-19,88.5526537997969,5.12013567034601,247
HAVCR2,2.05087657600416e-18,2.08720487461375,4.46725590812788e-18,85.0082319361493,5.10419794794255,217
CEACAM6,1.1947132812812e-22,1.68328521522607,2.98678320320301e-22,84.9704968468222,4.85120045176705,414
CD247,3.91606268307059e-13,2.94552135920882,7.17944825229608e-13,84.1491843218598,5.42196739798489,104
LRRC15,5.10514452419606e-14,2.74442532819886,9.76636343759245e-14,83.9957239012131,5.04095889369373,119
ITGAX,9.33275622377588e-17,2.27131079517114,1.91888445722495e-16,83.8350267567601,5.43895415650435,169
CD3G,2.36178072236137e-13,2.85144029110948,4.40331999084324e-13,82.9033177413026,5.59701604635848,107
CD86,1.48656386256663e-16,2.21950340160116,3.02818564596906e-16,80.889566567264,5.11788817340128,175
C1QA,8.00915649537147e-17,2.0262593142919,1.66227776319031e-16,75.0999807122927,5.13255737250956,215
SOX17,2.74897389681021e-11,3.04845469743052,4.68817253719571e-11,74.1299078989383,5.11999461776917,82
IL2RG,7.59408254481942e-15,2.16838717720729,1.49169478558953e-14,70.4973181892829,5.45057432180358,178
MKI67,6.69500920612563e-21,1.49628450937486,1.60098046233439e-20,69.5067914921305,5.22071411777378,609
CDH1,1.28644285028488e-20,1.49267994336082,2.97913081118603e-20,68.3644741128616,7.08634114829525,609
CCND1,5.52304478732302e-20,1.48677080760644,1.25264933320728e-19,65.9275397701777,8.38976938955119,609
PPARG,2.50764028989908e-19,1.52149848389961,5.62939656916119e-19,65.1654370884448,5.00091250373292,515
LYPD3,7.16155630787617e-19,1.46724227081137,1.59145695730582e-18,61.3019534892117,6.05692863800046,610
ITGAM,2.72644731449705e-11,2.46567310078893,4.6860813217918e-11,59.978574717256,4.86321147214308,116
TUBA4A,1.80008759494152e-18,1.4585693612239,3.96019270887135e-18,59.5952426302909,5.73561767501024,612
SERPINA3,1.61777241601142e-13,1.99346586200085,3.04196522668813e-13,58.7126650498397,4.90379613346572,188
CTTN,3.22760206388033e-18,1.45638105473805,6.89390732090944e-18,58.655444354447,7.43371742480706,609
S100A14,1.26023139990961e-17,1.44602109991484,2.66587411519341e-17,56.268514726532,6.46217639521591,609
STC1,2.63608795618646e-15,1.54352674602139,5.22467883208128e-15,51.8153908652426,4.7423673297706,400
C6orf132,1.37073964828943e-15,1.48201103743682,2.74147929657887e-15,50.7194949397384,4.66981911347217,471
TPD52,4.77236235324459e-16,1.42079656925577,9.63229098820008e-16,50.123600260219,6.81612206371029,610
TYROBP,7.11196132151554e-09,2.62402489494678,1.10966772392441e-08,49.2306109936957,4.96616027882874,87
DMKN,3.33778763133335e-13,1.52347498055264,6.17069982263309e-13,43.7668432478854,4.5864127917468,369
AR,3.1704464172766e-14,1.38845592789215,6.11840536667415e-14,43.1564299269831,6.24570664672001,609
SNAI1,4.81947126648648e-08,2.51629592768496,7.31230123191052e-08,42.3945953529482,4.95411237475912,88
MYO5B,7.48104992137312e-14,1.38057649737921,1.41881981267421e-13,41.726293007182,6.52080451698086,610
PIM1,7.82919781123082e-12,1.62788247123647,1.40034432395998e-11,41.6301006266882,4.89827277206153,279
EGFL7,5.60961736942373e-09,2.0347563599399,8.87853108829655e-09,38.6578952013215,4.84886386299393,134
SLC5A6,5.94871045671014e-13,1.3670458390506,1.08158371940184e-12,38.4829305814988,5.56659944651982,608
RTKN2,1.01291133096054e-11,1.40931720466111,1.79600524053223e-11,35.6777209603256,4.84085732518194,455
DSP,1.02045752302967e-11,1.34278839168879,1.79600524053223e-11,33.9835369578088,6.41219062959372,609
EGFR,5.97862274201121e-10,1.56663596983453,9.889451152199e-10,33.2716831665141,5.00735649532195,277
TRIB1,1.68387013698691e-11,1.33635939616169,2.94009071537397e-11,33.1515235410092,5.16081276691084,609
HOXD8,1.91881508393285e-11,1.33356626046725,3.32393164145848e-11,32.9080521078226,5.04289075242699,609
MZB1,2.13588391129182e-09,1.62362994830929,3.48069970729037e-09,32.4147738174161,4.74667582072973,233
SH3YL1,3.88385969072831e-11,1.33364363480892,6.57268563046329e-11,31.9695805556985,6.17713627817891,609
CD83,1.33021171919542e-08,1.65950091289864,2.04647956799295e-08,30.0956176452737,5.02987809024988,206
RUNX1,1.35076707502802e-10,1.3226821906824,2.2684637901234e-10,30.0581886110537,6.24491803268105,610
TRAF4,2.98787723038025e-10,1.31516274036859,4.97979538396708e-10,28.8432124985105,5.99823460565972,609
CTLA4,2.57283028853391e-05,2.60148174511984,3.58242192074342e-05,27.4922480825934,5.60139724669029,65
MDM2,1.51185155947289e-09,1.29970694914441,2.4821443513734e-09,26.3969581180684,7.32008119145159,609
HOOK2,2.66363123605789e-09,1.32455310646668,4.30881523479953e-09,26.1514142861239,4.70401443927968,512
BASP1,3.15004208768214e-09,1.29408972304794,5.05846174664285e-09,25.3329063347299,6.0168924065532,612
KRT8,3.74943463954671e-09,1.29113307095469,5.97735957029186e-09,25.0501258530341,7.76360184426294,609
FAM49A,2.98690673310416e-06,1.92061760690933,4.35178464425771e-06,24.4326994531304,4.95170359438177,120
NARS,7.06578489643859e-09,1.28771769990618,1.10966772392441e-08,24.1678880202707,7.13164120161578,609
USP53,9.98967799123965e-09,1.28237775027527,1.54769659019206e-08,23.6235954860237,5.9885772355464,609
SDC4,1.87312978490596e-08,1.2734179548632,2.86172606027299e-08,22.6580148488019,4.79744141588268,609
DUSP2,4.8965760779628e-06,1.7601307256413,7.04082834739748e-06,21.5210732468443,4.74706956006404,140
ANKRD29,5.37774214187726e-06,1.74986697724809,7.68248877411037e-06,21.2315594119595,4.76498383345674,138
CCDC6,9.87305402966617e-08,1.26078739017175,1.48772047022367e-07,20.3375993959085,6.63338671992222,609
SRPK1,2.98693639108275e-07,1.25013182171907,4.47024493903542e-07,18.7817897283959,5.7117692118644,609
EIF4EBP1,3.3727935572174e-07,1.247375614648,5.01361204451234e-07,18.5888333562278,4.78158545168119,599
PTRHD1,8.81668943357406e-07,1.23744533226999,1.30179307072906e-06,17.2517812364653,5.17581119246265,610
TOMM7,2.35580929471952e-06,1.22761010701611,3.45518696558863e-06,15.9081405452282,7.49125889644596,615
CLDN4,3.94956790366928e-06,1.22189211522005,5.71647986057396e-06,15.2026648559807,5.09307188553665,609
ADAM9,5.61494684874732e-06,1.21956602126344,7.96960197886716e-06,14.744648854661,6.49452360798474,610
RHOH,6.67536145695167e-06,1.2159157450755,9.41397128544466e-06,14.4901739671338,5.50682452083388,611
FLNB,1.59866914607383e-05,1.20600423901794,2.24017332570855e-05,13.3188140971273,6.38576565634988,609
LGALSL,7.51358459470875e-05,1.26194770081218,0.000102670100051921,11.9837239138274,4.67293381300711,372
CXCL16,5.91701247337031e-05,1.19704340355175,8.18706128390861e-05,11.6533298081332,4.81561318812852,570
CCPG1,6.83570314818226e-05,1.19023787590195,9.39909182875061e-05,11.4152931014196,5.34840200783368,610
ERN1,0.000108107635337296,1.1967968509346,0.000146812838112378,10.9296074596516,4.92352610531368,540
MNDA,0.00124649336708026,1.59541432729334,0.00158513607374369,10.6692072381514,5.12398233087848,120
ANKRD28,0.000139046611905635,1.19323129122529,0.000187670273737667,10.5967307312053,4.69960319482166,536
SLC25A37,0.000164049305350784,1.21191924489717,0.000218732407134379,10.5622925534614,4.67940842256496,454
ITM2C,0.000157912855293757,1.18591340854969,0.000211834318076991,10.3808541544595,5.06185538434663,573
DSC2,0.000224780342208957,1.17350209050567,0.000297901658349219,9.85787157583539,4.80721522189404,602
ZNF562,0.000282826107236521,1.17283502665614,0.000372585290970268,9.58285771496424,5.8498847620306,609
CRISPLD2,0.000675386882007224,1.22752807375005,0.000879201858234257,8.96123097599531,4.94709168436318,362
SLAMF1,0.0065975600363636,1.71383356820168,0.00815428768539321,8.60525327477504,5.18090834355047,84
TRAPPC3,0.000653307823109934,1.16081588165545,0.000855522149310627,8.51279932129149,5.58606247879154,612
JUP,0.000787346225902791,1.15683429686802,0.00101891864528597,8.26771248942407,5.29165227802333,610
TFAP2A,0.000817830465823681,1.15647491922626,0.00105217954667374,8.22121308707276,5.69726011874906,610
PELI1,0.00101774644946593,1.15676462885887,0.00130176871443316,7.97029853342133,4.83333363931065,581
TMEM147,0.00161548213109551,1.1472971003944,0.00204256361402881,7.37496554075565,6.36253227324493,612
HMGA1,0.00245329288920998,1.14157384536846,0.00308413963214969,6.86122881806064,6.09844064457408,609
THAP2,0.00347204403731705,1.19149494525323,0.00434005504664631,6.74744993306691,4.6298912701741,361
HPX,0.00818708458588104,1.40170305017202,0.0100064367160768,6.73545987596185,4.48254781754751,140
TIFA,0.00668156307423309,1.18893382236825,0.00821197696274457,5.95466010993527,4.71393347193528,335
OCIAD2,0.00633729644489031,1.12597454438252,0.00787686563771677,5.69889837288224,5.11747654597314,609
CDC42EP1,0.0137120794624449,1.28232836988996,0.0164844671133218,5.50051948791552,4.57992970672154,185
FSTL3,0.0179629776167029,1.31618719126872,0.0214774732373622,5.29033865329828,4.60611829807709,163
PCOLCE,0.0253733751159258,1.42899242502272,0.029851029548148,5.25019659050979,4.83217139077618,110
SEC11C,0.00958148326012388,1.12135128675494,0.0116460017526368,5.21195429119293,5.87628272691102,612
AKR1C1,0.0343730524660121,1.44881843722253,0.0395919976048307,4.88321701467264,4.76623051344132,103
BACE2,0.013197799955926,1.12103103601089,0.0159533845621083,4.8514917691177,4.85465376644746,544
PDE4A,0.0231417375360832,1.20651956376258,0.0273719476233242,4.54389440945132,4.72872256314178,243
SVIL,0.0193564989740947,1.10733095054447,0.0230185393205451,4.36811835568873,5.51237941740166,609
C2orf42,0.0337076766791478,1.20557001243259,0.0390299414179606,4.08691811494302,4.56259410341162,224
HDC,0.0266107769954675,1.10170389570623,0.0311402709521428,3.99526196837668,5.34452353842434,609
DST,0.0323068658166445,1.09802940585027,0.0376058755537661,3.76895904194129,6.71452062646566,611
SQLE,0.0416867672728961,1.09367599841333,0.0477660875001935,3.47523371792431,5.84139139141918,608
VOPP1,0.0478643913980631,1.09108293296119,0.0545604461532326,3.31621940425441,6.06585541546598,610
MAP3K8,0.0788638714246718,1.10047245446118,0.0894332562547825,2.79523531477719,4.83378565758943,424
NPM3,0.134445744532337,1.14216257462452,0.151682378446739,2.29185719482751,4.50973659784322,226
APOBEC3B,0.159417804617393,1.19958986973119,0.177130894019325,2.20271909316654,4.70876496818075,150
KARS,0.149120011918464,1.06475979420817,0.167379605214602,2.02624198570111,5.25975754853627,610
SEC24A,0.158424304365178,1.06453165943695,0.176920542945884,1.96137656172074,5.93802127577035,609
ACTG2,0.160459411334409,1.06402378358394,0.17739231403804,1.94685948690433,6.44429088953789,608
RAPGEF3,0.179418716344568,1.10460680362854,0.196378694506492,1.89775094877606,4.69499890611432,285
WARS,0.176899181602836,1.06042756761648,0.19458909976312,1.83684644446897,5.54693688218838,609
SERPINB9,0.206863409391248,1.05833756243166,0.22529678250532,1.66761885806391,4.94136266973065,574
FAM107B,0.225413718916878,1.05475905412675,0.244290729860656,1.57139882881025,5.64828597066714,609
LAG3,0.285340525383886,1.173390954669,0.307720174433602,1.4715167249249,4.74522330243089,122
DAPK3,0.302971366838676,1.08974838354122,0.323561653905382,1.30128704524908,4.62408304491753,244
SMS,0.29151911611326,1.04769156405755,0.312849783145938,1.29143668888925,6.49399237746311,609
RORC,0.316499907738298,1.10936602802499,0.336376713538287,1.2762505432279,4.53348885518463,188
ENAH,0.334205303807096,1.04318641871047,0.353486379026736,1.14333209874583,6.89234430908204,609
POLR2J3,0.34186171643545,1.04303334093436,0.359854438353105,1.11953875340001,7.6825420927756,609
SMAP2,0.357886264844037,1.04250139058622,0.374928467931849,1.0712119195654,4.82511473039868,577
OXTR,0.436977465414882,1.10203711609295,0.455616314650588,0.912347491688686,4.46427182696928,155
RAB30,0.45085485257269,1.06913402442369,0.46786824323581,0.851682669091678,4.6567284464477,233
TUBB2B,0.490251637122274,1.04716827507458,0.506363193271832,0.746459741463875,4.66522109263706,342
DUSP5,0.542473886664929,1.02966362205468,0.55768343488918,0.629758055895085,4.88616648810358,536
DNTTIP1,0.584930933010672,1.02545970355984,0.598533977964409,0.549914560820113,4.73582537806081,561
LARS,0.628501857226514,1.02188078624526,0.640140780508486,0.474578089642179,6.31305705233003,606
CD8B,0.683691483043554,0.895857363514428,0.693143439030331,0.340648428808446,5.23351822372314,95
QARS,0.725470978871292,1.01556213793971,0.732126675925158,0.325928631443987,6.09653535582598,607
ESR1,0.770144336273627,1.03238095490977,0.773660977078529,0.269634503405681,4.59814598102855,173
KRT15,0.952783855079931,0.982614052601147,0.952783855079931,0.0475262960992286,4.54658484301497,167
