genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
LUM,3.04212285845751e-189,2.05302629414065,6.69267028860653e-187,891.169497077782,8.50139928598503,1840
MMRN2,5.07485618330335e-100,2.29753766843651,5.58234180163368e-98,525.295712325713,5.65293544700572,842
CAVIN2,2.8192169359681e-81,2.65660010616969,1.03371287652164e-79,492.72741447812,5.43466536382566,573
RAMP2,5.6008650394423e-91,1.92210316428553,3.08047577169327e-89,399.436722472786,6.21352905589532,1145
MMP2,9.38394528688247e-96,1.66676141586658,6.88155987704714e-94,364.702679737933,6.35748155872132,1839
KDR,9.31963678794889e-77,1.82755765290138,2.92902870478394e-75,319.944904957156,6.02651135368052,1133
NOSTRIN,1.45219560122658e-70,1.95951907719825,3.99353790337311e-69,315.106108409562,5.8102706161096,916
TOP2A,1.08833166828865e-82,1.60679496359424,4.78865934047004e-81,303.246126038182,6.80017316822948,1840
HOXD9,2.16372106197246e-54,2.13096138792853,3.96682194694951e-53,263.318137218601,5.76905565179035,643
CLEC14A,3.19140809016904e-65,1.71646350916807,7.80121977596877e-64,254.90782271073,6.46852924870585,1190
IL3RA,1.1301975267556e-47,2.18356692211746,1.91264196835563e-46,236.041634248277,5.28731439418167,564
CCDC80,3.56109978654908e-64,1.51966410851647,7.83441953040798e-63,222.015900126241,6.22814214447473,1841
POSTN,2.56468057176481e-62,1.50951092991018,5.12936114352961e-61,214.076488002482,8.2986093259814,1840
FBLN1,3.08195689672327e-42,1.54371589642197,4.23769073299449e-41,147.553010659553,5.53094340234132,1211
CD68,9.75055088231701e-44,1.40917588557116,1.5322294243641e-42,139.559735290723,5.86679968451749,1840
CD93,2.4369969616149e-41,1.47557216924862,3.15376077385458e-40,137.988459404676,6.55536691122131,1386
CENPF,8.80188138423904e-43,1.40085348720454,1.29094260302173e-41,135.653319361119,6.22063764463477,1840
EGFL7,1.80472464939904e-30,1.891710174251,1.98519711433895e-29,129.557828545023,5.17707792939501,558
VWF,7.87696997199019e-40,1.41447274421549,9.62740774354357e-39,127.358362655456,6.28479547419824,1637
PDGFRA,3.55071817628625e-37,1.40787843344951,4.11135788833144e-36,118.161123066783,5.79405581968816,1599
BTNL9,7.49608917794456e-27,1.67056924962011,6.59655847659121e-26,100.49378828337,5.82528440556167,689
IL7R,4.73053732808594e-28,1.5515826581541,4.52486179208221e-27,97.6230111319027,5.86071346560218,890
IGF1,1.42067339798506e-29,1.42987889520517,1.48832451217482e-28,94.9780422554593,5.56586020033254,1228
GLIPR1,1.97405998676043e-27,1.38499033290187,1.80955498786373e-26,85.1626472498618,5.33832002021917,1338
MKI67,1.36882863155868e-28,1.31504387323207,1.36882863155868e-27,84.3711466623582,5.59854241044155,1839
CD163,1.84344532289232e-23,1.45615073576209,1.39847576219418e-22,76.2263178608498,5.49956583061504,967
ZEB2,4.22457181083568e-26,1.29945992873567,3.57463768609173e-25,75.9226284985902,6.61310082599109,1844
PDGFRB,5.48252455284437e-25,1.29175146917454,4.46724222824356e-24,72.1611919527079,6.30519428878949,1840
CXCL12,3.09741308321783e-24,1.28717232538165,2.43368170824258e-23,69.676536498067,6.76438406414292,1840
FOXA1,2.76536670622152e-21,1.26391803429195,2.02793558456245e-20,59.8302316997705,8.28716257497484,1831
SOX17,8.47910877449903e-16,1.70776102741599,5.32972551539939e-15,59.2657222424983,5.25832277973542,463
FCER1G,3.63530417803111e-19,1.24718980156892,2.57989328763498e-18,52.9537133773773,6.00418096945962,1840
AQP1,2.27935320330459e-18,1.27827285260613,1.5670553272719e-17,51.9268178543059,5.87358704528408,1489
MLPH,3.55119557600959e-18,1.23946075514277,2.36746371733972e-17,49.8006002554622,7.45324334250867,1840
ANKRD30A,9.27519788233736e-18,1.23508003747084,6.0015986297477e-17,48.4388358518902,8.08322629414253,1840
LYZ,1.20339794589909e-15,1.25503609306892,7.35409855827222e-15,43.1150420864532,5.97515000337028,1459
