genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
PTPRC,1.82834957564851e-08,1.23981947545255,4.02236906642673e-06,22.0901946944504,6.18785761855273,794
VWF,2.37054609468068e-07,1.24895558373613,2.60760070414875e-05,19.0527865840106,6.25857910591195,641
SCD,5.01579720247514e-07,1.20935767807842,3.6782512818151e-05,17.5423417643346,8.42627726823917,801
ANGPT2,0.000101033299724073,1.69117803501766,0.00317533227704229,15.5589400612384,5.28494375121057,147
TYROBP,5.71242002901668e-05,1.54017928116129,0.0027004883856439,15.047986998173,5.15242986549034,188
FASN,6.13747360373614e-05,1.16362069505101,0.0027004883856439,11.2853895916917,7.79382678268258,802
LUM,9.32204225900284e-05,1.15930135074756,0.00317533227704229,10.7589468862372,8.07227115011268,802
KRT7,0.000220272125506973,1.14968532642117,0.00605748345144177,9.68109411306356,8.6925267441741,802
RAB30,0.000582392301986611,1.25719558969964,0.0116478460397322,9.36405323631558,4.99581819725515,349
PDGFRB,0.000403192109531165,1.15530875635244,0.00985580712187293,9.03000577944784,5.96415387050199,708
GPR183,0.000559652339552393,1.18876734726822,0.0116478460397322,8.90172145544783,5.87090747112571,522
MMRN2,0.00134715593945589,1.26221456633221,0.0209956333048693,8.34293487267727,5.5462810477578,323
CD3E,0.00103995055350114,1.20867383131993,0.0175991632130963,8.30187545664718,6.48454272400502,431
PECAM1,0.000784242619135471,1.13572277990407,0.014377781350817,8.12131750766002,6.33738817060083,802
KLRB1,0.00244601315900801,1.27417887410319,0.0262325408567303,7.66201455099646,5.78240618882067,288
C6orf132,0.00181528416851455,1.18088066061138,0.0234919127690119,7.45314394420171,4.73970999746615,474
GATA3,0.00143152045260472,1.12839718215057,0.0209956333048693,7.38989362179293,8.10054560030682,800
CYTIP,0.00233334670752629,1.20044412809207,0.0262325408567303,7.27523364102197,5.8547213000698,419
IGSF6,0.00226954477903776,1.17176332955524,0.0262325408567303,7.13390138708557,5.63535184314787,496
ESM1,0.00874920607177426,1.45716339557706,0.0566125098761864,6.90519470413321,5.75780312693221,138
PDGFRA,0.00250928737993768,1.15220670125844,0.0262325408567303,6.89913314005968,5.64039494089019,571
AQP1,0.00262325408567303,1.15492759005766,0.0262325408567303,6.86412701329479,5.84492360327934,560
RAMP2,0.00340785768562802,1.18336991886846,0.0312386954515902,6.72351905891846,6.20399652516506,429
CAVIN2,0.00674803940204745,1.32305957866324,0.0494695683590227,6.61331763729247,5.55051952251859,210
IL2RG,0.00478950267429194,1.18932432604483,0.0390255773460825,6.35257215485556,5.76247023405052,397
FCER1G,0.00452194656337961,1.11416829808675,0.0382626247670582,6.01518598241451,6.4037333590911,802
IGF1,0.00684784985461134,1.14577733046435,0.0494695683590227,5.71034862341799,5.44185111814259,517
ADAM9,0.00174584674021664,0.886907219749385,0.0234919127690119,5.63231813749489,6.54867661111987,802
MKI67,0.00664368765472491,1.10818076112377,0.0494695683590227,5.55651596696303,5.40331690159959,802
EGFL7,0.0137491779662119,1.29003010372912,0.0796005040149111,5.53007039875331,5.21248468655253,211
TACSTD2,0.0071955735794942,1.10757381398183,0.0494695683590227,5.46508953360999,7.10811275550254,802
TOP2A,0.0071843641511201,1.10654885008994,0.0494695683590227,5.46175721640971,6.59920281854356,803
GLIPR1,0.00771303989471974,1.11876614748297,0.0514202659647982,5.44262153775676,5.57544057636119,675
PTGDS,0.0153143512509515,1.28642604694305,0.0832050040665021,5.37592929657372,5.44443051082493,214
AIF1,0.0105369563822883,1.10356521802368,0.0654068509775939,5.02438516230849,5.80257757843862,776
MLPH,0.010702939250879,1.10174028565588,0.0654068509775939,4.99885665503952,7.44256315208695,801
MZB1,0.0155063871214845,1.19665614630427,0.0832050040665021,4.98587174374836,5.31047146519182,314
JUP,0.0040623374677983,0.895515478449725,0.035748569716625,4.93070530501136,5.38139116364774,802
AVPR1A,0.022340339784582,1.27471542366047,0.102393224012667,4.8456538491194,5.68046180315284,200
PELI1,0.0129769856015085,1.09946921408567,0.0771604549278882,4.77672957092843,5.11812722614599,802
ZEB1,0.0145980288370825,1.1077087376611,0.0823478549784141,4.68213947007553,5.55800635210965,690
