Gene,C,Z,Pval,FDR
LGALSL,-0.002552040040129791,-0.9766038,0.8356173329330161,0.9431976908476265
PCLAF,-0.0027487143621238697,-0.99377406,0.839833560343777,0.9431976908476265
TOMM7,-0.003079974386711978,-1.0545224,0.854178093549248,0.9544132779963537
OCIAD2,-0.0030608884600262782,-1.0949869,0.8632388155860775,0.9596411198647258
SEC11C,-0.003200457751193757,-1.1643945,0.8778679118332287,0.9671273925698349
C2orf42,-0.0029689273014598997,-1.1869533,0.882376980425404,0.9671273925698349
ANKRD29,-0.002928895223578312,-1.1953291,0.8840207568796257,0.9671273925698349
NPM3,-0.0030066785926738566,-1.2140594,0.8876374698928622,0.9671273925698349
TRAPPC3,-0.0036245399718896412,-1.3068565,0.9043692761551261,0.974291878509189
APOBEC3B,-0.003159042702507595,-1.3246057,0.9073490183620851,0.974291878509189
EDNRB,-0.002669086766714773,-1.3522955,0.9118596011721392,0.974291878509189
EIF4EBP1,-0.003718648186466412,-1.3551742,0.9123189661147211,0.974291878509189
CAVIN2,-0.0025987585286156804,-1.4257885,0.9230353024361072,0.974291878509189
TMEM147,-0.004302923459297458,-1.4600135,0.9278568193478914,0.974291878509189
EGFL7,-0.0040214015558699264,-1.4664217,0.928733284105844,0.974291878509189
KDR,-0.0032396652908635013,-1.4787503,0.9303964747340739,0.974291878509189
RAMP2,-0.0029026358920249736,-1.5112627,0.9346392276782994,0.974291878509189
HOOK2,-0.00436249527480422,-1.5532216,0.9398148966546983,0.974291878509189
VOPP1,-0.00467638569511478,-1.6032928,0.9455649898446092,0.974291878509189
AKR1C1,-0.0037646100608456283,-1.6639025,0.9519340444366557,0.974291878509189
LAG3,-0.004015882136861506,-1.6754152,0.9530735977244503,0.974291878509189
PTRHD1,-0.005040649607497753,-1.7424093,0.9592815793682707,0.974291878509189
DUSP5,-0.004412781898181192,-1.761764,0.9609454144200219,0.974291878509189
CD69,-0.0032924443008761376,-2.204108,0.9862416251561369,0.9906754488197121
ESM1,-0.0038728807499932155,-2.2423027,0.9875290908952936,0.9906754488197121
RORC,-0.00635303837240938,-2.3524718,0.9906754488197121,0.9906754488197121
