genes,observed,p.value
ITGAX,0.0182047796125233,0.000975609756097561
IGSF6,0.0181764922688331,0.000975609756097561
PRDM1,0.0179937385725961,0.000975609756097561
PTGDS,0.0178355247537292,0.000975609756097561
TRAF4,0.0172008177025423,0.000975609756097561
RAMP2,0.0170331116327755,0.000975609756097561
CD3E,0.0164676524689,0.000975609756097561
PIM1,0.0163512387697269,0.000975609756097561
IL7R,0.0161897161461048,0.000975609756097561
TYROBP,0.0153028879828519,0.000975609756097561
ZEB1,0.0147654043412079,0.000975609756097561
CYTIP,0.0146576947593026,0.000975609756097561
ZNF562,0.0140633511371761,0.000975609756097561
TRAC,0.0133540041546295,0.000975609756097561
TOP2A,0.0133184322252003,0.000975609756097561
NARS,0.0131388535420806,0.000975609756097561
ADGRE5,0.0129288717492897,0.000975609756097561
FAM107B,0.0125023792921712,0.000975609756097561
DMKN,0.0120999543364499,0.000975609756097561
S100A4,0.0110520941977824,0.000975609756097561
GPR183,0.0144632112779086,0.00195121951219512
C1QA,0.013845384406223,0.00195121951219512
CAVIN2,0.0131796768790272,0.00195121951219512
LPXN,0.0126989517825568,0.00195121951219512
LYPD3,0.0117227446323762,0.00195121951219512
CD163,0.0131230064791956,0.00292682926829268
NOSTRIN,0.0130779106403627,0.00292682926829268
FBLIM1,0.012776012191487,0.00292682926829268
SLAMF7,0.0125511265020972,0.00292682926829268
SERPINB9,0.0115234553926724,0.00292682926829268
C1QC,0.0132221544189007,0.00390243902439024
ITGAM,0.0120980372714301,0.00390243902439024
CD86,0.00913258371735074,0.00390243902439024
TRAPPC3,-0.00868690757146251,0.00390243902439024
SFRP4,0.0131360235126594,0.00487804878048781
IL2RG,0.0101721493369565,0.00487804878048781
CLEC14A,0.0117874700644105,0.00585365853658537
RAPGEF3,0.0105622153097543,0.00585365853658537
IL3RA,0.0124709725299484,0.00682926829268293
MNDA,0.0112641547709673,0.00682926829268293
LPL,0.00838150027351191,0.00682926829268293
CXCR4,0.00977274416084432,0.00780487804878049
ITM2C,0.0094937944705849,0.00780487804878049
VWF,0.00983382363299336,0.00878048780487805
HAVCR2,0.0087847532801522,0.0107317073170732
BTNL9,0.00915289510401646,0.0117073170731707
JUP,0.0082896799378363,0.0117073170731707
TMEM147,0.00876002421034241,0.0126829268292683
CD3D,0.008586039209123,0.0136585365853659
FSTL3,0.00851327027096498,0.0136585365853659
MAP3K8,0.00785311775558608,0.0214634146341463
CCDC6,0.00780951074856773,0.0214634146341463
EGFL7,0.0088535696740361,0.0224390243902439
CLDN4,0.00754008655181672,0.0234146341463415
EDNRB,0.00743670305109619,0.0234146341463415
SH3YL1,-0.00735255028548115,0.024390243902439
TFAP2A,0.00718641242396611,0.024390243902439
BACE2,0.00733911876725595,0.0263414634146342
MYLK,0.00798988363904377,0.0282926829268293
RAB30,0.00735900466900928,0.0282926829268293
PECAM1,0.00819661287978181,0.0302439024390244
CCPG1,0.00713790412058394,0.0321951219512195
C6orf132,0.00720468637759707,0.0360975609756098
SLC5A6,0.00664756640984595,0.0370731707317073
GZMA,0.00732196650687946,0.0380487804878049
ENAH,-0.00662432755501794,0.0439024390243902
HPX,0.00629355570959677,0.0478048780487805
KLF5,0.00627434785728585,0.0487804878048781
CCL5,0.00699252688089137,0.0507317073170732
TCF4,0.00686780408307011,0.0585365853658537
MRC1,0.00648234954763394,0.0604878048780488
APOC1,0.00635903601746829,0.0634146341463415
FLNB,0.00654242545947023,0.0653658536585366
CD83,0.00572145458987065,0.0712195121951219
CENPF,0.00623069428244038,0.0731707317073171
SLC25A37,-0.00541521272565196,0.0741463414634146
CD69,0.00638563994235605,0.0770731707317073
SEC11C,0.00584400984866458,0.0790243902439024
QARS,0.00561294421740453,0.0926829268292683
CD3G,0.00541511521110367,0.0936585365853658
RHOH,0.00549093469678057,0.0995121951219512
FAM49A,0.00496676368387723,0.114146341463415
CEACAM6,-0.00497192041298108,0.115121951219512
TUBB2B,0.00493554880867654,0.118048780487805
AVPR1A,0.00489867129238508,0.127804878048781
MMRN2,0.0050727131912663,0.131707317073171
SRPK1,0.00501442957517984,0.139512195121951
MZB1,-0.00461769390606074,0.139512195121951
POLR2J3,-0.00467902522627735,0.149268292682927
ANGPT2,-0.00425543096574063,0.150243902439024
ERN1,0.0047959584892413,0.151219512195122
DSC2,0.00485613045905671,0.158048780487805
CXCL16,0.00488237549443803,0.16390243902439
HMGA1,0.00448921248391369,0.165853658536585
SLAMF1,0.00472530520057856,0.177560975609756
LARS,0.00450771052404093,0.185365853658537
MEDAG,0.00444322808602928,0.188292682926829
PTRHD1,-0.00398176906066609,0.190243902439024
CD8B,-0.00423728240896089,0.202926829268293
ESR1,0.00365407860246589,0.217560975609756
DST,0.00381835953424763,0.222439024390244
TIFA,0.00406602767953083,0.229268292682927
ACTG2,-0.00386904145092916,0.229268292682927
MDM2,-0.00366844304521,0.245853658536585
RORC,-0.00370340960097973,0.246829268292683
HOXD8,-0.00362304450837405,0.258536585365854
ANKRD28,0.00359859453050577,0.261463414634146
DNTTIP1,-0.00366506229638867,0.27219512195122
CD247,0.0036518352658067,0.278048780487805
HDC,-0.00341087446776774,0.286829268292683
PPARG,0.00364280044519984,0.295609756097561
LAG3,-0.00348441943617016,0.299512195121951
PDE4A,-0.00363980009251025,0.300487804878049
CDC42EP1,-0.00336152701729364,0.31609756097561
THAP2,0.00311064206344714,0.317073170731707
TRIB1,0.00305005763642421,0.333658536585366
PCLAF,-0.00301809083157271,0.352195121951219
CD93,0.0031485499037333,0.357073170731707
ANKRD29,-0.00323919958320281,0.359024390243902
C2orf42,0.00297759194054386,0.369756097560976
SMS,0.00299320198860361,0.371707317073171
NPM3,0.00234340422577083,0.376585365853659
PELI1,0.00295739251619057,0.378536585365854
ESM1,-0.00289035666045196,0.378536585365854
SEC24A,0.00274436445273018,0.389268292682927
DUSP2,0.00233317407270224,0.418536585365854
TUBA4A,-0.00263892965298154,0.420487804878049
SQLE,-0.00261029360373647,0.420487804878049
ADAM9,0.00259997293258009,0.444878048780488
SERPINA3,0.00225421137546885,0.466341463414634
SMAP2,-0.0023819302210986,0.468292682926829
EIF4EBP1,-0.00218663032125091,0.509268292682927
USP53,-0.00211576184929353,0.542439024390244
CAV1,0.00231441176966812,0.545365853658537
AQP1,0.00197555221078683,0.545365853658537
SNAI1,0.00221388985375376,0.550243902439024
MKI67,0.00188363034706206,0.550243902439024
KRT15,0.00190183715504513,0.572682926829268
HOOK2,0.0017995268573584,0.573658536585366
TOMM7,-0.00174714837705482,0.589268292682927
VOPP1,0.00154419731748755,0.604878048780488
CTLA4,-0.00168368390593796,0.606829268292683
WARS,-0.00143814394575615,0.640975609756098
KLRB1,0.00138572130677712,0.67219512195122
TENT5C,0.00139230904300812,0.679024390243903
HOXD9,0.00133544072290186,0.68
APOBEC3B,-0.00136957439557775,0.682926829268293
LGALSL,-0.00133523028794712,0.698536585365854
SOX17,-0.00130142075520975,0.744390243902439
OXTR,0.000878983318525471,0.776585365853659
CCL8,-0.000874909075494911,0.776585365853659
DUSP5,-0.000822119396019017,0.793170731707317
SVIL,0.00081833366447872,0.8
DAPK3,-0.000776323524652588,0.818536585365854
SELL,-0.000732825134558859,0.83219512195122
STC1,0.000474908419486335,0.880975609756098
AKR1C1,0.000516115929084269,0.886829268292683
SDC4,0.00035908386835937,0.907317073170732
OCIAD2,0.000398604244785175,0.910243902439024
KARS,0.000426985468622323,0.91609756097561
CD8A,0.000218416628964694,0.950243902439024
